scene,link,bin_seconds,participant,elapsed_s,latency_ms,q1_ms,q3_ms,n_available
supermarket,EyeTracking→PC,1,P10,218.500000,2.035000,,,1
supermarket,EyeTracking→PC,1,P10,219.500000,2.000000,,,1
supermarket,EyeTracking→PC,1,P10,220.500000,2.255000,,,1
supermarket,EyeTracking→PC,1,P10,221.500000,2.350000,,,1
supermarket,EyeTracking→PC,1,P10,222.500000,2.320000,,,1
supermarket,EyeTracking→PC,1,P10,223.500000,2.260000,,,1
supermarket,EyeTracking→PC,1,P10,224.500000,2.240000,,,1
supermarket,EyeTracking→PC,1,P10,225.500000,2.280000,,,1
supermarket,EyeTracking→PC,1,P10,226.500000,2.320000,,,1
supermarket,EyeTracking→PC,1,P10,227.500000,2.130000,,,1
supermarket,EyeTracking→PC,1,P10,228.500000,2.115000,,,1
supermarket,EyeTracking→PC,1,P10,229.500000,2.150000,,,1
supermarket,EyeTracking→PC,1,P10,230.500000,2.380000,,,1
supermarket,EyeTracking→PC,1,P10,231.500000,2.250000,,,1
supermarket,EyeTracking→PC,1,P10,232.500000,2.290000,,,1
supermarket,EyeTracking→PC,1,P10,233.500000,2.260000,,,1
supermarket,EyeTracking→PC,1,P10,234.500000,2.325000,,,1
supermarket,EyeTracking→PC,1,P10,235.500000,2.180000,,,1
supermarket,EyeTracking→PC,1,P10,236.500000,2.130000,,,1
supermarket,EyeTracking→PC,1,P10,237.500000,2.150000,,,1
supermarket,EyeTracking→PC,1,P10,238.500000,2.100000,,,1
supermarket,EyeTracking→PC,1,P10,239.500000,2.140000,,,1
supermarket,EyeTracking→PC,1,P10,240.500000,2.245000,,,1
supermarket,EyeTracking→PC,1,P10,241.500000,2.150000,,,1
supermarket,EyeTracking→PC,1,P10,242.500000,2.230000,,,1
supermarket,EyeTracking→PC,1,P10,243.500000,2.170000,,,1
supermarket,EyeTracking→PC,1,P10,244.500000,2.230000,,,1
supermarket,EyeTracking→PC,1,P10,245.500000,2.115000,,,1
supermarket,EyeTracking→PC,1,P10,246.500000,2.110000,,,1
supermarket,EyeTracking→PC,1,P10,247.500000,2.000000,,,1
supermarket,EyeTracking→PC,1,P10,248.500000,2.150000,,,1
supermarket,EyeTracking→PC,1,P10,249.500000,2.120000,,,1
supermarket,EyeTracking→PC,1,P10,250.500000,2.270000,,,1
supermarket,EyeTracking→PC,1,P10,251.500000,2.390000,,,1
supermarket,EyeTracking→PC,1,P10,252.500000,2.410000,,,1
supermarket,EyeTracking→PC,1,P10,253.500000,2.340000,,,1
supermarket,EyeTracking→PC,1,P10,254.500000,2.265000,,,1
supermarket,EyeTracking→PC,1,P10,255.500000,2.260000,,,1
supermarket,EyeTracking→PC,1,P10,256.500000,2.220000,,,1
supermarket,EyeTracking→PC,1,P10,257.500000,2.130000,,,1
supermarket,EyeTracking→PC,1,P10,258.500000,2.050000,,,1
supermarket,EyeTracking→PC,1,P10,259.500000,2.150000,,,1
supermarket,EyeTracking→PC,1,P10,260.500000,2.265000,,,1
supermarket,EyeTracking→PC,1,P10,261.500000,2.585000,,,1
supermarket,EyeTracking→PC,1,P10,262.500000,2.530000,,,1
supermarket,EyeTracking→PC,1,P10,263.500000,2.445000,,,1
supermarket,EyeTracking→PC,1,P10,264.500000,2.320000,,,1
supermarket,EyeTracking→PC,1,P10,265.500000,2.380000,,,1
supermarket,EyeTracking→PC,1,P10,266.500000,2.320000,,,1
supermarket,EyeTracking→PC,1,P10,267.500000,2.290000,,,1
supermarket,EyeTracking→PC,1,P10,268.500000,3.975000,,,1
supermarket,EyeTracking→PC,1,P10,269.500000,2.955000,,,1
supermarket,EyeTracking→PC,1,P10,270.500000,5.650000,,,1
supermarket,EyeTracking→PC,1,P10,271.500000,8.260000,,,1
supermarket,EyeTracking→PC,1,P10,272.500000,6.385000,,,1
supermarket,EyeTracking→PC,1,P10,273.500000,6.625000,,,1
supermarket,EyeTracking→PC,1,P10,274.500000,8.070000,,,1
supermarket,EyeTracking→PC,1,P10,275.500000,2.490000,,,1
supermarket,EyeTracking→PC,1,P10,276.500000,3.210000,,,1
supermarket,EyeTracking→PC,1,P10,277.500000,6.410000,,,1
supermarket,EyeTracking→PC,1,P10,278.500000,6.395000,,,1
supermarket,EyeTracking→PC,1,P10,279.500000,7.590000,,,1
supermarket,EyeTracking→PC,1,P10,280.500000,6.920000,,,1
supermarket,EyeTracking→PC,1,P10,281.500000,7.810000,,,1
supermarket,EyeTracking→PC,1,P10,282.500000,8.710000,,,1
supermarket,EyeTracking→PC,1,P10,283.500000,7.090000,,,1
supermarket,EyeTracking→PC,1,P10,284.500000,6.920000,,,1
supermarket,EyeTracking→PC,1,P10,285.500000,5.975000,,,1
supermarket,EyeTracking→PC,1,P10,286.500000,3.890000,,,1
supermarket,EyeTracking→PC,1,P10,287.500000,1.990000,,,1
supermarket,EyeTracking→PC,1,P10,288.500000,1.870000,,,1
supermarket,EyeTracking→PC,1,P10,289.500000,1.805000,,,1
supermarket,EyeTracking→PC,1,P10,290.500000,2.610000,,,1
supermarket,EyeTracking→PC,1,P10,291.500000,2.380000,,,1
supermarket,EyeTracking→PC,1,P10,292.500000,2.440000,,,1
supermarket,EyeTracking→PC,1,P10,293.500000,2.360000,,,1
supermarket,EyeTracking→PC,1,P10,294.500000,2.410000,,,1
supermarket,EyeTracking→PC,1,P10,295.500000,2.425000,,,1
supermarket,EyeTracking→PC,1,P10,296.500000,2.330000,,,1
supermarket,EyeTracking→PC,1,P10,297.500000,2.180000,,,1
supermarket,EyeTracking→PC,1,P10,298.500000,2.245000,,,1
supermarket,EyeTracking→PC,1,P10,299.500000,2.160000,,,1
supermarket,EyeTracking→PC,1,aggregate,0.500000,2.620000,2.552500,2.780000,10
supermarket,EyeTracking→PC,1,aggregate,1.500000,2.647500,2.592500,2.755000,10
supermarket,EyeTracking→PC,1,aggregate,2.500000,2.655000,2.561250,2.728750,10
supermarket,EyeTracking→PC,1,aggregate,3.500000,2.600000,2.540000,2.641250,10
supermarket,EyeTracking→PC,1,aggregate,4.500000,2.597500,2.446250,2.653750,10
supermarket,EyeTracking→PC,1,aggregate,5.500000,2.555000,2.412500,2.618750,10
supermarket,EyeTracking→PC,1,aggregate,6.500000,2.497500,2.387500,2.567500,10
supermarket,EyeTracking→PC,1,aggregate,7.500000,2.530000,2.382500,2.572500,10
supermarket,EyeTracking→PC,1,aggregate,8.500000,2.525000,2.347500,2.576250,10
supermarket,EyeTracking→PC,1,aggregate,9.500000,2.452500,2.417500,2.525000,10
supermarket,EyeTracking→PC,1,aggregate,10.500000,2.640000,2.516250,2.703750,10
supermarket,EyeTracking→PC,1,aggregate,11.500000,2.630000,2.531250,2.745000,10
supermarket,EyeTracking→PC,1,aggregate,12.500000,2.605000,2.552500,2.680000,10
supermarket,EyeTracking→PC,1,aggregate,13.500000,2.560000,2.472500,2.580000,10
supermarket,EyeTracking→PC,1,aggregate,14.500000,2.485000,2.375000,2.636250,10
supermarket,EyeTracking→PC,1,aggregate,15.500000,2.460000,2.290000,2.592500,10
supermarket,EyeTracking→PC,1,aggregate,16.500000,2.420000,2.346250,2.490000,10
supermarket,EyeTracking→PC,1,aggregate,17.500000,2.490000,2.316250,2.552500,10
supermarket,EyeTracking→PC,1,aggregate,18.500000,2.365000,2.205000,2.450000,10
supermarket,EyeTracking→PC,1,aggregate,19.500000,2.375000,2.338750,2.391250,10
supermarket,EyeTracking→PC,1,aggregate,20.500000,2.400000,2.335000,2.576250,10
supermarket,EyeTracking→PC,1,aggregate,21.500000,2.405000,2.366250,2.540000,10
supermarket,EyeTracking→PC,1,aggregate,22.500000,2.365000,2.312500,2.482500,10
supermarket,EyeTracking→PC,1,aggregate,23.500000,2.365000,2.285000,2.485000,10
supermarket,EyeTracking→PC,1,aggregate,24.500000,2.345000,2.240000,2.406250,10
supermarket,EyeTracking→PC,1,aggregate,25.500000,2.277500,2.227500,2.422500,10
supermarket,EyeTracking→PC,1,aggregate,26.500000,2.255000,2.160000,2.358750,10
supermarket,EyeTracking→PC,1,aggregate,27.500000,2.260000,2.216250,2.465000,10
supermarket,EyeTracking→PC,1,aggregate,28.500000,2.230000,2.186250,2.317500,10
supermarket,EyeTracking→PC,1,aggregate,29.500000,2.240000,2.117500,2.301250,10
supermarket,EyeTracking→PC,1,aggregate,30.500000,2.480000,2.236250,2.577500,10
supermarket,EyeTracking→PC,1,aggregate,31.500000,2.435000,2.257500,2.562500,10
supermarket,EyeTracking→PC,1,aggregate,32.500000,2.452500,2.270000,2.553750,10
supermarket,EyeTracking→PC,1,aggregate,33.500000,2.415000,2.227500,2.446250,10
supermarket,EyeTracking→PC,1,aggregate,34.500000,2.425000,2.241250,2.522500,10
supermarket,EyeTracking→PC,1,aggregate,35.500000,2.360000,2.111250,2.476250,10
supermarket,EyeTracking→PC,1,aggregate,36.500000,2.270000,2.132500,2.367500,10
supermarket,EyeTracking→PC,1,aggregate,37.500000,2.252500,2.082500,2.348750,10
supermarket,EyeTracking→PC,1,aggregate,38.500000,2.205000,2.047500,2.355000,10
supermarket,EyeTracking→PC,1,aggregate,39.500000,2.182500,2.066250,2.261250,10
supermarket,EyeTracking→PC,1,aggregate,40.500000,2.332500,2.200000,2.602500,10
supermarket,EyeTracking→PC,1,aggregate,41.500000,2.395000,2.357500,2.612500,10
supermarket,EyeTracking→PC,1,aggregate,42.500000,2.380000,2.256250,2.550000,10
supermarket,EyeTracking→PC,1,aggregate,43.500000,2.300000,2.207500,2.505000,10
supermarket,EyeTracking→PC,1,aggregate,44.500000,2.340000,2.201250,2.452500,10
supermarket,EyeTracking→PC,1,aggregate,45.500000,2.247500,2.117500,2.342500,10
supermarket,EyeTracking→PC,1,aggregate,46.500000,2.197500,2.150000,2.316250,10
supermarket,EyeTracking→PC,1,aggregate,47.500000,2.180000,2.112500,2.351250,10
supermarket,EyeTracking→PC,1,aggregate,48.500000,2.167500,2.085000,2.371250,10
supermarket,EyeTracking→PC,1,aggregate,49.500000,2.192500,2.073750,2.331250,10
supermarket,EyeTracking→PC,1,aggregate,50.500000,2.537500,2.178750,2.602500,10
supermarket,EyeTracking→PC,1,aggregate,51.500000,2.522500,2.370000,2.570000,10
supermarket,EyeTracking→PC,1,aggregate,52.500000,2.460000,2.377500,2.518750,10
supermarket,EyeTracking→PC,1,aggregate,53.500000,2.470000,2.322500,2.602500,10
supermarket,EyeTracking→PC,1,aggregate,54.500000,2.460000,2.157500,2.550000,10
supermarket,EyeTracking→PC,1,aggregate,55.500000,2.397500,2.202500,2.503750,10
supermarket,EyeTracking→PC,1,aggregate,56.500000,2.337500,2.202500,2.387500,10
supermarket,EyeTracking→PC,1,aggregate,57.500000,2.312500,2.157500,2.372500,10
supermarket,EyeTracking→PC,1,aggregate,58.500000,2.252500,2.145000,2.342500,10
supermarket,EyeTracking→PC,1,aggregate,59.500000,2.325000,2.183750,2.417500,10
supermarket,EyeTracking→PC,1,aggregate,60.500000,2.422500,2.276250,2.587500,10
supermarket,EyeTracking→PC,1,aggregate,61.500000,2.400000,2.161250,2.600000,10
supermarket,EyeTracking→PC,1,aggregate,62.500000,2.390000,2.246250,2.596250,10
supermarket,EyeTracking→PC,1,aggregate,63.500000,2.337500,2.213750,2.585000,10
supermarket,EyeTracking→PC,1,aggregate,64.500000,2.420000,2.137500,2.577500,10
supermarket,EyeTracking→PC,1,aggregate,65.500000,2.500000,2.180000,2.540000,10
supermarket,EyeTracking→PC,1,aggregate,66.500000,2.425000,2.127500,2.540000,10
supermarket,EyeTracking→PC,1,aggregate,67.500000,2.212500,2.066250,2.450000,10
supermarket,EyeTracking→PC,1,aggregate,68.500000,2.170000,2.076250,2.360000,10
supermarket,EyeTracking→PC,1,aggregate,69.500000,2.145000,2.040000,2.445000,10
supermarket,EyeTracking→PC,1,aggregate,70.500000,2.377500,2.333750,2.432500,10
supermarket,EyeTracking→PC,1,aggregate,71.500000,2.457500,2.337500,2.520000,10
supermarket,EyeTracking→PC,1,aggregate,72.500000,2.335000,2.308750,2.507500,10
supermarket,EyeTracking→PC,1,aggregate,73.500000,2.305000,2.275000,2.617500,10
supermarket,EyeTracking→PC,1,aggregate,74.500000,2.345000,2.233750,2.420000,10
supermarket,EyeTracking→PC,1,aggregate,75.500000,2.245000,2.202500,2.482500,10
supermarket,EyeTracking→PC,1,aggregate,76.500000,2.212500,2.180000,2.377500,10
supermarket,EyeTracking→PC,1,aggregate,77.500000,2.180000,2.116250,2.440000,10
supermarket,EyeTracking→PC,1,aggregate,78.500000,2.095000,2.050000,2.296250,10
supermarket,EyeTracking→PC,1,aggregate,79.500000,2.160000,2.045000,2.300000,10
supermarket,EyeTracking→PC,1,aggregate,80.500000,2.460000,2.182500,2.601250,10
supermarket,EyeTracking→PC,1,aggregate,81.500000,2.465000,2.213750,2.600000,10
supermarket,EyeTracking→PC,1,aggregate,82.500000,2.517500,2.241250,2.578750,10
supermarket,EyeTracking→PC,1,aggregate,83.500000,2.455000,2.262500,2.561250,10
supermarket,EyeTracking→PC,1,aggregate,84.500000,2.402500,2.232500,2.525000,10
supermarket,EyeTracking→PC,1,aggregate,85.500000,2.377500,2.152500,2.538750,10
supermarket,EyeTracking→PC,1,aggregate,86.500000,2.380000,2.161250,2.480000,10
supermarket,EyeTracking→PC,1,aggregate,87.500000,2.375000,2.118750,2.427500,10
supermarket,EyeTracking→PC,1,aggregate,88.500000,2.310000,2.085000,2.430000,10
supermarket,EyeTracking→PC,1,aggregate,89.500000,2.320000,2.027500,2.397500,10
supermarket,EyeTracking→PC,1,aggregate,90.500000,2.360000,2.283750,2.426250,10
supermarket,EyeTracking→PC,1,aggregate,91.500000,2.410000,2.273750,2.525000,10
supermarket,EyeTracking→PC,1,aggregate,92.500000,2.380000,2.262500,2.482500,10
supermarket,EyeTracking→PC,1,aggregate,93.500000,2.280000,2.228750,2.430000,10
supermarket,EyeTracking→PC,1,aggregate,94.500000,2.260000,2.201250,2.420000,10
supermarket,EyeTracking→PC,1,aggregate,95.500000,2.195000,2.068750,2.382500,10
supermarket,EyeTracking→PC,1,aggregate,96.500000,2.217500,2.137500,2.343750,10
supermarket,EyeTracking→PC,1,aggregate,97.500000,2.182500,2.070000,2.305000,10
supermarket,EyeTracking→PC,1,aggregate,98.500000,2.147500,2.071250,2.301250,10
supermarket,EyeTracking→PC,1,aggregate,99.500000,2.180000,2.045000,2.293750,10
supermarket,EyeTracking→PC,1,aggregate,100.500000,2.350000,2.260000,2.520000,10
supermarket,EyeTracking→PC,1,aggregate,101.500000,2.417500,2.310000,2.448750,10
supermarket,EyeTracking→PC,1,aggregate,102.500000,2.365000,2.290000,2.425000,10
supermarket,EyeTracking→PC,1,aggregate,103.500000,2.385000,2.252500,2.492500,10
supermarket,EyeTracking→PC,1,aggregate,104.500000,2.325000,2.253750,2.432500,10
supermarket,EyeTracking→PC,1,aggregate,105.500000,2.330000,2.242500,2.377500,10
supermarket,EyeTracking→PC,1,aggregate,106.500000,2.287500,2.187500,2.385000,10
supermarket,EyeTracking→PC,1,aggregate,107.500000,2.290000,2.117500,2.333750,10
supermarket,EyeTracking→PC,1,aggregate,108.500000,2.240000,2.080000,2.275000,10
supermarket,EyeTracking→PC,1,aggregate,109.500000,2.177500,2.135000,2.236250,10
supermarket,EyeTracking→PC,1,aggregate,110.500000,2.285000,2.176250,2.505000,10
supermarket,EyeTracking→PC,1,aggregate,111.500000,2.370000,2.272500,2.565000,10
supermarket,EyeTracking→PC,1,aggregate,112.500000,2.420000,2.273750,2.538750,10
supermarket,EyeTracking→PC,1,aggregate,113.500000,2.342500,2.222500,2.466250,10
supermarket,EyeTracking→PC,1,aggregate,114.500000,2.397500,2.196250,2.511250,10
supermarket,EyeTracking→PC,1,aggregate,115.500000,2.325000,2.106250,2.385000,10
supermarket,EyeTracking→PC,1,aggregate,116.500000,2.310000,2.102500,2.350000,10
supermarket,EyeTracking→PC,1,aggregate,117.500000,2.200000,2.008750,2.367500,10
supermarket,EyeTracking→PC,1,aggregate,118.500000,2.195000,2.003750,2.401250,10
supermarket,EyeTracking→PC,1,aggregate,119.500000,2.185000,2.090000,2.255000,10
supermarket,EyeTracking→PC,1,aggregate,120.500000,2.360000,2.201250,2.470000,10
supermarket,EyeTracking→PC,1,aggregate,121.500000,2.427500,2.343750,2.542500,10
supermarket,EyeTracking→PC,1,aggregate,122.500000,2.420000,2.362500,2.520000,10
supermarket,EyeTracking→PC,1,aggregate,123.500000,2.380000,2.297500,2.460000,10
supermarket,EyeTracking→PC,1,aggregate,124.500000,2.327500,2.300000,2.458750,10
supermarket,EyeTracking→PC,1,aggregate,125.500000,2.342500,2.223750,2.396250,10
supermarket,EyeTracking→PC,1,aggregate,126.500000,2.242500,2.198750,2.278750,10
supermarket,EyeTracking→PC,1,aggregate,127.500000,2.282500,2.156250,2.323750,10
supermarket,EyeTracking→PC,1,aggregate,128.500000,2.210000,2.076250,2.243750,10
supermarket,EyeTracking→PC,1,aggregate,129.500000,2.172500,2.133750,2.280000,10
supermarket,EyeTracking→PC,1,aggregate,130.500000,2.295000,2.236250,2.397500,10
supermarket,EyeTracking→PC,1,aggregate,131.500000,2.437500,2.292500,2.542500,10
supermarket,EyeTracking→PC,1,aggregate,132.500000,2.432500,2.272500,2.516250,10
supermarket,EyeTracking→PC,1,aggregate,133.500000,2.482500,2.177500,2.552500,10
supermarket,EyeTracking→PC,1,aggregate,134.500000,2.350000,2.297500,2.517500,10
supermarket,EyeTracking→PC,1,aggregate,135.500000,2.332500,2.147500,2.466250,10
supermarket,EyeTracking→PC,1,aggregate,136.500000,2.380000,2.195000,2.410000,10
supermarket,EyeTracking→PC,1,aggregate,137.500000,2.297500,2.126250,2.348750,10
supermarket,EyeTracking→PC,1,aggregate,138.500000,2.267500,2.103750,2.322500,10
supermarket,EyeTracking→PC,1,aggregate,139.500000,2.265000,2.032500,2.365000,10
supermarket,EyeTracking→PC,1,aggregate,140.500000,2.400000,2.250000,2.460000,10
supermarket,EyeTracking→PC,1,aggregate,141.500000,2.410000,2.322500,2.563750,10
supermarket,EyeTracking→PC,1,aggregate,142.500000,2.357500,2.292500,2.408750,10
supermarket,EyeTracking→PC,1,aggregate,143.500000,2.307500,2.197500,2.527500,10
supermarket,EyeTracking→PC,1,aggregate,144.500000,2.340000,2.158750,2.443750,10
supermarket,EyeTracking→PC,1,aggregate,145.500000,2.307500,2.117500,2.401250,10
supermarket,EyeTracking→PC,1,aggregate,146.500000,2.215000,2.100000,2.371250,10
supermarket,EyeTracking→PC,1,aggregate,147.500000,2.200000,1.957500,2.397500,10
supermarket,EyeTracking→PC,1,aggregate,148.500000,2.105000,2.000000,2.253750,10
supermarket,EyeTracking→PC,1,aggregate,149.500000,2.150000,2.002500,2.287500,10
supermarket,EyeTracking→PC,1,aggregate,150.500000,2.357500,2.247500,2.381250,10
supermarket,EyeTracking→PC,1,aggregate,151.500000,2.437500,2.290000,2.510000,10
supermarket,EyeTracking→PC,1,aggregate,152.500000,2.355000,2.223750,2.377500,10
supermarket,EyeTracking→PC,1,aggregate,153.500000,2.330000,2.215000,2.391250,10
supermarket,EyeTracking→PC,1,aggregate,154.500000,2.275000,2.057500,2.385000,10
supermarket,EyeTracking→PC,1,aggregate,155.500000,2.235000,2.122500,2.343750,10
supermarket,EyeTracking→PC,1,aggregate,156.500000,2.217500,2.031250,2.308750,10
supermarket,EyeTracking→PC,1,aggregate,157.500000,2.157500,1.990000,2.288750,10
supermarket,EyeTracking→PC,1,aggregate,158.500000,2.080000,1.985000,2.190000,10
supermarket,EyeTracking→PC,1,aggregate,159.500000,2.137500,2.032500,2.167500,10
supermarket,EyeTracking→PC,1,aggregate,160.500000,2.335000,2.167500,2.450000,10
supermarket,EyeTracking→PC,1,aggregate,161.500000,2.380000,2.166250,2.538750,10
supermarket,EyeTracking→PC,1,aggregate,162.500000,2.370000,2.197500,2.508750,10
supermarket,EyeTracking→PC,1,aggregate,163.500000,2.350000,2.157500,2.422500,10
supermarket,EyeTracking→PC,1,aggregate,164.500000,2.312500,2.038750,2.385000,10
supermarket,EyeTracking→PC,1,aggregate,165.500000,2.300000,2.092500,2.427500,10
supermarket,EyeTracking→PC,1,aggregate,166.500000,2.227500,2.027500,2.325000,10
supermarket,EyeTracking→PC,1,aggregate,167.500000,2.157500,2.095000,2.305000,10
supermarket,EyeTracking→PC,1,aggregate,168.500000,2.247500,2.082500,2.280000,10
supermarket,EyeTracking→PC,1,aggregate,169.500000,2.175000,1.942500,2.371250,10
supermarket,EyeTracking→PC,1,aggregate,170.500000,2.300000,2.140000,2.627500,10
supermarket,EyeTracking→PC,1,aggregate,171.500000,2.325000,2.235000,2.646250,10
supermarket,EyeTracking→PC,1,aggregate,172.500000,2.277500,2.147500,2.593750,10
supermarket,EyeTracking→PC,1,aggregate,173.500000,2.325000,2.088750,2.466250,10
supermarket,EyeTracking→PC,1,aggregate,174.500000,2.190000,2.075000,2.572500,10
supermarket,EyeTracking→PC,1,aggregate,175.500000,2.235000,2.033750,2.382500,10
supermarket,EyeTracking→PC,1,aggregate,176.500000,2.210000,2.057500,2.408750,10
supermarket,EyeTracking→PC,1,aggregate,177.500000,2.187500,2.007500,2.443750,10
supermarket,EyeTracking→PC,1,aggregate,178.500000,2.135000,1.970000,2.303750,10
supermarket,EyeTracking→PC,1,aggregate,179.500000,2.070000,1.917500,2.275000,10
supermarket,EyeTracking→PC,1,aggregate,180.500000,2.342500,2.235000,2.410000,10
supermarket,EyeTracking→PC,1,aggregate,181.500000,2.387500,2.347500,2.453750,10
supermarket,EyeTracking→PC,1,aggregate,182.500000,2.372500,2.285000,2.450000,10
supermarket,EyeTracking→PC,1,aggregate,183.500000,2.400000,2.270000,2.417500,10
supermarket,EyeTracking→PC,1,aggregate,184.500000,2.327500,2.195000,2.427500,10
supermarket,EyeTracking→PC,1,aggregate,185.500000,2.247500,2.191250,2.297500,10
supermarket,EyeTracking→PC,1,aggregate,186.500000,2.262500,2.190000,2.340000,10
supermarket,EyeTracking→PC,1,aggregate,187.500000,2.170000,2.068750,2.207500,10
supermarket,EyeTracking→PC,1,aggregate,188.500000,2.212500,2.163750,2.291250,10
supermarket,EyeTracking→PC,1,aggregate,189.500000,2.097500,2.056250,2.305000,10
supermarket,EyeTracking→PC,1,aggregate,190.500000,2.410000,2.207500,2.442500,10
supermarket,EyeTracking→PC,1,aggregate,191.500000,2.387500,2.265000,2.501250,10
supermarket,EyeTracking→PC,1,aggregate,192.500000,2.325000,2.230000,2.468750,10
supermarket,EyeTracking→PC,1,aggregate,193.500000,2.297500,2.162500,2.372500,10
supermarket,EyeTracking→PC,1,aggregate,194.500000,2.345000,2.167500,2.497500,10
supermarket,EyeTracking→PC,1,aggregate,195.500000,2.220000,2.026250,2.393750,10
supermarket,EyeTracking→PC,1,aggregate,196.500000,2.200000,2.150000,2.361250,10
supermarket,EyeTracking→PC,1,aggregate,197.500000,2.245000,1.935000,2.331250,10
supermarket,EyeTracking→PC,1,aggregate,198.500000,2.137500,1.936250,2.220000,10
supermarket,EyeTracking→PC,1,aggregate,199.500000,2.172500,2.050000,2.432500,10
supermarket,EyeTracking→PC,1,aggregate,200.500000,2.425000,2.292500,2.477500,10
supermarket,EyeTracking→PC,1,aggregate,201.500000,2.362500,2.162500,2.503750,10
supermarket,EyeTracking→PC,1,aggregate,202.500000,2.377500,2.180000,2.523750,10
supermarket,EyeTracking→PC,1,aggregate,203.500000,2.345000,2.267500,2.476250,10
supermarket,EyeTracking→PC,1,aggregate,204.500000,2.200000,2.161250,2.431250,10
supermarket,EyeTracking→PC,1,aggregate,205.500000,2.172500,2.092500,2.415000,10
supermarket,EyeTracking→PC,1,aggregate,206.500000,2.280000,2.102500,2.401250,10
supermarket,EyeTracking→PC,1,aggregate,207.500000,2.190000,2.025000,2.277500,10
supermarket,EyeTracking→PC,1,aggregate,208.500000,2.180000,1.990000,2.267500,10
supermarket,EyeTracking→PC,1,aggregate,209.500000,2.142500,2.123750,2.282500,10
supermarket,EyeTracking→PC,1,aggregate,210.500000,2.295000,2.253750,2.523750,10
supermarket,EyeTracking→PC,1,aggregate,211.500000,2.390000,2.281250,2.662500,10
supermarket,EyeTracking→PC,1,aggregate,212.500000,2.375000,2.317500,2.595000,10
supermarket,EyeTracking→PC,1,aggregate,213.500000,2.347500,2.291250,2.520000,10
supermarket,EyeTracking→PC,1,aggregate,214.500000,2.295000,2.202500,2.415000,10
supermarket,EyeTracking→PC,1,aggregate,215.500000,2.275000,2.147500,2.531250,10
supermarket,EyeTracking→PC,1,aggregate,216.500000,2.210000,2.088750,2.367500,10
supermarket,EyeTracking→PC,1,aggregate,217.500000,2.167500,2.031250,2.422500,10
supermarket,EyeTracking→PC,1,aggregate,218.500000,2.165000,2.056250,2.250000,10
supermarket,EyeTracking→PC,1,aggregate,219.500000,2.120000,2.013750,2.343750,10
supermarket,EyeTracking→PC,1,aggregate,220.500000,2.302500,2.221250,2.486250,10
supermarket,EyeTracking→PC,1,aggregate,221.500000,2.402500,2.338750,2.562500,10
supermarket,EyeTracking→PC,1,aggregate,222.500000,2.342500,2.275000,2.508750,10
supermarket,EyeTracking→PC,1,aggregate,223.500000,2.415000,2.245000,2.647500,10
supermarket,EyeTracking→PC,1,aggregate,224.500000,2.330000,2.157500,2.445000,10
supermarket,EyeTracking→PC,1,aggregate,225.500000,2.292500,2.220000,2.326250,10
supermarket,EyeTracking→PC,1,aggregate,226.500000,2.300000,2.200000,2.380000,10
supermarket,EyeTracking→PC,1,aggregate,227.500000,2.297500,2.150000,2.357500,10
supermarket,EyeTracking→PC,1,aggregate,228.500000,2.212500,2.128750,2.251250,10
supermarket,EyeTracking→PC,1,aggregate,229.500000,2.217500,2.112500,2.303750,10
supermarket,EyeTracking→PC,1,aggregate,230.500000,2.445000,2.240000,2.587500,10
supermarket,EyeTracking→PC,1,aggregate,231.500000,2.545000,2.272500,2.632500,10
supermarket,EyeTracking→PC,1,aggregate,232.500000,2.487500,2.326250,2.630000,10
supermarket,EyeTracking→PC,1,aggregate,233.500000,2.457500,2.311250,2.568750,10
supermarket,EyeTracking→PC,1,aggregate,234.500000,2.447500,2.346250,2.537500,10
supermarket,EyeTracking→PC,1,aggregate,235.500000,2.497500,2.255000,2.538750,10
supermarket,EyeTracking→PC,1,aggregate,236.500000,2.395000,2.180000,2.490000,10
supermarket,EyeTracking→PC,1,aggregate,237.500000,2.370000,2.200000,2.420000,10
supermarket,EyeTracking→PC,1,aggregate,238.500000,2.360000,2.130000,2.425000,10
supermarket,EyeTracking→PC,1,aggregate,239.500000,2.317500,2.253750,2.371250,10
supermarket,EyeTracking→PC,1,aggregate,240.500000,2.350000,2.271250,2.507500,10
supermarket,EyeTracking→PC,1,aggregate,241.500000,2.470000,2.165000,2.580000,10
supermarket,EyeTracking→PC,1,aggregate,242.500000,2.462500,2.311250,2.525000,10
supermarket,EyeTracking→PC,1,aggregate,243.500000,2.355000,2.287500,2.450000,10
supermarket,EyeTracking→PC,1,aggregate,244.500000,2.335000,2.255000,2.426250,10
supermarket,EyeTracking→PC,1,aggregate,245.500000,2.305000,2.151250,2.433750,10
supermarket,EyeTracking→PC,1,aggregate,246.500000,2.220000,2.162500,2.372500,10
supermarket,EyeTracking→PC,1,aggregate,247.500000,2.170000,2.051250,2.342500,10
supermarket,EyeTracking→PC,1,aggregate,248.500000,2.175000,2.096250,2.357500,10
supermarket,EyeTracking→PC,1,aggregate,249.500000,2.132500,2.062500,2.368750,10
supermarket,EyeTracking→PC,1,aggregate,250.500000,2.422500,2.272500,2.511250,10
supermarket,EyeTracking→PC,1,aggregate,251.500000,2.400000,2.308750,2.537500,10
supermarket,EyeTracking→PC,1,aggregate,252.500000,2.397500,2.300000,2.425000,10
