scene,link,bin_seconds,participant,elapsed_s,latency_ms,q1_ms,q3_ms,n_available
supermarket,MoCap→VR,1,P3,281.500000,11.300000,,,1
supermarket,MoCap→VR,1,P3,282.500000,11.050000,,,1
supermarket,MoCap→VR,1,P3,283.500000,11.050000,,,1
supermarket,MoCap→VR,1,P3,284.500000,11.520000,,,1
supermarket,MoCap→VR,1,P3,285.500000,11.460000,,,1
supermarket,MoCap→VR,1,P3,286.500000,11.840000,,,1
supermarket,MoCap→VR,1,P3,287.500000,11.305000,,,1
supermarket,MoCap→VR,1,P3,288.500000,11.200000,,,1
supermarket,MoCap→VR,1,P3,289.500000,11.110000,,,1
supermarket,MoCap→VR,1,P3,290.500000,11.280000,,,1
supermarket,MoCap→VR,1,P3,291.500000,11.520000,,,1
supermarket,MoCap→VR,1,P3,292.500000,11.550000,,,1
supermarket,MoCap→VR,1,P3,293.500000,11.355000,,,1
supermarket,MoCap→VR,1,P3,294.500000,11.200000,,,1
supermarket,MoCap→VR,1,P3,295.500000,12.045000,,,1
supermarket,MoCap→VR,1,P3,296.500000,11.965000,,,1
supermarket,MoCap→VR,1,P3,297.500000,12.215000,,,1
supermarket,MoCap→VR,1,P3,298.500000,11.510000,,,1
supermarket,MoCap→VR,1,P3,299.500000,11.765000,,,1
supermarket,MoCap→VR,1,P4,0.500000,9.045000,,,1
supermarket,MoCap→VR,1,P4,1.500000,9.820000,,,1
supermarket,MoCap→VR,1,P4,2.500000,9.350000,,,1
supermarket,MoCap→VR,1,P4,3.500000,9.880000,,,1
supermarket,MoCap→VR,1,P4,4.500000,9.950000,,,1
supermarket,MoCap→VR,1,P4,5.500000,10.275000,,,1
supermarket,MoCap→VR,1,P4,6.500000,9.950000,,,1
supermarket,MoCap→VR,1,P4,7.500000,9.725000,,,1
supermarket,MoCap→VR,1,P4,8.500000,10.175000,,,1
supermarket,MoCap→VR,1,P4,9.500000,10.525000,,,1
supermarket,MoCap→VR,1,P4,10.500000,9.315000,,,1
supermarket,MoCap→VR,1,P4,11.500000,9.610000,,,1
supermarket,MoCap→VR,1,P4,12.500000,9.865000,,,1
supermarket,MoCap→VR,1,P4,13.500000,9.645000,,,1
supermarket,MoCap→VR,1,P4,14.500000,10.045000,,,1
supermarket,MoCap→VR,1,P4,15.500000,9.905000,,,1
supermarket,MoCap→VR,1,P4,16.500000,10.080000,,,1
supermarket,MoCap→VR,1,P4,17.500000,10.330000,,,1
supermarket,MoCap→VR,1,P4,18.500000,9.815000,,,1
supermarket,MoCap→VR,1,P4,19.500000,9.325000,,,1
supermarket,MoCap→VR,1,P4,20.500000,9.980000,,,1
supermarket,MoCap→VR,1,P4,21.500000,10.450000,,,1
supermarket,MoCap→VR,1,P4,22.500000,10.135000,,,1
supermarket,MoCap→VR,1,P4,23.500000,10.120000,,,1
supermarket,MoCap→VR,1,P4,24.500000,9.765000,,,1
supermarket,MoCap→VR,1,P4,25.500000,10.150000,,,1
supermarket,MoCap→VR,1,P4,26.500000,10.150000,,,1
supermarket,MoCap→VR,1,P4,27.500000,10.235000,,,1
supermarket,MoCap→VR,1,P4,28.500000,10.600000,,,1
supermarket,MoCap→VR,1,P4,29.500000,10.415000,,,1
supermarket,MoCap→VR,1,P4,30.500000,9.680000,,,1
supermarket,MoCap→VR,1,P4,31.500000,9.440000,,,1
supermarket,MoCap→VR,1,P4,32.500000,9.775000,,,1
supermarket,MoCap→VR,1,P4,33.500000,11.455000,,,1
supermarket,MoCap→VR,1,P4,34.500000,11.285000,,,1
supermarket,MoCap→VR,1,P4,35.500000,11.975000,,,1
supermarket,MoCap→VR,1,P4,36.500000,11.750000,,,1
supermarket,MoCap→VR,1,P4,37.500000,11.945000,,,1
supermarket,MoCap→VR,1,P4,38.500000,11.695000,,,1
supermarket,MoCap→VR,1,P4,39.500000,10.290000,,,1
supermarket,MoCap→VR,1,P4,40.500000,9.670000,,,1
supermarket,MoCap→VR,1,P4,41.500000,9.985000,,,1
supermarket,MoCap→VR,1,P4,42.500000,9.940000,,,1
supermarket,MoCap→VR,1,P4,43.500000,10.000000,,,1
supermarket,MoCap→VR,1,P4,44.500000,10.435000,,,1
supermarket,MoCap→VR,1,P4,45.500000,9.705000,,,1
supermarket,MoCap→VR,1,P4,46.500000,9.715000,,,1
supermarket,MoCap→VR,1,P4,47.500000,9.575000,,,1
supermarket,MoCap→VR,1,P4,48.500000,9.205000,,,1
supermarket,MoCap→VR,1,P4,49.500000,9.510000,,,1
supermarket,MoCap→VR,1,P4,50.500000,9.405000,,,1
supermarket,MoCap→VR,1,P4,51.500000,8.880000,,,1
supermarket,MoCap→VR,1,P4,52.500000,8.905000,,,1
supermarket,MoCap→VR,1,P4,53.500000,8.785000,,,1
supermarket,MoCap→VR,1,P4,54.500000,8.925000,,,1
supermarket,MoCap→VR,1,P4,55.500000,8.855000,,,1
supermarket,MoCap→VR,1,P4,56.500000,8.995000,,,1
supermarket,MoCap→VR,1,P4,57.500000,9.145000,,,1
supermarket,MoCap→VR,1,P4,58.500000,8.995000,,,1
supermarket,MoCap→VR,1,P4,59.500000,9.340000,,,1
supermarket,MoCap→VR,1,P4,60.500000,9.285000,,,1
supermarket,MoCap→VR,1,P4,61.500000,8.790000,,,1
supermarket,MoCap→VR,1,P4,62.500000,8.995000,,,1
supermarket,MoCap→VR,1,P4,63.500000,8.920000,,,1
supermarket,MoCap→VR,1,P4,64.500000,9.045000,,,1
supermarket,MoCap→VR,1,P4,65.500000,8.940000,,,1
supermarket,MoCap→VR,1,P4,66.500000,8.815000,,,1
supermarket,MoCap→VR,1,P4,67.500000,8.980000,,,1
supermarket,MoCap→VR,1,P4,68.500000,9.390000,,,1
supermarket,MoCap→VR,1,P4,69.500000,9.555000,,,1
supermarket,MoCap→VR,1,P4,70.500000,9.420000,,,1
supermarket,MoCap→VR,1,P4,71.500000,9.095000,,,1
supermarket,MoCap→VR,1,P4,72.500000,9.185000,,,1
supermarket,MoCap→VR,1,P4,73.500000,8.990000,,,1
supermarket,MoCap→VR,1,P4,74.500000,9.440000,,,1
supermarket,MoCap→VR,1,P4,75.500000,9.255000,,,1
supermarket,MoCap→VR,1,P4,76.500000,9.305000,,,1
supermarket,MoCap→VR,1,P4,77.500000,9.255000,,,1
supermarket,MoCap→VR,1,P4,78.500000,9.165000,,,1
supermarket,MoCap→VR,1,P4,79.500000,9.275000,,,1
supermarket,MoCap→VR,1,P4,80.500000,8.970000,,,1
supermarket,MoCap→VR,1,P4,81.500000,8.640000,,,1
supermarket,MoCap→VR,1,P4,82.500000,8.640000,,,1
supermarket,MoCap→VR,1,P4,83.500000,8.610000,,,1
supermarket,MoCap→VR,1,P4,84.500000,8.880000,,,1
supermarket,MoCap→VR,1,P4,85.500000,8.920000,,,1
supermarket,MoCap→VR,1,P4,86.500000,8.770000,,,1
supermarket,MoCap→VR,1,P4,87.500000,8.985000,,,1
supermarket,MoCap→VR,1,P4,88.500000,8.980000,,,1
supermarket,MoCap→VR,1,P4,89.500000,8.980000,,,1
supermarket,MoCap→VR,1,P4,90.500000,8.825000,,,1
supermarket,MoCap→VR,1,P4,91.500000,8.850000,,,1
supermarket,MoCap→VR,1,P4,92.500000,8.890000,,,1
supermarket,MoCap→VR,1,P4,93.500000,9.025000,,,1
supermarket,MoCap→VR,1,P4,94.500000,9.220000,,,1
supermarket,MoCap→VR,1,P4,95.500000,9.115000,,,1
supermarket,MoCap→VR,1,P4,96.500000,9.050000,,,1
supermarket,MoCap→VR,1,P4,97.500000,9.160000,,,1
supermarket,MoCap→VR,1,P4,98.500000,9.225000,,,1
supermarket,MoCap→VR,1,P4,99.500000,9.160000,,,1
supermarket,MoCap→VR,1,P4,100.500000,9.170000,,,1
supermarket,MoCap→VR,1,P4,101.500000,8.545000,,,1
supermarket,MoCap→VR,1,P4,102.500000,9.010000,,,1
supermarket,MoCap→VR,1,P4,103.500000,9.360000,,,1
supermarket,MoCap→VR,1,P4,104.500000,9.095000,,,1
supermarket,MoCap→VR,1,P4,105.500000,9.210000,,,1
supermarket,MoCap→VR,1,P4,106.500000,9.045000,,,1
supermarket,MoCap→VR,1,P4,107.500000,9.455000,,,1
supermarket,MoCap→VR,1,P4,108.500000,9.075000,,,1
supermarket,MoCap→VR,1,P4,109.500000,9.540000,,,1
supermarket,MoCap→VR,1,P4,110.500000,9.195000,,,1
supermarket,MoCap→VR,1,P4,111.500000,9.085000,,,1
supermarket,MoCap→VR,1,P4,112.500000,9.580000,,,1
supermarket,MoCap→VR,1,P4,113.500000,9.230000,,,1
supermarket,MoCap→VR,1,P4,114.500000,9.495000,,,1
supermarket,MoCap→VR,1,P4,115.500000,9.620000,,,1
supermarket,MoCap→VR,1,P4,116.500000,9.485000,,,1
supermarket,MoCap→VR,1,P4,117.500000,9.655000,,,1
supermarket,MoCap→VR,1,P4,118.500000,9.640000,,,1
supermarket,MoCap→VR,1,P4,119.500000,9.725000,,,1
supermarket,MoCap→VR,1,P4,120.500000,9.345000,,,1
supermarket,MoCap→VR,1,P4,121.500000,9.225000,,,1
supermarket,MoCap→VR,1,P4,122.500000,9.105000,,,1
supermarket,MoCap→VR,1,P4,123.500000,9.275000,,,1
supermarket,MoCap→VR,1,P4,124.500000,9.040000,,,1
supermarket,MoCap→VR,1,P4,125.500000,9.460000,,,1
supermarket,MoCap→VR,1,P4,126.500000,9.530000,,,1
supermarket,MoCap→VR,1,P4,127.500000,9.445000,,,1
supermarket,MoCap→VR,1,P4,128.500000,9.705000,,,1
supermarket,MoCap→VR,1,P4,129.500000,9.340000,,,1
supermarket,MoCap→VR,1,P4,130.500000,9.205000,,,1
supermarket,MoCap→VR,1,P4,131.500000,9.335000,,,1
supermarket,MoCap→VR,1,P4,132.500000,9.360000,,,1
supermarket,MoCap→VR,1,P4,133.500000,9.275000,,,1
supermarket,MoCap→VR,1,P4,134.500000,9.350000,,,1
supermarket,MoCap→VR,1,P4,135.500000,9.735000,,,1
supermarket,MoCap→VR,1,P4,136.500000,9.315000,,,1
supermarket,MoCap→VR,1,P4,137.500000,9.300000,,,1
supermarket,MoCap→VR,1,P4,138.500000,9.325000,,,1
supermarket,MoCap→VR,1,P4,139.500000,9.345000,,,1
supermarket,MoCap→VR,1,P4,140.500000,9.155000,,,1
supermarket,MoCap→VR,1,P4,141.500000,9.170000,,,1
supermarket,MoCap→VR,1,P4,142.500000,9.430000,,,1
supermarket,MoCap→VR,1,P4,143.500000,9.260000,,,1
supermarket,MoCap→VR,1,P4,144.500000,9.255000,,,1
supermarket,MoCap→VR,1,P4,145.500000,9.545000,,,1
supermarket,MoCap→VR,1,P4,146.500000,9.420000,,,1
supermarket,MoCap→VR,1,P4,147.500000,9.210000,,,1
supermarket,MoCap→VR,1,P4,148.500000,9.245000,,,1
supermarket,MoCap→VR,1,P4,149.500000,9.310000,,,1
supermarket,MoCap→VR,1,P4,150.500000,9.230000,,,1
supermarket,MoCap→VR,1,P4,151.500000,9.330000,,,1
supermarket,MoCap→VR,1,P4,152.500000,9.050000,,,1
supermarket,MoCap→VR,1,P4,153.500000,9.100000,,,1
supermarket,MoCap→VR,1,P4,154.500000,9.130000,,,1
supermarket,MoCap→VR,1,P4,155.500000,9.400000,,,1
supermarket,MoCap→VR,1,P4,156.500000,9.370000,,,1
supermarket,MoCap→VR,1,P4,157.500000,9.310000,,,1
supermarket,MoCap→VR,1,P4,158.500000,9.160000,,,1
supermarket,MoCap→VR,1,P4,159.500000,9.035000,,,1
supermarket,MoCap→VR,1,P4,160.500000,8.785000,,,1
supermarket,MoCap→VR,1,P4,161.500000,8.990000,,,1
supermarket,MoCap→VR,1,P4,162.500000,8.880000,,,1
supermarket,MoCap→VR,1,P4,163.500000,9.000000,,,1
supermarket,MoCap→VR,1,P4,164.500000,8.950000,,,1
supermarket,MoCap→VR,1,P4,165.500000,9.095000,,,1
supermarket,MoCap→VR,1,P4,166.500000,8.930000,,,1
supermarket,MoCap→VR,1,P4,167.500000,8.980000,,,1
supermarket,MoCap→VR,1,P4,168.500000,9.380000,,,1
supermarket,MoCap→VR,1,P4,169.500000,9.295000,,,1
supermarket,MoCap→VR,1,P4,170.500000,8.900000,,,1
supermarket,MoCap→VR,1,P4,171.500000,8.690000,,,1
supermarket,MoCap→VR,1,P4,172.500000,8.825000,,,1
supermarket,MoCap→VR,1,P4,173.500000,8.930000,,,1
supermarket,MoCap→VR,1,P4,174.500000,9.010000,,,1
supermarket,MoCap→VR,1,P4,175.500000,9.010000,,,1
supermarket,MoCap→VR,1,P4,176.500000,9.020000,,,1
supermarket,MoCap→VR,1,P4,177.500000,9.145000,,,1
supermarket,MoCap→VR,1,P4,178.500000,9.110000,,,1
supermarket,MoCap→VR,1,P4,179.500000,9.275000,,,1
supermarket,MoCap→VR,1,P4,180.500000,8.990000,,,1
supermarket,MoCap→VR,1,P4,181.500000,9.480000,,,1
supermarket,MoCap→VR,1,P4,182.500000,8.975000,,,1
supermarket,MoCap→VR,1,P4,183.500000,9.180000,,,1
supermarket,MoCap→VR,1,P4,184.500000,9.280000,,,1
supermarket,MoCap→VR,1,P4,185.500000,9.730000,,,1
supermarket,MoCap→VR,1,P4,186.500000,9.485000,,,1
supermarket,MoCap→VR,1,P4,187.500000,9.575000,,,1
supermarket,MoCap→VR,1,P4,188.500000,9.130000,,,1
supermarket,MoCap→VR,1,P4,189.500000,9.605000,,,1
supermarket,MoCap→VR,1,P4,190.500000,9.545000,,,1
supermarket,MoCap→VR,1,P4,191.500000,9.180000,,,1
supermarket,MoCap→VR,1,P4,192.500000,9.500000,,,1
supermarket,MoCap→VR,1,P4,193.500000,9.045000,,,1
supermarket,MoCap→VR,1,P4,194.500000,9.235000,,,1
supermarket,MoCap→VR,1,P4,195.500000,9.690000,,,1
supermarket,MoCap→VR,1,P4,196.500000,9.490000,,,1
supermarket,MoCap→VR,1,P4,197.500000,9.595000,,,1
supermarket,MoCap→VR,1,P4,198.500000,9.780000,,,1
supermarket,MoCap→VR,1,P4,199.500000,9.805000,,,1
supermarket,MoCap→VR,1,P4,200.500000,9.610000,,,1
supermarket,MoCap→VR,1,P4,201.500000,9.565000,,,1
supermarket,MoCap→VR,1,P4,202.500000,9.775000,,,1
supermarket,MoCap→VR,1,P4,203.500000,9.445000,,,1
supermarket,MoCap→VR,1,P4,204.500000,9.640000,,,1
supermarket,MoCap→VR,1,P4,205.500000,9.940000,,,1
supermarket,MoCap→VR,1,P4,206.500000,9.565000,,,1
supermarket,MoCap→VR,1,P4,207.500000,9.695000,,,1
supermarket,MoCap→VR,1,P4,208.500000,9.820000,,,1
supermarket,MoCap→VR,1,P4,209.500000,9.995000,,,1
supermarket,MoCap→VR,1,P4,210.500000,9.435000,,,1
supermarket,MoCap→VR,1,P4,211.500000,9.095000,,,1
supermarket,MoCap→VR,1,P4,212.500000,9.060000,,,1
supermarket,MoCap→VR,1,P4,213.500000,9.320000,,,1
supermarket,MoCap→VR,1,P4,214.500000,9.395000,,,1
supermarket,MoCap→VR,1,P4,215.500000,9.280000,,,1
supermarket,MoCap→VR,1,P4,216.500000,9.375000,,,1
supermarket,MoCap→VR,1,P4,217.500000,9.400000,,,1
supermarket,MoCap→VR,1,P4,218.500000,9.310000,,,1
supermarket,MoCap→VR,1,P4,219.500000,9.555000,,,1
supermarket,MoCap→VR,1,P4,220.500000,9.265000,,,1
supermarket,MoCap→VR,1,P4,221.500000,8.735000,,,1
supermarket,MoCap→VR,1,P4,222.500000,8.905000,,,1
supermarket,MoCap→VR,1,P4,223.500000,8.640000,,,1
supermarket,MoCap→VR,1,P4,224.500000,8.985000,,,1
supermarket,MoCap→VR,1,P4,225.500000,9.050000,,,1
supermarket,MoCap→VR,1,P4,226.500000,8.940000,,,1
supermarket,MoCap→VR,1,P4,227.500000,9.135000,,,1
supermarket,MoCap→VR,1,P4,228.500000,8.945000,,,1
supermarket,MoCap→VR,1,P4,229.500000,8.715000,,,1
supermarket,MoCap→VR,1,P4,230.500000,9.065000,,,1
supermarket,MoCap→VR,1,P4,231.500000,9.120000,,,1
supermarket,MoCap→VR,1,P4,232.500000,9.210000,,,1
supermarket,MoCap→VR,1,P4,233.500000,9.130000,,,1
supermarket,MoCap→VR,1,P4,234.500000,9.455000,,,1
supermarket,MoCap→VR,1,P4,235.500000,9.625000,,,1
supermarket,MoCap→VR,1,P4,236.500000,8.985000,,,1
supermarket,MoCap→VR,1,P4,237.500000,9.200000,,,1
supermarket,MoCap→VR,1,P4,238.500000,8.795000,,,1
supermarket,MoCap→VR,1,P4,239.500000,9.145000,,,1
supermarket,MoCap→VR,1,P4,240.500000,8.895000,,,1
supermarket,MoCap→VR,1,P4,241.500000,9.190000,,,1
supermarket,MoCap→VR,1,P4,242.500000,9.860000,,,1
supermarket,MoCap→VR,1,P4,243.500000,9.250000,,,1
supermarket,MoCap→VR,1,P4,244.500000,9.240000,,,1
supermarket,MoCap→VR,1,P4,245.500000,9.390000,,,1
supermarket,MoCap→VR,1,P4,246.500000,9.265000,,,1
supermarket,MoCap→VR,1,P4,247.500000,9.725000,,,1
supermarket,MoCap→VR,1,P4,248.500000,9.495000,,,1
supermarket,MoCap→VR,1,P4,249.500000,9.350000,,,1
supermarket,MoCap→VR,1,P4,250.500000,9.295000,,,1
supermarket,MoCap→VR,1,P4,251.500000,8.905000,,,1
supermarket,MoCap→VR,1,P4,252.500000,8.915000,,,1
supermarket,MoCap→VR,1,P4,253.500000,8.755000,,,1
supermarket,MoCap→VR,1,P4,254.500000,9.125000,,,1
supermarket,MoCap→VR,1,P4,255.500000,9.365000,,,1
supermarket,MoCap→VR,1,P4,256.500000,9.245000,,,1
supermarket,MoCap→VR,1,P4,257.500000,9.335000,,,1
supermarket,MoCap→VR,1,P4,258.500000,9.155000,,,1
supermarket,MoCap→VR,1,P4,259.500000,9.040000,,,1
supermarket,MoCap→VR,1,P4,260.500000,9.660000,,,1
supermarket,MoCap→VR,1,P4,261.500000,9.720000,,,1
supermarket,MoCap→VR,1,P4,262.500000,9.250000,,,1
supermarket,MoCap→VR,1,P4,263.500000,9.355000,,,1
supermarket,MoCap→VR,1,P4,264.500000,9.175000,,,1
supermarket,MoCap→VR,1,P4,265.500000,9.565000,,,1
supermarket,MoCap→VR,1,P4,266.500000,9.790000,,,1
supermarket,MoCap→VR,1,P4,267.500000,9.655000,,,1
supermarket,MoCap→VR,1,P4,268.500000,9.675000,,,1
supermarket,MoCap→VR,1,P4,269.500000,9.615000,,,1
supermarket,MoCap→VR,1,P4,270.500000,9.175000,,,1
supermarket,MoCap→VR,1,P4,271.500000,9.000000,,,1
supermarket,MoCap→VR,1,P4,272.500000,9.045000,,,1
supermarket,MoCap→VR,1,P4,273.500000,9.485000,,,1
supermarket,MoCap→VR,1,P4,274.500000,9.370000,,,1
supermarket,MoCap→VR,1,P4,275.500000,9.175000,,,1
supermarket,MoCap→VR,1,P4,276.500000,8.835000,,,1
supermarket,MoCap→VR,1,P4,277.500000,9.290000,,,1
supermarket,MoCap→VR,1,P4,278.500000,9.500000,,,1
supermarket,MoCap→VR,1,P4,279.500000,9.475000,,,1
supermarket,MoCap→VR,1,P4,280.500000,9.215000,,,1
supermarket,MoCap→VR,1,P4,281.500000,9.475000,,,1
supermarket,MoCap→VR,1,P4,282.500000,9.360000,,,1
supermarket,MoCap→VR,1,P4,283.500000,9.305000,,,1
supermarket,MoCap→VR,1,P4,284.500000,9.550000,,,1
supermarket,MoCap→VR,1,P4,285.500000,9.750000,,,1
supermarket,MoCap→VR,1,P4,286.500000,9.910000,,,1
supermarket,MoCap→VR,1,P4,287.500000,9.710000,,,1
supermarket,MoCap→VR,1,P4,288.500000,9.390000,,,1
supermarket,MoCap→VR,1,P4,289.500000,10.020000,,,1
supermarket,MoCap→VR,1,P4,290.500000,9.650000,,,1
supermarket,MoCap→VR,1,P4,291.500000,9.625000,,,1
supermarket,MoCap→VR,1,P4,292.500000,9.590000,,,1
supermarket,MoCap→VR,1,P4,293.500000,9.700000,,,1
supermarket,MoCap→VR,1,P4,294.500000,9.900000,,,1
supermarket,MoCap→VR,1,P4,295.500000,9.650000,,,1
supermarket,MoCap→VR,1,P4,296.500000,9.650000,,,1
supermarket,MoCap→VR,1,P4,297.500000,9.665000,,,1
supermarket,MoCap→VR,1,P4,298.500000,9.770000,,,1
supermarket,MoCap→VR,1,P4,299.500000,9.605000,,,1
supermarket,MoCap→VR,1,P5,0.500000,8.615000,,,1
supermarket,MoCap→VR,1,P5,1.500000,9.045000,,,1
supermarket,MoCap→VR,1,P5,2.500000,9.085000,,,1
supermarket,MoCap→VR,1,P5,3.500000,9.640000,,,1
supermarket,MoCap→VR,1,P5,4.500000,9.375000,,,1
supermarket,MoCap→VR,1,P5,5.500000,9.160000,,,1
supermarket,MoCap→VR,1,P5,6.500000,9.300000,,,1
supermarket,MoCap→VR,1,P5,7.500000,8.995000,,,1
supermarket,MoCap→VR,1,P5,8.500000,8.425000,,,1
supermarket,MoCap→VR,1,P5,9.500000,9.975000,,,1
supermarket,MoCap→VR,1,P5,10.500000,9.810000,,,1
supermarket,MoCap→VR,1,P5,11.500000,9.910000,,,1
supermarket,MoCap→VR,1,P5,12.500000,10.070000,,,1
supermarket,MoCap→VR,1,P5,13.500000,9.940000,,,1
supermarket,MoCap→VR,1,P5,14.500000,9.695000,,,1
supermarket,MoCap→VR,1,P5,15.500000,10.310000,,,1
supermarket,MoCap→VR,1,P5,16.500000,10.210000,,,1
supermarket,MoCap→VR,1,P5,17.500000,10.190000,,,1
supermarket,MoCap→VR,1,P5,18.500000,10.040000,,,1
supermarket,MoCap→VR,1,P5,19.500000,9.995000,,,1
supermarket,MoCap→VR,1,P5,20.500000,9.665000,,,1
supermarket,MoCap→VR,1,P5,21.500000,9.890000,,,1
supermarket,MoCap→VR,1,P5,22.500000,10.110000,,,1
supermarket,MoCap→VR,1,P5,23.500000,9.595000,,,1
supermarket,MoCap→VR,1,P5,24.500000,10.060000,,,1
supermarket,MoCap→VR,1,P5,25.500000,10.140000,,,1
supermarket,MoCap→VR,1,P5,26.500000,10.375000,,,1
supermarket,MoCap→VR,1,P5,27.500000,10.310000,,,1
supermarket,MoCap→VR,1,P5,28.500000,10.305000,,,1
supermarket,MoCap→VR,1,P5,29.500000,10.395000,,,1
supermarket,MoCap→VR,1,P5,30.500000,9.570000,,,1
supermarket,MoCap→VR,1,P5,31.500000,9.565000,,,1
supermarket,MoCap→VR,1,P5,32.500000,9.605000,,,1
supermarket,MoCap→VR,1,P5,33.500000,10.280000,,,1
supermarket,MoCap→VR,1,P5,34.500000,10.220000,,,1
supermarket,MoCap→VR,1,P5,35.500000,9.145000,,,1
supermarket,MoCap→VR,1,P5,36.500000,9.525000,,,1
supermarket,MoCap→VR,1,P5,37.500000,9.940000,,,1
supermarket,MoCap→VR,1,P5,38.500000,10.020000,,,1
supermarket,MoCap→VR,1,P5,39.500000,9.170000,,,1
supermarket,MoCap→VR,1,P5,40.500000,10.080000,,,1
supermarket,MoCap→VR,1,P5,41.500000,9.760000,,,1
supermarket,MoCap→VR,1,P5,42.500000,9.620000,,,1
supermarket,MoCap→VR,1,P5,43.500000,10.080000,,,1
supermarket,MoCap→VR,1,P5,44.500000,10.260000,,,1
supermarket,MoCap→VR,1,P5,45.500000,10.205000,,,1
supermarket,MoCap→VR,1,P5,46.500000,10.000000,,,1
supermarket,MoCap→VR,1,P5,47.500000,9.660000,,,1
supermarket,MoCap→VR,1,P5,48.500000,10.465000,,,1
supermarket,MoCap→VR,1,P5,49.500000,10.610000,,,1
supermarket,MoCap→VR,1,P5,50.500000,10.075000,,,1
supermarket,MoCap→VR,1,P5,51.500000,10.315000,,,1
supermarket,MoCap→VR,1,P5,52.500000,10.565000,,,1
supermarket,MoCap→VR,1,P5,53.500000,10.135000,,,1
supermarket,MoCap→VR,1,P5,54.500000,10.290000,,,1
supermarket,MoCap→VR,1,P5,55.500000,10.015000,,,1
supermarket,MoCap→VR,1,P5,56.500000,10.115000,,,1
supermarket,MoCap→VR,1,P5,57.500000,10.305000,,,1
supermarket,MoCap→VR,1,P5,58.500000,10.315000,,,1
supermarket,MoCap→VR,1,P5,59.500000,10.315000,,,1
supermarket,MoCap→VR,1,P5,60.500000,9.770000,,,1
supermarket,MoCap→VR,1,P5,61.500000,9.685000,,,1
supermarket,MoCap→VR,1,P5,62.500000,9.945000,,,1
supermarket,MoCap→VR,1,P5,63.500000,10.285000,,,1
supermarket,MoCap→VR,1,P5,64.500000,10.805000,,,1
supermarket,MoCap→VR,1,P5,65.500000,10.360000,,,1
supermarket,MoCap→VR,1,P5,66.500000,10.295000,,,1
supermarket,MoCap→VR,1,P5,67.500000,10.270000,,,1
supermarket,MoCap→VR,1,P5,68.500000,10.200000,,,1
supermarket,MoCap→VR,1,P5,69.500000,9.720000,,,1
supermarket,MoCap→VR,1,P5,70.500000,10.370000,,,1
supermarket,MoCap→VR,1,P5,71.500000,10.115000,,,1
supermarket,MoCap→VR,1,P5,72.500000,10.010000,,,1
supermarket,MoCap→VR,1,P5,73.500000,10.560000,,,1
supermarket,MoCap→VR,1,P5,74.500000,9.890000,,,1
supermarket,MoCap→VR,1,P5,75.500000,10.140000,,,1
supermarket,MoCap→VR,1,P5,76.500000,9.985000,,,1
supermarket,MoCap→VR,1,P5,77.500000,10.165000,,,1
supermarket,MoCap→VR,1,P5,78.500000,10.370000,,,1
supermarket,MoCap→VR,1,P5,79.500000,10.125000,,,1
supermarket,MoCap→VR,1,P5,80.500000,9.675000,,,1
supermarket,MoCap→VR,1,P5,81.500000,10.540000,,,1
supermarket,MoCap→VR,1,P5,82.500000,10.370000,,,1
supermarket,MoCap→VR,1,P5,83.500000,10.530000,,,1
supermarket,MoCap→VR,1,P5,84.500000,10.585000,,,1
supermarket,MoCap→VR,1,P5,85.500000,10.295000,,,1
supermarket,MoCap→VR,1,P5,86.500000,10.630000,,,1
supermarket,MoCap→VR,1,P5,87.500000,11.255000,,,1
supermarket,MoCap→VR,1,P5,88.500000,10.665000,,,1
supermarket,MoCap→VR,1,P5,89.500000,10.390000,,,1
supermarket,MoCap→VR,1,P5,90.500000,10.030000,,,1
supermarket,MoCap→VR,1,P5,91.500000,10.295000,,,1
supermarket,MoCap→VR,1,P5,92.500000,9.920000,,,1
supermarket,MoCap→VR,1,P5,93.500000,10.280000,,,1
supermarket,MoCap→VR,1,P5,94.500000,10.610000,,,1
supermarket,MoCap→VR,1,P5,95.500000,10.150000,,,1
supermarket,MoCap→VR,1,P5,96.500000,10.520000,,,1
supermarket,MoCap→VR,1,P5,97.500000,10.330000,,,1
supermarket,MoCap→VR,1,P5,98.500000,10.585000,,,1
supermarket,MoCap→VR,1,P5,99.500000,11.075000,,,1
supermarket,MoCap→VR,1,P5,100.500000,10.220000,,,1
supermarket,MoCap→VR,1,P5,101.500000,10.340000,,,1
supermarket,MoCap→VR,1,P5,102.500000,10.070000,,,1
supermarket,MoCap→VR,1,P5,103.500000,10.085000,,,1
supermarket,MoCap→VR,1,P5,104.500000,10.170000,,,1
supermarket,MoCap→VR,1,P5,105.500000,10.375000,,,1
supermarket,MoCap→VR,1,P5,106.500000,10.465000,,,1
supermarket,MoCap→VR,1,P5,107.500000,10.375000,,,1
supermarket,MoCap→VR,1,P5,108.500000,10.465000,,,1
supermarket,MoCap→VR,1,P5,109.500000,10.100000,,,1
supermarket,MoCap→VR,1,P5,110.500000,10.640000,,,1
supermarket,MoCap→VR,1,P5,111.500000,10.190000,,,1
supermarket,MoCap→VR,1,P5,112.500000,10.365000,,,1
supermarket,MoCap→VR,1,P5,113.500000,10.845000,,,1
supermarket,MoCap→VR,1,P5,114.500000,10.550000,,,1
supermarket,MoCap→VR,1,P5,115.500000,10.450000,,,1
supermarket,MoCap→VR,1,P5,116.500000,10.495000,,,1
