序号,采集时间,发出时间,链路,延迟(毫秒),抖动(毫秒),丢包率(%),最小延迟,最大延迟,中位延迟,95百分位延迟,99百分位延迟,帧到达延迟,帧间隔（毫秒）,丢帧率(%),测量类型,时钟同步有效,时钟同步状态,时钟偏移(毫秒),同步RTT(毫秒),同步年龄(毫秒),偏移不确定度上界(毫秒),同步样本数
4871,2026-08-21 09:51:11.236,2026-08-21 09:51:11.226,MoCap→VR,10.35,0.44,0.00,6.37,50.88,11.15,20.58,28.59,10.35,11.00,0.00,,false,,0.000,0.000,0.0,0.000,0
4872,2026-08-21 09:51:11.249,2026-08-21 09:51:11.237,MoCap→VR,12.31,0.44,0.00,6.37,50.88,11.15,20.58,28.59,12.31,11.00,0.00,,false,,0.000,0.000,0.0,0.000,0
4873,2026-08-21 09:51:11.258,2026-08-21 09:51:11.248,MoCap→VR,10.36,0.44,0.00,6.37,50.88,11.15,20.58,28.59,10.36,11.00,0.00,,false,,0.000,0.000,0.0,0.000,0
4874,2026-08-21 09:51:11.269,2026-08-21 09:51:11.260,MoCap→VR,9.47,0.48,0.00,6.37,50.88,11.15,20.58,28.59,9.47,12.00,0.00,,false,,0.000,0.000,0.0,0.000,0
4875,2026-08-21 09:51:11.279,2026-08-21 09:51:11.270,MoCap→VR,9.04,0.54,0.00,6.37,50.88,11.15,20.58,28.59,9.04,10.00,0.00,,false,,0.000,0.000,0.0,0.000,0
4876,2026-08-21 09:51:11.293,2026-08-21 09:51:11.282,MoCap→VR,10.57,0.54,0.00,6.37,50.88,11.14,20.58,28.59,10.57,12.00,0.00,,false,,0.000,0.000,0.0,0.000,0
4877,2026-08-21 09:51:11.305,2026-08-21 09:51:11.293,MoCap→VR,12.50,0.54,0.00,6.37,50.88,11.15,20.58,28.59,12.50,11.00,0.00,,false,,0.000,0.000,0.0,0.000,0
4878,2026-08-21 09:51:11.315,2026-08-21 09:51:11.304,MoCap→VR,10.89,0.54,0.00,6.37,50.88,11.15,20.58,28.59,10.89,11.00,0.00,,false,,0.000,0.000,0.0,0.000,0
4879,2026-08-21 09:51:11.326,2026-08-21 09:51:11.315,MoCap→VR,10.52,0.54,0.00,6.37,50.88,11.15,20.58,28.59,10.52,11.00,0.00,,false,,0.000,0.000,0.0,0.000,0
4880,2026-08-21 09:51:11.336,2026-08-21 09:51:11.326,MoCap→VR,9.91,0.54,0.00,6.37,50.88,11.14,20.58,28.59,9.91,11.00,0.00,,false,,0.000,0.000,0.0,0.000,0
4881,2026-08-21 09:51:11.348,2026-08-21 09:51:11.337,MoCap→VR,10.88,0.54,0.00,6.37,50.88,11.14,20.58,28.59,10.88,11.00,0.00,,false,,0.000,0.000,0.0,0.000,0
4882,2026-08-21 09:51:11.363,2026-08-21 09:51:11.348,MoCap→VR,14.71,0.54,0.00,6.37,50.88,11.14,20.58,28.59,14.71,11.00,0.00,,false,,0.000,0.000,0.0,0.000,0
4883,2026-08-21 09:51:11.370,2026-08-21 09:51:11.360,MoCap→VR,9.52,0.57,0.00,6.37,50.88,11.14,20.58,28.59,9.52,12.00,0.00,,false,,0.000,0.000,0.0,0.000,0
4884,2026-08-21 09:51:11.379,2026-08-21 09:51:11.370,MoCap→VR,8.93,0.59,0.00,6.37,50.88,11.14,20.58,28.59,8.93,10.00,0.00,,false,,0.000,0.000,0.0,0.000,0
4885,2026-08-21 09:51:11.391,2026-08-21 09:51:11.381,MoCap→VR,10.49,0.54,0.00,6.37,50.88,11.14,20.51,28.59,10.49,11.00,0.00,,false,,0.000,0.000,0.0,0.000,0
4886,2026-08-21 09:51:11.405,2026-08-21 09:51:11.393,MoCap→VR,12.12,0.57,0.00,6.37,50.88,11.14,20.51,28.59,12.12,12.00,0.00,,false,,0.000,0.000,0.0,0.000,0
4887,2026-08-21 09:51:11.415,2026-08-21 09:51:11.404,MoCap→VR,11.00,0.54,0.00,6.37,50.88,11.14,20.51,28.59,11.00,11.00,0.00,,false,,0.000,0.000,0.0,0.000,0
4888,2026-08-21 09:51:11.426,2026-08-21 09:51:11.415,MoCap→VR,10.56,0.54,0.00,6.37,50.88,11.14,20.51,28.59,10.56,11.00,0.00,,false,,0.000,0.000,0.0,0.000,0
4889,2026-08-21 09:51:11.438,2026-08-21 09:51:11.426,MoCap→VR,11.75,0.54,0.00,6.37,50.88,11.14,20.51,28.59,11.75,11.00,0.00,,false,,0.000,0.000,0.0,0.000,0
4890,2026-08-21 09:51:11.452,2026-08-21 09:51:11.437,MoCap→VR,14.53,0.54,0.00,6.37,50.88,11.14,20.51,28.59,14.53,11.00,0.00,,false,,0.000,0.000,0.0,0.000,0
4891,2026-08-21 09:51:11.469,2026-08-21 09:51:11.448,MoCap→VR,20.68,0.54,0.00,6.37,50.88,11.14,20.58,28.59,20.68,11.00,0.00,,false,,0.000,0.000,0.0,0.000,0
4892,2026-08-21 09:51:11.469,2026-08-21 09:51:11.459,MoCap→VR,10.40,0.54,0.00,6.37,50.88,11.14,20.58,28.59,10.40,11.00,0.00,,false,,0.000,0.000,0.0,0.000,0
4893,2026-08-21 09:51:11.479,2026-08-21 09:51:11.470,MoCap→VR,8.62,0.54,0.00,6.37,50.88,11.14,20.58,28.59,8.62,11.00,0.00,,false,,0.000,0.000,0.0,0.000,0
4894,2026-08-21 09:51:11.493,2026-08-21 09:51:11.482,MoCap→VR,11.05,0.54,0.00,6.37,50.88,11.14,20.58,28.59,11.05,12.00,0.00,,false,,0.000,0.000,0.0,0.000,0
4895,2026-08-21 09:51:11.501,2026-08-21 09:51:11.493,MoCap→VR,8.24,0.48,0.00,6.37,50.88,11.14,20.58,28.59,8.24,11.00,0.00,,false,,0.000,0.000,0.0,0.000,0
4896,2026-08-21 09:51:11.514,2026-08-21 09:51:11.504,MoCap→VR,10.33,0.44,0.00,6.37,50.88,11.14,20.58,28.59,10.33,11.00,0.00,,false,,0.000,0.000,0.0,0.000,0
4897,2026-08-21 09:51:11.526,2026-08-21 09:51:11.515,MoCap→VR,10.80,0.44,0.00,6.37,50.88,11.14,20.58,28.59,10.80,11.00,0.00,,false,,0.000,0.000,0.0,0.000,0
4898,2026-08-21 09:51:11.537,2026-08-21 09:51:11.526,MoCap→VR,11.20,0.44,0.00,6.37,50.88,11.14,20.58,28.59,11.20,11.00,0.00,,false,,0.000,0.000,0.0,0.000,0
4899,2026-08-21 09:51:11.547,2026-08-21 09:51:11.537,MoCap→VR,10.22,0.44,0.00,6.37,50.88,11.13,20.51,28.59,10.22,11.00,0.00,,false,,0.000,0.000,0.0,0.000,0
4900,2026-08-21 09:51:11.560,2026-08-21 09:51:11.548,MoCap→VR,11.99,0.44,0.00,6.37,50.88,11.14,20.51,28.59,11.99,11.00,0.00,,false,,0.000,0.000,0.0,0.000,0
4901,2026-08-21 09:51:11.574,2026-08-21 09:51:11.559,MoCap→VR,15.06,0.44,0.00,6.37,50.88,11.14,20.51,28.59,15.06,11.00,0.00,,false,,0.000,0.000,0.0,0.000,0
4902,2026-08-21 09:51:11.583,2026-08-21 09:51:11.571,MoCap→VR,11.51,0.48,0.00,6.37,50.88,11.14,20.51,28.59,11.51,12.00,0.00,,false,,0.000,0.000,0.0,0.000,0
4903,2026-08-21 09:51:11.593,2026-08-21 09:51:11.582,MoCap→VR,11.05,0.44,0.00,6.37,50.88,11.14,20.51,28.59,11.05,11.00,0.00,,false,,0.000,0.000,0.0,0.000,0
4904,2026-08-21 09:51:11.601,2026-08-21 09:51:11.592,MoCap→VR,9.36,0.44,0.00,6.37,50.88,11.13,20.51,28.59,9.36,10.00,0.00,,false,,0.000,0.000,0.0,0.000,0
4905,2026-08-21 09:51:11.616,2026-08-21 09:51:11.604,MoCap→VR,12.26,0.48,0.00,6.37,50.88,11.13,20.51,28.59,12.26,12.00,0.00,,false,,0.000,0.000,0.0,0.000,0
4906,2026-08-21 09:51:11.624,2026-08-21 09:51:11.615,MoCap→VR,9.46,0.44,0.00,6.37,50.88,11.13,20.51,28.59,9.46,11.00,0.00,,false,,0.000,0.000,0.0,0.000,0
4907,2026-08-21 09:51:11.637,2026-08-21 09:51:11.626,MoCap→VR,10.64,0.44,0.00,6.37,50.88,11.12,20.51,28.59,10.64,11.00,0.00,,false,,0.000,0.000,0.0,0.000,0
4908,2026-08-21 09:51:11.649,2026-08-21 09:51:11.637,MoCap→VR,12.04,0.44,0.00,6.37,50.88,11.13,20.51,28.59,12.04,11.00,0.00,,false,,0.000,0.000,0.0,0.000,0
4909,2026-08-21 09:51:11.657,2026-08-21 09:51:11.648,MoCap→VR,8.62,0.44,0.00,6.37,50.88,11.12,20.51,28.59,8.62,11.00,0.00,,false,,0.000,0.000,0.0,0.000,0
4910,2026-08-21 09:51:11.668,2026-08-21 09:51:11.659,MoCap→VR,9.39,0.44,0.00,6.37,50.88,11.12,20.51,28.59,9.39,11.00,0.00,,false,,0.000,0.000,0.0,0.000,0
4911,2026-08-21 09:51:11.680,2026-08-21 09:51:11.670,MoCap→VR,10.16,0.44,0.00,6.37,50.88,11.12,20.51,28.59,10.16,11.00,0.00,,false,,0.000,0.000,0.0,0.000,0
4912,2026-08-21 09:51:11.691,2026-08-21 09:51:11.682,MoCap→VR,9.25,0.48,0.00,6.37,50.88,11.12,20.51,28.59,9.25,12.00,0.00,,false,,0.000,0.000,0.0,0.000,0
4913,2026-08-21 09:51:11.704,2026-08-21 09:51:11.693,MoCap→VR,11.05,0.48,0.00,6.37,50.88,11.12,20.51,28.59,11.05,11.00,0.00,,false,,0.000,0.000,0.0,0.000,0
4914,2026-08-21 09:51:11.721,2026-08-21 09:51:11.704,MoCap→VR,17.44,0.44,0.00,6.37,50.88,11.12,20.51,28.59,17.44,11.00,0.00,,false,,0.000,0.000,0.0,0.000,0
4915,2026-08-21 09:51:11.725,2026-08-21 09:51:11.715,MoCap→VR,10.24,0.44,0.00,6.37,50.88,11.12,20.51,28.59,10.24,11.00,0.00,,false,,0.000,0.000,0.0,0.000,0
4916,2026-08-21 09:51:11.750,2026-08-21 09:51:11.710,PC<->VR 状态同步,40.98,0.30,0.00,35.97,51.36,38.17,46.68,49.79,-1.00,-1.00,-1.00,Mirror RTT,true,Not required,-55262.297,4.641,4719.2,2.785,16
4917,2026-08-21 09:51:11.750,2026-08-21 09:51:11.748,MoCap→PC,7.20,0.44,0.00,4.53,328.95,7.85,9.64,221.94,7.20,11.00,0.00,,false,,0.000,0.000,0.0,0.000,0
4918,2026-08-21 09:51:11.750,2026-08-21 09:51:11.748,EyeTracking→PC,1.99,1.31,0.00,0.58,314.71,3.34,15.58,205.86,1.99,11.00,0.00,Estimated VR->PC one-way delay,true,Ready,-55262.297,4.641,4720.8,2.785,16
4919,2026-08-21 09:51:11.761,2026-08-21 09:51:11.721,PC<->VR 状态同步,40.98,0.28,0.00,35.97,51.36,38.17,46.68,49.79,-1.00,-1.00,-1.00,Mirror RTT,true,Not required,-55262.297,4.641,4730.8,2.785,16
4920,2026-08-21 09:51:11.762,2026-08-21 09:51:11.759,MoCap→PC,7.57,0.44,0.00,4.53,328.95,7.85,9.64,221.94,7.57,11.00,0.00,,false,,0.000,0.000,0.0,0.000,0
4921,2026-08-21 09:51:11.761,2026-08-21 09:51:11.758,EyeTracking→PC,3.32,1.31,0.00,0.58,314.71,3.34,15.58,205.86,3.32,10.00,0.00,Estimated VR->PC one-way delay,true,Ready,-55262.297,4.641,4731.6,2.785,16
4922,2026-08-21 09:51:11.770,2026-08-21 09:51:11.768,EyeTracking→PC,2.62,1.31,0.00,0.58,314.71,3.34,15.58,205.86,2.62,10.00,0.00,Estimated VR->PC one-way delay,true,Ready,-55262.297,4.641,4741.1,2.785,16
4923,2026-08-21 09:51:11.772,2026-08-21 09:51:11.770,MoCap→PC,5.62,0.44,0.00,4.53,328.95,7.85,9.64,221.94,5.62,11.00,0.00,,false,,0.000,0.000,0.0,0.000,0
4924,2026-08-21 09:51:11.781,2026-08-21 09:51:11.741,PC<->VR 状态同步,40.98,0.25,0.00,35.97,51.36,38.17,46.68,49.79,-1.00,-1.00,-1.00,Mirror RTT,true,Not required,-55262.297,4.641,4750.4,2.785,16
4925,2026-08-21 09:51:11.780,2026-08-21 09:51:11.779,EyeTracking→PC,0.87,1.31,0.00,0.58,314.71,3.34,15.58,205.86,0.87,11.00,0.00,Estimated VR->PC one-way delay,true,Ready,-55262.297,4.641,4750.3,2.785,16
4926,2026-08-21 09:51:11.784,2026-08-21 09:51:11.782,MoCap→PC,8.00,0.48,0.00,4.53,328.95,7.85,9.64,221.94,8.00,12.00,0.00,,false,,0.000,0.000,0.0,0.000,0
4927,2026-08-21 09:51:11.791,2026-08-21 09:51:11.789,EyeTracking→PC,2.30,1.31,0.00,0.58,314.71,3.34,15.58,205.86,2.30,10.00,0.00,Estimated VR->PC one-way delay,true,Ready,-55262.297,4.641,4762.8,2.785,16
4928,2026-08-21 09:51:11.796,2026-08-21 09:51:11.793,MoCap→PC,7.16,0.44,0.00,4.53,328.95,7.85,9.64,221.94,7.16,11.00,0.00,,false,,0.000,0.000,0.0,0.000,0
4929,2026-08-21 09:51:11.801,2026-08-21 09:51:11.799,EyeTracking→PC,2.68,1.32,0.00,0.58,314.71,3.34,15.58,205.86,2.68,10.00,0.00,Estimated VR->PC one-way delay,true,Ready,-55262.297,4.641,4772.9,2.785,16
4930,2026-08-21 09:51:11.806,2026-08-21 09:51:11.804,MoCap→PC,7.52,0.44,0.00,4.53,328.95,7.85,9.64,221.94,7.52,11.00,0.00,,false,,0.000,0.000,0.0,0.000,0
4931,2026-08-21 09:51:11.812,2026-08-21 09:51:11.810,EyeTracking→PC,2.22,1.31,0.00,0.58,314.71,3.34,15.58,205.86,2.22,11.00,0.00,Estimated VR->PC one-way delay,true,Ready,-55262.297,4.641,4783.0,2.785,16
4932,2026-08-21 09:51:11.814,2026-08-21 09:51:11.774,PC<->VR 状态同步,40.98,0.24,0.00,35.97,51.36,38.17,46.68,49.79,-1.00,-1.00,-1.00,Mirror RTT,true,Not required,-55262.297,4.641,4783.2,2.785,16
4933,2026-08-21 09:51:11.818,2026-08-21 09:51:11.815,MoCap→PC,7.94,0.36,0.00,4.53,328.95,7.85,9.64,221.94,7.94,11.00,0.00,,false,,0.000,0.000,0.0,0.000,0
4934,2026-08-21 09:51:11.822,2026-08-21 09:51:11.820,EyeTracking→PC,2.21,1.31,0.00,0.58,314.71,3.34,15.58,205.86,2.21,10.00,0.00,Estimated VR->PC one-way delay,true,Ready,-55262.297,4.641,4793.0,2.785,16
4935,2026-08-21 09:51:11.829,2026-08-21 09:51:11.826,MoCap→PC,8.65,0.30,0.00,4.53,328.95,7.86,9.64,221.94,8.65,11.00,0.00,,false,,0.000,0.000,0.0,0.000,0
4936,2026-08-21 09:51:11.833,2026-08-21 09:51:11.830,EyeTracking→PC,2.75,1.32,0.00,0.58,314.71,3.34,15.58,205.86,2.75,10.00,0.00,Estimated VR->PC one-way delay,true,Ready,-55262.297,4.641,4802.9,2.785,16
4937,2026-08-21 09:51:11.840,2026-08-21 09:51:11.837,MoCap→PC,7.45,0.30,0.00,4.53,328.95,7.85,9.64,221.94,7.45,11.00,0.00,,false,,0.000,0.000,0.0,0.000,0
4938,2026-08-21 09:51:11.848,2026-08-21 09:51:11.808,PC<->VR 状态同步,40.98,0.23,0.00,35.97,51.36,38.17,46.68,49.79,-1.00,-1.00,-1.00,Mirror RTT,true,Not required,-55262.297,4.641,4817.3,2.785,16
4939,2026-08-21 09:51:11.849,2026-08-21 09:51:11.841,EyeTracking→PC,7.86,1.31,0.00,0.58,314.71,3.35,15.58,205.86,7.86,11.00,0.00,Estimated VR->PC one-way delay,true,Ready,-55262.297,4.641,4819.3,2.785,16
4940,2026-08-21 09:51:11.852,2026-08-21 09:51:11.848,MoCap→PC,9.65,0.30,0.00,4.53,328.95,7.86,9.65,221.94,9.65,11.00,0.00,,false,,0.000,0.000,0.0,0.000,0
4941,2026-08-21 09:51:11.853,2026-08-21 09:51:11.851,EyeTracking→PC,2.55,1.31,0.00,0.58,314.71,3.34,15.58,205.86,2.55,10.00,0.00,Estimated VR->PC one-way delay,true,Ready,-55262.297,4.641,4823.8,2.785,16
4942,2026-08-21 09:51:11.859,2026-08-21 09:51:11.819,PC<->VR 状态同步,40.98,0.21,0.00,35.97,51.36,38.17,46.68,49.79,-1.00,-1.00,-1.00,Mirror RTT,true,Not required,-55262.297,4.641,4828.7,2.785,16
4943,2026-08-21 09:51:11.862,2026-08-21 09:51:11.859,MoCap→PC,8.18,0.30,0.00,4.53,328.95,7.86,9.65,221.94,8.18,11.00,0.00,,false,,0.000,0.000,0.0,0.000,0
4944,2026-08-21 09:51:11.865,2026-08-21 09:51:11.861,EyeTracking→PC,3.90,1.32,0.00,0.58,314.71,3.35,15.58,205.86,3.90,10.00,0.00,Estimated VR->PC one-way delay,true,Ready,-55262.297,4.641,4835.5,2.785,16
4945,2026-08-21 09:51:11.873,2026-08-21 09:51:11.871,MoCap→PC,6.41,0.36,0.00,4.53,328.95,7.86,9.65,221.94,6.41,12.00,0.00,,false,,0.000,0.000,0.0,0.000,0
4946,2026-08-21 09:51:11.874,2026-08-21 09:51:11.872,EyeTracking→PC,1.92,1.31,0.00,0.58,314.71,3.34,15.58,205.86,1.92,11.00,0.00,Estimated VR->PC one-way delay,true,Ready,-55262.297,4.641,4844.6,2.785,16
4947,2026-08-21 09:51:11.881,2026-08-21 09:51:11.841,PC<->VR 状态同步,40.64,0.20,0.00,35.97,51.36,38.17,46.68,49.79,-1.00,-1.00,-1.00,Mirror RTT,true,Not required,-55262.297,4.641,4850.5,2.785,16
4948,2026-08-21 09:51:11.885,2026-08-21 09:51:11.882,MoCap→PC,9.73,0.36,0.00,4.53,328.95,7.86,9.66,221.94,9.73,11.00,0.00,,false,,0.000,0.000,0.0,0.000,0
4949,2026-08-21 09:51:11.884,2026-08-21 09:51:11.882,EyeTracking→PC,1.99,1.32,0.00,0.58,314.71,3.34,15.58,205.86,1.99,10.00,0.00,Estimated VR->PC one-way delay,true,Ready,-55262.297,4.641,4855.4,2.785,16
4950,2026-08-21 09:51:11.896,2026-08-21 09:51:11.893,MoCap→PC,9.69,0.36,0.00,4.53,328.95,7.86,9.69,221.94,9.69,11.00,0.00,,false,,0.000,0.000,0.0,0.000,0
4951,2026-08-21 09:51:11.895,2026-08-21 09:51:11.892,EyeTracking→PC,3.30,1.32,0.00,0.58,314.71,3.33,15.58,205.86,3.30,10.00,0.00,Estimated VR->PC one-way delay,true,Ready,-55262.297,4.641,4866.9,2.785,16
4952,2026-08-21 09:51:11.905,2026-08-21 09:51:11.904,MoCap→PC,6.52,0.30,0.00,4.53,328.95,7.86,9.69,221.94,6.52,11.00,0.00,,false,,0.000,0.000,0.0,0.000,0
4953,2026-08-21 09:51:11.904,2026-08-21 09:51:11.902,EyeTracking→PC,2.49,1.32,0.00,0.58,314.71,3.32,15.58,205.86,2.49,10.00,0.00,Estimated VR->PC one-way delay,true,Ready,-55262.297,4.641,4875.2,2.785,16
4954,2026-08-21 09:51:11.916,2026-08-21 09:51:11.876,PC<->VR 状态同步,40.64,0.20,0.00,35.97,51.36,38.17,46.68,49.79,-1.00,-1.00,-1.00,Mirror RTT,true,Not required,-55262.297,4.641,4885.9,2.785,16
4955,2026-08-21 09:51:11.915,2026-08-21 09:51:11.913,EyeTracking→PC,1.96,1.31,0.00,0.58,314.71,3.32,15.58,205.86,1.96,11.00,0.00,Estimated VR->PC one-way delay,true,Ready,-55262.297,4.641,4885.6,2.785,16
4956,2026-08-21 09:51:11.918,2026-08-21 09:51:11.915,MoCap→PC,7.99,0.30,0.00,4.53,328.95,7.86,9.69,221.94,7.99,11.00,0.00,,false,,0.000,0.000,0.0,0.000,0
4957,2026-08-21 09:51:11.925,2026-08-21 09:51:11.923,EyeTracking→PC,2.43,0.48,0.00,0.58,314.71,3.32,15.58,205.86,2.43,10.00,0.00,Estimated VR->PC one-way delay,true,Ready,-55262.297,4.641,4896.3,2.785,16
4958,2026-08-21 09:51:11.929,2026-08-21 09:51:11.889,PC<->VR 状态同步,40.64,0.19,0.00,35.97,51.36,38.17,46.68,49.79,-1.00,-1.00,-1.00,Mirror RTT,true,Not required,-55262.297,4.641,4898.4,2.785,16
4959,2026-08-21 09:51:11.930,2026-08-21 09:51:11.926,MoCap→PC,8.83,0.30,0.00,4.53,328.95,7.86,9.69,221.94,8.83,11.00,0.00,,false,,0.000,0.000,0.0,0.000,0
4960,2026-08-21 09:51:11.935,2026-08-21 09:51:11.933,EyeTracking→PC,2.26,0.46,0.00,0.58,314.71,3.32,15.58,205.86,2.26,10.00,0.00,Estimated VR->PC one-way delay,true,Ready,-55262.297,4.641,4906.2,2.785,16
4961,2026-08-21 09:51:11.940,2026-08-21 09:51:11.937,MoCap→PC,7.26,0.30,0.00,4.53,328.95,7.86,9.69,221.94,7.26,11.00,0.00,,false,,0.000,0.000,0.0,0.000,0
4962,2026-08-21 09:51:11.946,2026-08-21 09:51:11.944,EyeTracking→PC,1.80,0.48,0.00,0.58,314.71,3.32,15.58,205.86,1.80,11.00,0.00,Estimated VR->PC one-way delay,true,Ready,-55262.297,4.641,4915.8,2.785,16
4963,2026-08-21 09:51:11.947,2026-08-21 09:51:11.907,PC<->VR 状态同步,40.64,0.21,0.00,35.97,51.36,38.17,46.68,49.79,-1.00,-1.00,-1.00,Mirror RTT,true,Not required,-55262.297,4.641,4916.3,2.785,16
4964,2026-08-21 09:51:11.951,2026-08-21 09:51:11.948,MoCap→PC,8.56,0.30,0.00,4.53,328.95,7.86,9.69,221.94,8.56,11.00,0.00,,false,,0.000,0.000,0.0,0.000,0
4965,2026-08-21 09:51:11.956,2026-08-21 09:51:11.954,EyeTracking→PC,2.01,0.46,0.00,0.58,314.71,3.32,15.58,205.86,2.01,10.00,0.00,Estimated VR->PC one-way delay,true,Ready,-55262.297,4.641,4927.0,2.785,16
4966,2026-08-21 09:51:11.962,2026-08-21 09:51:11.959,MoCap→PC,8.49,0.30,0.00,4.53,328.95,7.86,9.69,221.94,8.49,11.00,0.00,,false,,0.000,0.000,0.0,0.000,0
4967,2026-08-21 09:51:11.967,2026-08-21 09:51:11.964,EyeTracking→PC,3.48,0.46,0.00,0.58,314.71,3.33,15.58,205.86,3.48,10.00,0.00,Estimated VR->PC one-way delay,true,Ready,-55262.297,4.641,4938.3,2.785,16
4968,2026-08-21 09:51:11.972,2026-08-21 09:51:11.971,MoCap→PC,6.91,0.36,0.00,4.53,328.95,7.86,9.69,221.94,6.91,12.00,0.00,,false,,0.000,0.000,0.0,0.000,0
4969,2026-08-21 09:51:11.982,2026-08-21 09:51:11.942,PC<->VR 状态同步,40.64,0.22,0.00,35.97,51.36,38.17,46.68,49.79,-1.00,-1.00,-1.00,Mirror RTT,true,Not required,-55262.297,4.641,4951.5,2.785,16
4970,2026-08-21 09:51:11.983,2026-08-21 09:51:11.982,MoCap→PC,5.99,0.36,0.00,4.53,328.95,7.86,9.69,221.94,5.99,11.00,0.00,,false,,0.000,0.000,0.0,0.000,0
4971,2026-08-21 09:51:11.986,2026-08-21 09:51:11.984,EyeTracking→PC,2.31,2.16,0.00,0.58,314.71,3.33,15.58,205.86,2.31,20.00,0.00,Estimated VR->PC one-way delay,true,Ready,-55262.297,4.641,4958.1,2.785,16
4972,2026-08-21 09:51:11.992,2026-08-21 09:51:11.952,PC<->VR 状态同步,40.64,0.23,0.00,35.97,51.36,38.17,46.68,49.79,-1.00,-1.00,-1.00,Mirror RTT,true,Not required,-55262.297,4.641,4961.7,2.785,16
4973,2026-08-21 09:51:11.996,2026-08-21 09:51:11.993,MoCap→PC,8.50,0.36,0.00,4.53,328.95,7.86,9.69,221.94,8.50,11.00,0.00,,false,,0.000,0.000,0.0,0.000,0
4974,2026-08-21 09:51:11.997,2026-08-21 09:51:11.994,EyeTracking→PC,3.25,2.17,0.00,0.58,314.71,3.33,15.58,205.86,3.25,10.00,0.00,Estimated VR->PC one-way delay,true,Ready,-55262.297,4.641,4967.3,2.785,16
4975,2026-08-21 09:51:12.006,2026-08-21 09:51:12.004,MoCap→PC,7.99,0.30,0.00,4.53,328.95,7.86,9.69,221.94,7.99,11.00,0.00,,false,,0.000,0.000,0.0,0.000,0
4976,2026-08-21 09:51:12.007,2026-08-21 09:51:12.005,EyeTracking→PC,1.94,2.16,0.00,0.58,314.71,3.33,15.58,205.86,1.94,11.00,0.00,Estimated VR->PC one-way delay,true,Ready,-55262.297,4.641,4976.9,2.785,16
4977,2026-08-21 09:51:12.013,2026-08-21 09:51:11.973,PC<->VR 状态同步,40.29,0.27,0.00,35.97,51.36,38.18,46.68,49.79,-1.00,-1.00,-1.00,Mirror RTT,true,Not required,-55262.297,4.641,4982.4,2.785,16
4978,2026-08-21 09:51:12.018,2026-08-21 09:51:12.015,MoCap→PC,8.35,0.30,0.00,4.53,328.95,7.86,9.69,221.94,8.35,11.00,0.00,,false,,0.000,0.000,0.0,0.000,0
4979,2026-08-21 09:51:12.019,2026-08-21 09:51:12.015,EyeTracking→PC,4.18,2.16,0.00,0.58,314.71,3.34,15.58,205.86,4.18,10.00,0.00,Estimated VR->PC one-way delay,true,Ready,-55262.297,4.641,4990.1,2.785,16
4980,2026-08-21 09:51:12.029,2026-08-21 09:51:12.026,MoCap→PC,8.08,0.30,0.00,4.53,328.95,7.86,9.69,221.94,8.08,11.00,0.00,,false,,0.000,0.000,0.0,0.000,0
4981,2026-08-21 09:51:12.028,2026-08-21 09:51:12.026,EyeTracking→PC,2.03,2.16,0.00,0.58,314.71,3.34,15.58,205.86,2.03,11.00,0.00,Estimated VR->PC one-way delay,true,Ready,-55262.297,4.641,4999.1,2.785,16
4982,2026-08-21 09:51:12.032,2026-08-21 09:51:11.992,PC<->VR 状态同步,40.29,0.30,0.00,35.97,51.36,38.18,46.68,49.79,-1.00,-1.00,-1.00,Mirror RTT,true,Not required,-55262.297,4.641,5001.1,2.785,16
4983,2026-08-21 09:51:12.038,2026-08-21 09:51:12.036,EyeTracking→PC,2.16,2.16,0.00,0.58,314.71,3.34,15.58,205.86,2.16,10.00,0.00,Estimated VR->PC one-way delay,true,Ready,-55262.297,4.641,5009.4,2.785,16
4984,2026-08-21 09:51:12.041,2026-08-21 09:51:12.037,MoCap→PC,8.52,0.30,0.00,4.53,328.95,7.86,9.69,221.94,8.52,11.00,0.00,,false,,0.000,0.000,0.0,0.000,0
4985,2026-08-21 09:51:12.043,2026-08-21 09:51:12.003,PC<->VR 状态同步,40.29,0.33,0.00,35.97,51.36,38.18,46.68,49.79,-1.00,-1.00,-1.00,Mirror RTT,true,Not required,-55262.297,4.641,5012.2,2.785,16
4986,2026-08-21 09:51:12.048,2026-08-21 09:51:12.046,EyeTracking→PC,2.62,2.16,0.00,0.58,314.71,3.34,15.58,205.86,2.62,10.00,0.00,Estimated VR->PC one-way delay,true,Ready,-55262.297,4.641,5019.6,2.785,16
4987,2026-08-21 09:51:12.050,2026-08-21 09:51:12.048,MoCap→PC,7.56,0.30,0.00,4.53,328.95,7.86,9.69,221.94,7.56,11.00,0.00,,false,,0.000,0.000,0.0,0.000,0
4988,2026-08-21 09:51:12.058,2026-08-21 09:51:12.057,EyeTracking→PC,1.64,2.16,0.00,0.58,314.71,3.34,15.58,205.86,1.64,11.00,0.00,Estimated VR->PC one-way delay,true,Ready,-55262.297,4.641,5029.5,2.785,16
4989,2026-08-21 09:51:12.061,2026-08-21 09:51:12.059,MoCap→PC,7.27,0.30,0.00,4.53,328.95,7.86,9.69,221.94,7.27,11.00,0.00,,false,,0.000,0.000,0.0,0.000,0
4990,2026-08-21 09:51:12.067,2026-08-21 09:51:12.027,PC<->VR 状态同步,40.29,0.33,0.00,35.97,51.36,38.18,46.68,49.79,-1.00,-1.00,-1.00,Mirror RTT,true,Not required,-55262.297,4.641,5036.9,2.785,16
