序号,采集时间,发出时间,链路,延迟(毫秒),抖动(毫秒),丢包率(%),最小延迟,最大延迟,中位延迟,95百分位延迟,99百分位延迟,帧到达延迟,帧间隔（毫秒）,丢帧率(%),测量类型,时钟同步有效,时钟同步状态,时钟偏移(毫秒),同步RTT(毫秒),同步年龄(毫秒),偏移不确定度上界(毫秒),同步样本数
65569,2026-08-21 09:54:19.121,2026-08-21 09:54:19.111,MoCap→VR,10.21,0.30,0.00,6.65,24.20,10.13,14.87,20.41,10.21,11.00,0.00,,false,,0.000,0.000,0.0,0.000,0
65570,2026-08-21 09:54:19.134,2026-08-21 09:54:19.122,MoCap→VR,11.75,0.30,0.00,6.65,24.20,10.13,14.87,20.41,11.75,11.00,0.00,,false,,0.000,0.000,0.0,0.000,0
65571,2026-08-21 09:54:19.146,2026-08-21 09:54:19.133,MoCap→VR,12.85,0.30,0.00,6.65,24.20,10.13,14.87,20.41,12.85,11.00,0.00,,false,,0.000,0.000,0.0,0.000,0
65572,2026-08-21 09:54:19.156,2026-08-21 09:54:19.144,MoCap→VR,11.72,0.30,0.00,6.65,24.20,10.13,14.87,20.41,11.72,11.00,0.00,,false,,0.000,0.000,0.0,0.000,0
65573,2026-08-21 09:54:19.170,2026-08-21 09:54:19.155,MoCap→VR,15.01,0.30,0.00,6.65,24.20,10.13,15.04,20.41,15.01,11.00,0.00,,false,,0.000,0.000,0.0,0.000,0
65574,2026-08-21 09:54:19.177,2026-08-21 09:54:19.166,MoCap→VR,10.56,0.30,0.00,6.65,24.20,10.13,15.04,20.41,10.56,11.00,0.00,,false,,0.000,0.000,0.0,0.000,0
65575,2026-08-21 09:54:19.191,2026-08-21 09:54:19.177,MoCap→VR,14.04,0.30,0.00,6.65,24.20,10.14,15.04,20.41,14.04,11.00,0.00,,false,,0.000,0.000,0.0,0.000,0
65576,2026-08-21 09:54:19.200,2026-08-21 09:54:19.189,MoCap→VR,11.40,0.36,0.00,6.65,24.20,10.14,15.04,20.41,11.40,12.00,0.00,,false,,0.000,0.000,0.0,0.000,0
65577,2026-08-21 09:54:19.212,2026-08-21 09:54:19.200,MoCap→VR,12.09,0.30,0.00,6.65,24.20,10.14,15.04,20.41,12.09,11.00,0.00,,false,,0.000,0.000,0.0,0.000,0
65578,2026-08-21 09:54:19.222,2026-08-21 09:54:19.211,MoCap→VR,10.67,0.30,0.00,6.65,24.20,10.14,15.04,20.41,10.67,11.00,0.00,,false,,0.000,0.000,0.0,0.000,0
65579,2026-08-21 09:54:19.232,2026-08-21 09:54:19.222,MoCap→VR,9.54,0.30,0.00,6.65,24.20,10.14,15.04,20.41,9.54,11.00,0.00,,false,,0.000,0.000,0.0,0.000,0
65580,2026-08-21 09:54:19.247,2026-08-21 09:54:19.233,MoCap→VR,13.56,0.30,0.00,6.65,24.20,10.14,14.85,20.41,13.56,11.00,0.00,,false,,0.000,0.000,0.0,0.000,0
65581,2026-08-21 09:54:19.256,2026-08-21 09:54:19.244,MoCap→VR,12.26,0.30,0.00,6.65,24.20,10.14,14.85,20.41,12.26,11.00,0.00,,false,,0.000,0.000,0.0,0.000,0
65582,2026-08-21 09:54:19.266,2026-08-21 09:54:19.255,MoCap→VR,11.45,0.30,0.00,6.65,24.20,10.14,14.85,20.41,11.45,11.00,0.00,,false,,0.000,0.000,0.0,0.000,0
65583,2026-08-21 09:54:19.278,2026-08-21 09:54:19.266,MoCap→VR,12.22,0.30,0.00,6.65,24.20,10.14,14.85,20.41,12.22,11.00,0.00,,false,,0.000,0.000,0.0,0.000,0
65584,2026-08-21 09:54:19.287,2026-08-21 09:54:19.278,MoCap→VR,9.31,0.36,0.00,6.65,24.20,10.14,14.85,20.41,9.31,12.00,0.00,,false,,0.000,0.000,0.0,0.000,0
65585,2026-08-21 09:54:19.304,2026-08-21 09:54:19.289,MoCap→VR,15.35,0.36,0.00,6.65,24.20,10.14,15.03,20.41,15.35,11.00,0.00,,false,,0.000,0.000,0.0,0.000,0
65586,2026-08-21 09:54:19.311,2026-08-21 09:54:19.300,MoCap→VR,10.86,0.36,0.00,6.65,24.20,10.15,15.03,20.41,10.86,11.00,0.00,,false,,0.000,0.000,0.0,0.000,0
65587,2026-08-21 09:54:19.320,2026-08-21 09:54:19.311,MoCap→VR,9.17,0.30,0.00,6.65,24.20,10.14,15.03,20.41,9.17,11.00,0.00,,false,,0.000,0.000,0.0,0.000,0
65588,2026-08-21 09:54:19.332,2026-08-21 09:54:19.322,MoCap→VR,10.03,0.30,0.00,6.65,24.20,10.14,15.03,20.41,10.03,11.00,0.00,,false,,0.000,0.000,0.0,0.000,0
65589,2026-08-21 09:54:19.344,2026-08-21 09:54:19.333,MoCap→VR,10.53,0.30,0.00,6.65,24.20,10.15,15.03,20.41,10.53,11.00,0.00,,false,,0.000,0.000,0.0,0.000,0
65590,2026-08-21 09:54:19.353,2026-08-21 09:54:19.344,MoCap→VR,9.38,0.30,0.00,6.65,24.20,10.14,15.03,20.41,9.38,11.00,0.00,,false,,0.000,0.000,0.0,0.000,0
65591,2026-08-21 09:54:19.373,2026-08-21 09:54:19.355,MoCap→VR,18.04,0.30,0.00,6.65,24.20,10.14,15.36,20.41,18.04,11.00,0.00,,false,,0.000,0.000,0.0,0.000,0
65592,2026-08-21 09:54:19.381,2026-08-21 09:54:19.367,MoCap→VR,13.61,0.36,0.00,6.65,24.20,10.15,15.36,20.41,13.61,12.00,0.00,,false,,0.000,0.000,0.0,0.000,0
65593,2026-08-21 09:54:19.386,2026-08-21 09:54:19.378,MoCap→VR,8.40,0.36,0.00,6.65,24.20,10.14,15.36,20.41,8.40,11.00,0.00,,false,,0.000,0.000,0.0,0.000,0
65594,2026-08-21 09:54:19.398,2026-08-21 09:54:19.369,PC<->VR 状态同步,29.49,0.20,0.00,27.82,31.55,29.59,31.29,31.46,-1.00,-1.00,-1.00,Mirror RTT,true,Not required,-55256.348,3.457,2241.4,1.826,168
65595,2026-08-21 09:54:19.400,2026-08-21 09:54:19.398,EyeTracking→PC,2.14,1.74,0.00,0.54,9.99,2.24,4.50,6.64,2.14,10.00,0.00,Estimated VR->PC one-way delay,true,Ready,-55256.348,3.457,2244.4,1.826,168
65596,2026-08-21 09:54:19.402,2026-08-21 09:54:19.400,MoCap→PC,8.20,0.48,0.01,4.47,11.11,7.47,9.06,9.65,8.20,12.00,0.01,,false,,0.000,0.000,0.0,0.000,0
65597,2026-08-21 09:54:19.410,2026-08-21 09:54:19.408,EyeTracking→PC,2.41,1.74,0.00,0.54,9.99,2.24,4.50,6.64,2.41,10.00,0.00,Estimated VR->PC one-way delay,true,Ready,-55256.348,3.457,2255.1,1.826,168
65598,2026-08-21 09:54:19.413,2026-08-21 09:54:19.411,MoCap→PC,6.24,0.44,0.01,4.47,11.11,7.47,9.06,9.65,6.24,11.00,0.01,,false,,0.000,0.000,0.0,0.000,0
65599,2026-08-21 09:54:19.422,2026-08-21 09:54:19.419,EyeTracking→PC,2.81,1.74,0.00,0.54,9.99,2.24,4.50,6.64,2.81,11.00,0.00,Estimated VR->PC one-way delay,true,Ready,-55256.348,3.457,2266.2,1.826,168
65600,2026-08-21 09:54:19.425,2026-08-21 09:54:19.422,MoCap→PC,7.80,0.44,0.01,4.47,11.11,7.47,9.06,9.65,7.80,11.00,0.01,,false,,0.000,0.000,0.0,0.000,0
65601,2026-08-21 09:54:19.432,2026-08-21 09:54:19.403,PC<->VR 状态同步,29.49,0.20,0.00,27.82,31.55,29.59,31.29,31.46,-1.00,-1.00,-1.00,Mirror RTT,true,Not required,-55256.348,3.457,2275.6,1.826,168
65602,2026-08-21 09:54:19.431,2026-08-21 09:54:19.429,EyeTracking→PC,1.90,1.74,0.00,0.54,9.99,2.24,4.50,6.64,1.90,10.00,0.00,Estimated VR->PC one-way delay,true,Ready,-55256.348,3.457,2275.8,1.826,168
65603,2026-08-21 09:54:19.435,2026-08-21 09:54:19.433,MoCap→PC,6.59,0.44,0.01,4.47,11.11,7.47,9.05,9.64,6.59,11.00,0.01,,false,,0.000,0.000,0.0,0.000,0
65604,2026-08-21 09:54:19.441,2026-08-21 09:54:19.439,EyeTracking→PC,2.52,1.74,0.00,0.54,9.99,2.24,4.50,6.64,2.52,10.00,0.00,Estimated VR->PC one-way delay,true,Ready,-55256.348,3.457,2286.1,1.826,168
65605,2026-08-21 09:54:19.447,2026-08-21 09:54:19.444,MoCap→PC,8.40,0.44,0.01,4.47,11.11,7.47,9.05,9.64,8.40,11.00,0.01,,false,,0.000,0.000,0.0,0.000,0
65606,2026-08-21 09:54:19.452,2026-08-21 09:54:19.450,EyeTracking→PC,1.67,1.73,0.00,0.54,9.99,2.24,4.50,6.64,1.67,11.00,0.00,Estimated VR->PC one-way delay,true,Ready,-55256.348,3.457,2295.8,1.826,168
65607,2026-08-21 09:54:19.458,2026-08-21 09:54:19.455,MoCap→PC,8.03,0.44,0.01,4.47,11.11,7.47,9.05,9.64,8.03,11.00,0.01,,false,,0.000,0.000,0.0,0.000,0
65608,2026-08-21 09:54:19.464,2026-08-21 09:54:19.435,PC<->VR 状态同步,29.49,0.19,0.00,27.82,31.55,29.59,31.29,31.46,-1.00,-1.00,-1.00,Mirror RTT,true,Not required,-55256.348,3.457,2307.5,1.826,168
65609,2026-08-21 09:54:19.462,2026-08-21 09:54:19.460,EyeTracking→PC,2.59,1.74,0.00,0.54,9.99,2.24,4.50,6.64,2.59,10.00,0.00,Estimated VR->PC one-way delay,true,Ready,-55256.348,3.457,2307.5,1.826,168
65610,2026-08-21 09:54:19.469,2026-08-21 09:54:19.466,MoCap→PC,7.56,0.44,0.01,4.47,11.11,7.47,9.05,9.64,7.56,11.00,0.01,,false,,0.000,0.000,0.0,0.000,0
65611,2026-08-21 09:54:19.474,2026-08-21 09:54:19.471,EyeTracking→PC,2.70,1.73,0.00,0.54,9.99,2.24,4.50,6.64,2.70,11.00,0.00,Estimated VR->PC one-way delay,true,Ready,-55256.348,3.457,2319.3,1.826,168
65612,2026-08-21 09:54:19.480,2026-08-21 09:54:19.478,MoCap→PC,8.04,0.48,0.01,4.47,11.11,7.48,9.05,9.64,8.04,12.00,0.01,,false,,0.000,0.000,0.0,0.000,0
65613,2026-08-21 09:54:19.483,2026-08-21 09:54:19.481,EyeTracking→PC,2.56,1.73,0.00,0.54,9.99,2.24,4.50,6.64,2.56,10.00,0.00,Estimated VR->PC one-way delay,true,Ready,-55256.348,3.457,2329.4,1.826,168
65614,2026-08-21 09:54:19.491,2026-08-21 09:54:19.489,MoCap→PC,8.22,0.48,0.01,4.47,11.11,7.48,9.05,9.64,8.22,11.00,0.01,,false,,0.000,0.000,0.0,0.000,0
65615,2026-08-21 09:54:19.494,2026-08-21 09:54:19.492,EyeTracking→PC,1.79,1.73,0.00,0.54,9.99,2.24,4.50,6.64,1.79,11.00,0.00,Estimated VR->PC one-way delay,true,Ready,-55256.348,3.457,2337.9,1.826,168
65616,2026-08-21 09:54:19.496,2026-08-21 09:54:19.467,PC<->VR 状态同步,29.49,0.19,0.00,27.82,31.55,29.59,31.29,31.46,-1.00,-1.00,-1.00,Mirror RTT,true,Not required,-55256.348,3.457,2339.8,1.826,168
65617,2026-08-21 09:54:19.502,2026-08-21 09:54:19.500,MoCap→PC,8.29,0.44,0.01,4.47,11.11,7.48,9.05,9.64,8.29,11.00,0.01,,false,,0.000,0.000,0.0,0.000,0
65618,2026-08-21 09:54:19.505,2026-08-21 09:54:19.502,EyeTracking→PC,2.68,1.73,0.00,0.54,9.99,2.24,4.50,6.64,2.68,10.00,0.00,Estimated VR->PC one-way delay,true,Ready,-55256.348,3.457,2350.6,1.826,168
65619,2026-08-21 09:54:19.513,2026-08-21 09:54:19.484,PC<->VR 状态同步,29.49,0.19,0.00,27.82,31.55,29.59,31.29,31.46,-1.00,-1.00,-1.00,Mirror RTT,true,Not required,-55256.348,3.457,2356.8,1.826,168
65620,2026-08-21 09:54:19.513,2026-08-21 09:54:19.511,MoCap→PC,8.26,0.44,0.01,4.47,11.11,7.48,9.05,9.64,8.26,11.00,0.01,,false,,0.000,0.000,0.0,0.000,0
65621,2026-08-21 09:54:19.514,2026-08-21 09:54:19.513,EyeTracking→PC,1.51,1.73,0.00,0.54,9.99,2.24,4.50,6.64,1.51,11.00,0.00,Estimated VR->PC one-way delay,true,Ready,-55256.348,3.457,2359.3,1.826,168
65622,2026-08-21 09:54:19.524,2026-08-21 09:54:19.522,MoCap→PC,7.40,0.44,0.01,4.47,11.11,7.48,9.05,9.64,7.40,11.00,0.01,,false,,0.000,0.000,0.0,0.000,0
65623,2026-08-21 09:54:19.525,2026-08-21 09:54:19.523,EyeTracking→PC,1.71,1.73,0.00,0.54,9.99,2.24,4.50,6.64,1.71,10.00,0.00,Estimated VR->PC one-way delay,true,Ready,-55256.348,3.457,2369.5,1.826,168
65624,2026-08-21 09:54:19.532,2026-08-21 09:54:19.503,PC<->VR 状态同步,29.70,0.19,0.00,27.82,31.55,29.59,31.29,31.46,-1.00,-1.00,-1.00,Mirror RTT,true,Not required,-55256.348,3.457,2375.2,1.826,168
65625,2026-08-21 09:54:19.535,2026-08-21 09:54:19.533,MoCap→PC,6.86,0.44,0.01,4.47,11.11,7.48,9.05,9.64,6.86,11.00,0.01,,false,,0.000,0.000,0.0,0.000,0
65626,2026-08-21 09:54:19.535,2026-08-21 09:54:19.533,EyeTracking→PC,2.03,1.73,0.00,0.54,9.99,2.24,4.50,6.64,2.03,10.00,0.00,Estimated VR->PC one-way delay,true,Ready,-55256.348,3.457,2379.4,1.826,168
65627,2026-08-21 09:54:19.543,2026-08-21 09:54:19.514,PC<->VR 状态同步,29.70,0.18,0.00,27.82,31.55,29.59,31.29,31.46,-1.00,-1.00,-1.00,Mirror RTT,true,Not required,-55256.348,3.457,2386.3,1.826,168
65628,2026-08-21 09:54:19.546,2026-08-21 09:54:19.544,MoCap→PC,5.38,0.44,0.01,4.47,11.11,7.48,9.05,9.64,5.38,11.00,0.01,,false,,0.000,0.000,0.0,0.000,0
65629,2026-08-21 09:54:19.546,2026-08-21 09:54:19.543,EyeTracking→PC,2.80,1.73,0.00,0.54,9.99,2.24,4.50,6.64,2.80,10.00,0.00,Estimated VR->PC one-way delay,true,Ready,-55256.348,3.457,2390.1,1.826,168
65630,2026-08-21 09:54:19.556,2026-08-21 09:54:19.554,EyeTracking→PC,2.06,1.73,0.00,0.54,9.99,2.24,4.50,6.64,2.06,11.00,0.00,Estimated VR->PC one-way delay,true,Ready,-55256.348,3.457,2401.4,1.826,168
65631,2026-08-21 09:54:19.558,2026-08-21 09:54:19.555,MoCap→PC,8.76,0.44,0.01,4.47,11.11,7.48,9.05,9.64,8.76,11.00,0.01,,false,,0.000,0.000,0.0,0.000,0
65632,2026-08-21 09:54:19.564,2026-08-21 09:54:19.535,PC<->VR 状态同步,29.70,0.18,0.00,27.82,31.55,29.59,31.29,31.46,-1.00,-1.00,-1.00,Mirror RTT,true,Not required,-55256.348,3.457,2407.0,1.826,168
65633,2026-08-21 09:54:19.566,2026-08-21 09:54:19.564,EyeTracking→PC,2.02,1.73,0.00,0.54,9.99,2.24,4.50,6.64,2.02,10.00,0.00,Estimated VR->PC one-way delay,true,Ready,-55256.348,3.457,2410.3,1.826,168
65634,2026-08-21 09:54:19.569,2026-08-21 09:54:19.566,MoCap→PC,7.80,0.44,0.01,4.47,11.11,7.48,9.05,9.64,7.80,11.00,0.01,,false,,0.000,0.000,0.0,0.000,0
65635,2026-08-21 09:54:19.577,2026-08-21 09:54:19.574,EyeTracking→PC,2.67,0.48,0.00,0.54,9.99,2.24,4.50,6.64,2.67,10.00,0.00,Estimated VR->PC one-way delay,true,Ready,-55256.348,3.457,2421.5,1.826,168
65636,2026-08-21 09:54:19.578,2026-08-21 09:54:19.549,PC<->VR 状态同步,29.70,0.18,0.00,27.82,31.55,29.59,31.29,31.46,-1.00,-1.00,-1.00,Mirror RTT,true,Not required,-55256.348,3.457,2421.9,1.826,168
65637,2026-08-21 09:54:19.580,2026-08-21 09:54:19.577,MoCap→PC,9.37,0.44,0.01,4.47,11.11,7.48,9.06,9.64,9.37,11.00,0.01,,false,,0.000,0.000,0.0,0.000,0
65638,2026-08-21 09:54:19.586,2026-08-21 09:54:19.585,EyeTracking→PC,0.65,0.49,0.00,0.54,9.99,2.24,4.50,6.64,0.65,11.00,0.00,Estimated VR->PC one-way delay,true,Ready,-55256.348,3.457,2430.0,1.826,168
65639,2026-08-21 09:54:19.591,2026-08-21 09:54:19.589,MoCap→PC,6.72,0.44,0.01,4.47,11.11,7.48,9.06,9.64,6.72,12.00,0.01,,false,,0.000,0.000,0.0,0.000,0
65640,2026-08-21 09:54:19.598,2026-08-21 09:54:19.569,PC<->VR 状态同步,29.70,0.18,0.00,27.82,31.55,29.59,31.29,31.46,-1.00,-1.00,-1.00,Mirror RTT,true,Not required,-55256.348,3.457,2441.3,1.826,168
65641,2026-08-21 09:54:19.597,2026-08-21 09:54:19.595,EyeTracking→PC,1.91,0.48,0.00,0.54,9.99,2.24,4.50,6.64,1.91,10.00,0.00,Estimated VR->PC one-way delay,true,Ready,-55256.348,3.457,2441.6,1.826,168
65642,2026-08-21 09:54:19.602,2026-08-21 09:54:19.600,MoCap→PC,8.15,0.44,0.01,4.47,11.11,7.48,9.06,9.64,8.15,11.00,0.01,,false,,0.000,0.000,0.0,0.000,0
65643,2026-08-21 09:54:19.607,2026-08-21 09:54:19.605,EyeTracking→PC,2.12,0.48,0.00,0.54,9.99,2.23,4.50,6.64,2.12,10.00,0.00,Estimated VR->PC one-way delay,true,Ready,-55256.348,3.457,2451.8,1.826,168
65644,2026-08-21 09:54:19.614,2026-08-21 09:54:19.611,MoCap→PC,8.95,0.36,0.01,4.47,11.11,7.48,9.06,9.64,8.95,11.00,0.01,,false,,0.000,0.000,0.0,0.000,0
65645,2026-08-21 09:54:19.617,2026-08-21 09:54:19.615,EyeTracking→PC,2.60,0.48,0.00,0.54,9.99,2.23,4.50,6.64,2.60,10.00,0.00,Estimated VR->PC one-way delay,true,Ready,-55256.348,3.457,2462.9,1.826,168
65646,2026-08-21 09:54:19.625,2026-08-21 09:54:19.622,MoCap→PC,8.96,0.30,0.01,4.47,11.11,7.48,9.06,9.64,8.96,11.00,0.01,,false,,0.000,0.000,0.0,0.000,0
65647,2026-08-21 09:54:19.628,2026-08-21 09:54:19.626,EyeTracking→PC,1.69,0.48,0.00,0.54,9.99,2.23,4.50,6.64,1.69,11.00,0.00,Estimated VR->PC one-way delay,true,Ready,-55256.348,3.457,2472.6,1.826,168
65648,2026-08-21 09:54:19.630,2026-08-21 09:54:19.601,PC<->VR 状态同步,29.83,0.18,0.00,27.82,31.55,29.59,31.29,31.46,-1.00,-1.00,-1.00,Mirror RTT,true,Not required,-55256.348,3.457,2473.6,1.826,168
65649,2026-08-21 09:54:19.635,2026-08-21 09:54:19.633,MoCap→PC,6.32,0.30,0.01,4.47,11.11,7.48,9.06,9.64,6.32,11.00,0.01,,false,,0.000,0.000,0.0,0.000,0
65650,2026-08-21 09:54:19.640,2026-08-21 09:54:19.637,EyeTracking→PC,3.11,0.49,0.00,0.54,9.99,2.23,4.50,6.64,3.11,11.00,0.00,Estimated VR->PC one-way delay,true,Ready,-55256.348,3.457,2484.1,1.826,168
65651,2026-08-21 09:54:19.647,2026-08-21 09:54:19.644,MoCap→PC,7.93,0.30,0.01,4.47,11.11,7.48,9.06,9.64,7.93,11.00,0.01,,false,,0.000,0.000,0.0,0.000,0
65652,2026-08-21 09:54:19.648,2026-08-21 09:54:19.619,PC<->VR 状态同步,29.83,0.19,0.00,27.82,31.55,29.59,31.29,31.46,-1.00,-1.00,-1.00,Mirror RTT,true,Not required,-55256.348,3.457,2491.3,1.826,168
65653,2026-08-21 09:54:19.649,2026-08-21 09:54:19.647,EyeTracking→PC,1.99,0.49,0.00,0.54,9.99,2.23,4.50,6.64,1.99,10.00,0.00,Estimated VR->PC one-way delay,true,Ready,-55256.348,3.457,2493.6,1.826,168
65654,2026-08-21 09:54:19.658,2026-08-21 09:54:19.655,MoCap→PC,6.93,0.30,0.01,4.47,11.11,7.48,9.06,9.64,6.93,11.00,0.01,,false,,0.000,0.000,0.0,0.000,0
65655,2026-08-21 09:54:19.659,2026-08-21 09:54:19.630,PC<->VR 状态同步,29.83,0.20,0.00,27.82,31.55,29.59,31.29,31.46,-1.00,-1.00,-1.00,Mirror RTT,true,Not required,-55256.348,3.457,2503.0,1.826,168
65656,2026-08-21 09:54:19.659,2026-08-21 09:54:19.657,EyeTracking→PC,2.19,0.48,0.00,0.54,9.99,2.23,4.50,6.64,2.19,10.00,0.00,Estimated VR->PC one-way delay,true,Ready,-55256.348,3.457,2504.0,1.826,168
65657,2026-08-21 09:54:19.668,2026-08-21 09:54:19.667,MoCap→PC,4.68,0.36,0.01,4.47,11.11,7.48,9.06,9.64,4.68,12.00,0.01,,false,,0.000,0.000,0.0,0.000,0
65658,2026-08-21 09:54:19.669,2026-08-21 09:54:19.667,EyeTracking→PC,2.57,0.48,0.00,0.54,9.99,2.23,4.45,6.64,2.57,10.00,0.00,Estimated VR->PC one-way delay,true,Ready,-55256.348,3.457,2514.6,1.826,168
65659,2026-08-21 09:54:19.680,2026-08-21 09:54:19.677,MoCap→PC,9.08,0.44,0.01,4.47,11.11,7.48,9.07,9.64,9.08,10.00,0.01,,false,,0.000,0.000,0.0,0.000,0
65660,2026-08-21 09:54:19.680,2026-08-21 09:54:19.678,EyeTracking→PC,1.94,0.48,0.00,0.54,9.99,2.23,4.45,6.64,1.94,11.00,0.00,Estimated VR->PC one-way delay,true,Ready,-55256.348,3.457,2524.3,1.826,168
65661,2026-08-21 09:54:19.684,2026-08-21 09:54:19.655,PC<->VR 状态同步,29.83,0.19,0.00,27.82,31.55,29.59,31.29,31.46,-1.00,-1.00,-1.00,Mirror RTT,true,Not required,-55256.348,3.457,2527.1,1.826,168
65662,2026-08-21 09:54:19.691,2026-08-21 09:54:19.688,MoCap→PC,8.37,0.44,0.01,4.47,11.11,7.48,9.07,9.64,8.37,11.00,0.01,,false,,0.000,0.000,0.0,0.000,0
65663,2026-08-21 09:54:19.691,2026-08-21 09:54:19.688,EyeTracking→PC,3.12,0.48,0.00,0.54,9.99,2.23,4.45,6.64,3.12,10.00,0.00,Estimated VR->PC one-way delay,true,Ready,-55256.348,3.457,2535.5,1.826,168
65664,2026-08-21 09:54:19.694,2026-08-21 09:54:19.665,PC<->VR 状态同步,29.83,0.19,0.00,27.82,31.55,29.59,31.29,31.46,-1.00,-1.00,-1.00,Mirror RTT,true,Not required,-55256.348,3.457,2537.4,1.826,168
65665,2026-08-21 09:54:19.702,2026-08-21 09:54:19.700,MoCap→PC,6.88,0.44,0.01,4.47,11.11,7.48,9.07,9.64,6.88,12.00,0.01,,false,,0.000,0.000,0.0,0.000,0
65666,2026-08-21 09:54:19.702,2026-08-21 09:54:19.698,EyeTracking→PC,4.36,0.46,0.00,0.54,9.99,2.23,4.45,6.64,4.36,10.00,0.00,Estimated VR->PC one-way delay,true,Ready,-55256.348,3.457,2547.1,1.826,168
65667,2026-08-21 09:54:19.710,2026-08-21 09:54:19.709,EyeTracking→PC,1.33,0.48,0.00,0.54,9.99,2.23,4.45,6.64,1.33,11.00,0.00,Estimated VR->PC one-way delay,true,Ready,-55256.348,3.457,2555.1,1.826,168
65668,2026-08-21 09:54:19.713,2026-08-21 09:54:19.711,MoCap→PC,7.79,0.44,0.01,4.47,11.11,7.48,9.07,9.64,7.79,11.00,0.01,,false,,0.000,0.000,0.0,0.000,0
65669,2026-08-21 09:54:19.715,2026-08-21 09:54:19.686,PC<->VR 状态同步,29.83,0.18,0.00,27.82,31.55,29.59,31.29,31.46,-1.00,-1.00,-1.00,Mirror RTT,true,Not required,-55256.348,3.457,2558.9,1.826,168
65670,2026-08-21 09:54:19.721,2026-08-21 09:54:19.719,EyeTracking→PC,1.85,0.46,0.00,0.54,9.99,2.23,4.45,6.64,1.85,10.00,0.00,Estimated VR->PC one-way delay,true,Ready,-55256.348,3.457,2564.9,1.826,168
65671,2026-08-21 09:54:19.724,2026-08-21 09:54:19.722,MoCap→PC,8.08,0.44,0.01,4.47,11.11,7.48,9.07,9.64,8.08,11.00,0.01,,false,,0.000,0.000,0.0,0.000,0
65672,2026-08-21 09:54:19.731,2026-08-21 09:54:19.729,EyeTracking→PC,2.07,0.46,0.00,0.54,9.99,2.23,4.45,6.64,2.07,10.00,0.00,Estimated VR->PC one-way delay,true,Ready,-55256.348,3.457,2575.3,1.826,168
65673,2026-08-21 09:54:19.736,2026-08-21 09:54:19.733,MoCap→PC,8.79,0.44,0.01,4.47,11.11,7.48,9.07,9.64,8.79,11.00,0.01,,false,,0.000,0.000,0.0,0.000,0
65674,2026-08-21 09:54:19.741,2026-08-21 09:54:19.739,EyeTracking→PC,2.26,0.46,0.00,0.54,9.99,2.23,4.45,6.64,2.26,10.00,0.00,Estimated VR->PC one-way delay,true,Ready,-55256.348,3.457,2586.2,1.826,168
65675,2026-08-21 09:54:19.747,2026-08-21 09:54:19.718,PC<->VR 状态同步,29.93,0.17,0.00,27.82,31.55,29.59,31.29,31.46,-1.00,-1.00,-1.00,Mirror RTT,true,Not required,-55256.348,3.457,2590.8,1.826,168
65676,2026-08-21 09:54:19.747,2026-08-21 09:54:19.744,MoCap→PC,7.70,0.44,0.01,4.47,11.11,7.48,9.07,9.64,7.70,11.00,0.01,,false,,0.000,0.000,0.0,0.000,0
65677,2026-08-21 09:54:19.751,2026-08-21 09:54:19.750,EyeTracking→PC,1.60,0.48,0.00,0.54,9.99,2.23,4.45,6.64,1.60,11.00,0.00,Estimated VR->PC one-way delay,true,Ready,-55256.348,3.457,2595.7,1.826,168
65678,2026-08-21 09:54:19.758,2026-08-21 09:54:19.756,MoCap→PC,7.09,0.48,0.01,4.47,11.11,7.48,9.07,9.64,7.09,12.00,0.01,,false,,0.000,0.000,0.0,0.000,0
65679,2026-08-21 09:54:19.762,2026-08-21 09:54:19.760,EyeTracking→PC,2.08,0.46,0.00,0.54,9.99,2.23,4.45,6.64,2.08,10.00,0.00,Estimated VR->PC one-way delay,true,Ready,-55256.348,3.457,2606.5,1.826,168
65680,2026-08-21 09:54:19.764,2026-08-21 09:54:19.735,PC<->VR 状态同步,29.93,0.17,0.00,27.82,31.55,29.59,31.29,31.46,-1.00,-1.00,-1.00,Mirror RTT,true,Not required,-55256.348,3.457,2607.0,1.826,168
65681,2026-08-21 09:54:19.768,2026-08-21 09:54:19.766,MoCap→PC,6.84,0.54,0.01,4.47,11.11,7.48,9.07,9.64,6.84,10.00,0.01,,false,,0.000,0.000,0.0,0.000,0
65682,2026-08-21 09:54:19.772,2026-08-21 09:54:19.770,EyeTracking→PC,2.30,0.46,0.00,0.54,9.99,2.23,4.45,6.64,2.30,10.00,0.00,Estimated VR->PC one-way delay,true,Ready,-55256.348,3.457,2617.3,1.826,168
65683,2026-08-21 09:54:19.780,2026-08-21 09:54:19.777,MoCap→PC,8.84,0.54,0.01,4.47,11.11,7.48,9.07,9.64,8.84,11.00,0.01,,false,,0.000,0.000,0.0,0.000,0
65684,2026-08-21 09:54:19.781,2026-08-21 09:54:19.752,PC<->VR 状态同步,29.93,0.17,0.00,27.82,31.55,29.59,31.29,31.46,-1.00,-1.00,-1.00,Mirror RTT,true,Not required,-55256.348,3.457,2624.8,1.826,168
65685,2026-08-21 09:54:19.782,2026-08-21 09:54:19.781,EyeTracking→PC,1.30,0.48,0.00,0.54,9.99,2.22,4.45,6.64,1.30,11.00,0.00,Estimated VR->PC one-way delay,true,Ready,-55256.348,3.457,2627.0,1.826,168
