序号,采集时间,商品ID,商品名称,位置X,位置Y,位置Z,旋转X,旋转Y,旋转Z
416,2026-08-14 21:50:32.802,147,Qdi_moka(Clone),0.710000,0.722327,-1.638082,340.438900,337.747100,143.803700
417,2026-08-14 21:50:32.873,91,haoliyou_caomei(Clone),0.580000,0.040000,-1.067211,74.371480,207.195000,88.012670
418,2026-08-14 21:50:32.873,147,Qdi_moka(Clone),0.720000,0.436053,-1.620000,8.977424,1.637806,126.712000
419,2026-08-14 21:50:32.937,91,haoliyou_caomei(Clone),0.580000,0.040000,-1.070000,82.257010,208.674500,89.285580
420,2026-08-14 21:50:32.938,147,Qdi_moka(Clone),0.780646,0.259354,-1.589677,28.522470,358.326800,100.921000
421,2026-08-14 21:50:32.988,91,haoliyou_caomei(Clone),0.580000,0.030000,-1.070000,89.657930,212.745600,93.467890
422,2026-08-14 21:50:32.989,147,Qdi_moka(Clone),0.825329,0.199343,-1.570000,36.668030,351.910500,86.206670
423,2026-08-14 21:50:33.052,91,haoliyou_caomei(Clone),0.580000,0.030000,-1.070000,89.829830,10.400750,251.243100
424,2026-08-14 21:50:33.052,147,Qdi_moka(Clone),0.901442,0.048838,-1.526836,74.246790,325.596600,46.629470
425,2026-08-14 21:50:33.108,147,Qdi_moka(Clone),0.904835,0.040330,-1.525165,76.705400,318.871200,39.122460
426,2026-08-14 21:50:33.175,147,Qdi_moka(Clone),0.910000,0.030000,-1.520000,89.581760,196.282800,270.612300
427,2026-08-14 21:50:34.395,145,Qdi_caomei(Clone),0.350000,0.890000,-1.800000,358.646800,0.047422,359.952600
428,2026-08-14 21:50:34.457,145,Qdi_caomei(Clone),0.350000,0.890985,-1.800000,350.942000,358.921100,0.579131
429,2026-08-14 21:50:34.509,145,Qdi_caomei(Clone),0.350000,0.900000,-1.809203,342.168800,359.435000,359.860900
430,2026-08-14 21:50:34.509,146,Qdi_caomei (1)(Clone),0.350000,0.890000,-1.940000,358.570300,359.765300,359.765300
431,2026-08-14 21:50:34.574,145,Qdi_caomei(Clone),0.350000,0.900000,-1.810000,338.089300,0.540353,358.625400
432,2026-08-14 21:50:34.574,146,Qdi_caomei (1)(Clone),0.350000,0.890000,-1.940000,353.399800,359.756600,0.093373
433,2026-08-14 21:50:34.642,145,Qdi_caomei(Clone),0.360000,0.910000,-1.810000,345.120500,3.387083,345.061600
434,2026-08-14 21:50:34.642,146,Qdi_caomei (1)(Clone),0.350000,0.900000,-1.940000,350.389300,359.606500,359.953600
435,2026-08-14 21:50:34.704,145,Qdi_caomei(Clone),0.360000,0.910000,-1.819163,351.494100,356.392600,341.777300
436,2026-08-14 21:50:34.776,145,Qdi_caomei(Clone),0.370000,0.920000,-1.823934,358.397200,345.111700,334.544100
437,2026-08-14 21:50:34.776,146,Qdi_caomei (1)(Clone),0.350000,0.900000,-1.940000,348.973100,359.606100,359.958400
438,2026-08-14 21:50:34.829,145,Qdi_caomei(Clone),0.370000,0.920000,-1.830000,359.541100,340.660700,334.228100
439,2026-08-14 21:50:34.890,145,Qdi_caomei(Clone),0.370000,0.920000,-1.830000,359.640600,337.485400,334.345200
440,2026-08-14 21:50:34.961,145,Qdi_caomei(Clone),0.370000,0.920000,-1.830000,359.315400,338.932200,334.095500
441,2026-08-14 21:50:34.961,146,Qdi_caomei (1)(Clone),0.350000,0.890000,-1.940000,352.012300,359.691200,359.942200
442,2026-08-14 21:50:35.018,146,Qdi_caomei (1)(Clone),0.350000,0.890000,-1.940000,353.857400,359.765600,359.933300
443,2026-08-14 21:50:35.072,145,Qdi_caomei(Clone),0.370000,0.920000,-1.830000,359.126100,340.024000,331.267500
444,2026-08-14 21:50:35.072,146,Qdi_caomei (1)(Clone),0.350000,0.890000,-1.940000,359.300800,359.761900,0.065630
445,2026-08-14 21:50:35.142,145,Qdi_caomei(Clone),0.370000,0.920000,-1.830000,357.932800,336.660200,327.132500
446,2026-08-14 21:50:35.207,145,Qdi_caomei(Clone),0.375642,0.925642,-1.841284,353.660200,327.717500,325.538900
447,2026-08-14 21:50:35.207,146,Qdi_caomei (1)(Clone),0.350000,0.890000,-1.945642,3.061936,1.191682,359.952600
448,2026-08-14 21:50:35.261,145,Qdi_caomei(Clone),0.370000,0.930000,-1.870000,333.312200,306.226300,327.879600
449,2026-08-14 21:50:35.261,146,Qdi_caomei (1)(Clone),0.350000,0.890000,-1.960000,358.297700,12.907790,359.089900
450,2026-08-14 21:50:35.326,145,Qdi_caomei(Clone),0.370000,0.930000,-1.870000,328.964500,307.759700,328.739100
451,2026-08-14 21:50:35.326,146,Qdi_caomei (1)(Clone),0.350000,0.892894,-1.960000,352.588900,12.814950,359.864400
452,2026-08-14 21:50:35.392,145,Qdi_caomei(Clone),0.370000,0.940000,-1.860000,328.491600,315.699900,324.770000
453,2026-08-14 21:50:35.392,146,Qdi_caomei (1)(Clone),0.350000,0.900000,-1.960000,347.059500,12.539690,0.006101
454,2026-08-14 21:50:35.392,148,Qdi_moka (1)(Clone),0.560000,0.890000,-1.940000,358.733800,359.765800,359.687500
455,2026-08-14 21:50:35.462,145,Qdi_caomei(Clone),0.370000,0.940000,-1.850000,329.694500,329.997000,316.406300
456,2026-08-14 21:50:35.462,148,Qdi_moka (1)(Clone),0.560000,0.890000,-1.940000,359.625500,359.900200,359.626100
457,2026-08-14 21:50:35.522,145,Qdi_caomei(Clone),0.380000,0.950000,-1.840000,329.369600,343.380300,303.101200
458,2026-08-14 21:50:35.522,146,Qdi_caomei (1)(Clone),0.350000,0.900000,-1.960000,341.373600,12.000790,359.881000
459,2026-08-14 21:50:35.576,145,Qdi_caomei(Clone),0.400000,0.960000,-1.830000,334.228100,0.490405,282.314100
460,2026-08-14 21:50:35.642,145,Qdi_caomei(Clone),0.416571,0.960000,-1.820000,340.458900,8.716419,270.142500
461,2026-08-14 21:50:35.709,145,Qdi_caomei(Clone),0.420000,0.950000,-1.800000,359.383500,9.702680,269.912000
462,2026-08-14 21:50:35.761,145,Qdi_caomei(Clone),0.420000,0.960000,-1.810000,349.292000,10.209290,269.277800
463,2026-08-14 21:50:35.825,145,Qdi_caomei(Clone),0.420000,0.960000,-1.810000,345.840800,10.240040,269.486200
464,2026-08-14 21:50:35.876,145,Qdi_caomei(Clone),0.420000,0.960000,-1.820000,338.248500,9.936531,269.676800
465,2026-08-14 21:50:35.930,145,Qdi_caomei(Clone),0.420000,0.960000,-1.820000,339.093900,10.074310,269.795500
466,2026-08-14 21:50:35.996,145,Qdi_caomei(Clone),0.420000,0.960000,-1.814714,344.654100,10.109430,269.731500
467,2026-08-14 21:50:36.047,145,Qdi_caomei(Clone),0.420000,0.960000,-1.810000,349.360000,10.037160,269.880900
468,2026-08-14 21:50:36.111,145,Qdi_caomei(Clone),0.420000,0.950000,-1.800000,354.237100,10.074250,269.803100
469,2026-08-14 21:50:36.213,145,Qdi_caomei(Clone),0.420000,0.950000,-1.800000,353.460600,9.920069,269.939900
470,2026-08-14 21:50:36.276,145,Qdi_caomei(Clone),0.420000,0.960000,-1.810000,352.211700,10.036390,269.960500
471,2026-08-14 21:50:36.345,145,Qdi_caomei(Clone),0.420000,0.960000,-1.810000,348.876800,9.921302,270.036700
472,2026-08-14 21:50:36.396,145,Qdi_caomei(Clone),0.420000,0.960000,-1.820000,338.321400,9.839664,269.723200
473,2026-08-14 21:50:36.463,145,Qdi_caomei(Clone),0.420000,0.960000,-1.820000,340.567400,9.839064,269.687000
474,2026-08-14 21:50:36.513,145,Qdi_caomei(Clone),0.420000,0.960000,-1.812048,344.887700,9.767129,269.723700
475,2026-08-14 21:50:36.588,145,Qdi_caomei(Clone),0.420000,0.950000,-1.800000,355.157700,9.771733,269.883400
476,2026-08-14 21:50:36.646,145,Qdi_caomei(Clone),0.420000,0.950000,-1.799981,1.120100,9.758247,270.068200
477,2026-08-14 21:50:36.717,145,Qdi_caomei(Clone),0.420000,0.950000,-1.800000,0.174181,9.757394,270.145300
478,2026-08-14 21:50:36.935,145,Qdi_caomei(Clone),0.420000,0.950000,-1.790000,5.358454,10.060740,268.741200
479,2026-08-14 21:50:36.987,145,Qdi_caomei(Clone),0.430000,0.967821,-1.790000,357.187800,12.894990,270.529500
480,2026-08-14 21:50:37.057,145,Qdi_caomei(Clone),0.430000,0.960000,-1.831478,340.964900,8.841760,269.682900
481,2026-08-14 21:50:37.057,148,Qdi_moka (1)(Clone),0.560000,0.890000,-1.940000,358.907000,0.546599,359.785200
482,2026-08-14 21:50:37.110,145,Qdi_caomei(Clone),0.457738,0.977738,-1.842829,339.019900,14.396410,264.981500
483,2026-08-14 21:50:37.110,148,Qdi_moka (1)(Clone),0.560000,0.898977,-1.940000,347.016300,3.179859,358.948600
484,2026-08-14 21:50:37.163,145,Qdi_caomei(Clone),0.457924,0.980000,-1.850000,337.948300,14.721430,264.848500
485,2026-08-14 21:50:37.163,148,Qdi_moka (1)(Clone),0.560000,0.900000,-1.940000,339.541700,2.433451,0.157779
486,2026-08-14 21:50:37.559,145,Qdi_caomei(Clone),0.450361,0.950000,-1.820000,359.743600,12.800640,269.932700
487,2026-08-14 21:50:37.559,148,Qdi_moka (1)(Clone),0.560000,0.900000,-1.940000,335.163000,2.473631,0.185325
488,2026-08-14 21:50:38.795,145,Qdi_caomei(Clone),0.460000,0.948283,-1.808283,4.246990,13.364970,270.729300
489,2026-08-14 21:50:38.861,145,Qdi_caomei(Clone),0.470000,0.940000,-1.790000,3.824511,16.664090,275.013300
490,2026-08-14 21:50:38.930,145,Qdi_caomei(Clone),0.480000,0.940000,-1.790000,0.708897,17.762870,278.598400
491,2026-08-14 21:50:38.985,145,Qdi_caomei(Clone),0.490000,0.920000,-1.819361,3.382190,17.718960,282.922100
492,2026-08-14 21:50:39.043,145,Qdi_caomei(Clone),0.490000,0.920000,-1.820000,5.263552,17.657610,284.588000
493,2026-08-14 21:50:39.099,145,Qdi_caomei(Clone),0.490000,0.920000,-1.820000,5.861394,17.272220,285.558300
494,2026-08-14 21:50:39.163,145,Qdi_caomei(Clone),0.500000,0.920000,-1.820000,5.439870,17.294130,286.961100
495,2026-08-14 21:50:39.219,145,Qdi_caomei(Clone),0.500000,0.928375,-1.820000,6.164467,17.034930,288.643600
496,2026-08-14 21:50:39.285,145,Qdi_caomei(Clone),0.490000,0.950000,-1.810000,7.592405,18.071790,292.372400
497,2026-08-14 21:50:39.347,145,Qdi_caomei(Clone),0.500000,0.950000,-1.810000,7.298816,21.031930,298.285900
498,2026-08-14 21:50:39.405,145,Qdi_caomei(Clone),0.480000,0.970000,-1.775839,1.679436,23.141450,300.769700
499,2026-08-14 21:50:39.472,145,Qdi_caomei(Clone),0.490000,0.979330,-1.760000,356.405500,24.430980,302.801800
500,2026-08-14 21:50:39.530,145,Qdi_caomei(Clone),0.490000,0.980000,-1.718033,345.077200,30.639940,303.542000
501,2026-08-14 21:50:39.588,145,Qdi_caomei(Clone),0.490000,1.000000,-1.690000,329.960500,33.136330,304.757700
502,2026-08-14 21:50:39.653,145,Qdi_caomei(Clone),0.474284,1.010000,-1.648568,327.401800,32.195410,306.167000
503,2026-08-14 21:50:39.706,145,Qdi_caomei(Clone),0.470000,1.040000,-1.596106,322.299800,27.860940,309.537000
504,2026-08-14 21:50:39.768,145,Qdi_caomei(Clone),0.470000,1.017829,-1.606086,319.403600,27.364510,308.351500
505,2026-08-14 21:50:39.821,145,Qdi_caomei(Clone),0.450164,1.019116,-1.532155,320.169300,25.376160,310.278800
506,2026-08-14 21:50:39.932,145,Qdi_caomei(Clone),0.460000,1.060000,-1.485044,317.113200,24.728680,317.598700
507,2026-08-14 21:50:39.987,145,Qdi_caomei(Clone),0.460000,1.060493,-1.469014,314.257300,26.266650,318.475900
508,2026-08-14 21:50:40.041,145,Qdi_caomei(Clone),0.455575,1.074425,-1.445575,313.375700,26.756390,318.657300
509,2026-08-14 21:50:40.104,145,Qdi_caomei(Clone),0.448045,1.100000,-1.390000,313.161700,26.592320,319.109300
510,2026-08-14 21:50:40.167,145,Qdi_caomei(Clone),0.450000,1.110000,-1.380000,313.286700,26.998740,320.090200
511,2026-08-14 21:50:40.231,145,Qdi_caomei(Clone),0.450000,1.164021,-1.350000,308.930200,24.181360,329.497700
512,2026-08-14 21:50:40.286,145,Qdi_caomei(Clone),0.450000,1.179220,-1.343853,308.263400,21.344430,334.285500
513,2026-08-14 21:50:40.338,145,Qdi_caomei(Clone),0.450000,1.219572,-1.310428,308.076400,20.459280,336.792200
514,2026-08-14 21:50:40.389,145,Qdi_caomei(Clone),0.450000,1.250000,-1.309225,307.128400,19.898130,340.792500
515,2026-08-14 21:50:40.453,145,Qdi_caomei(Clone),0.450000,1.262739,-1.290000,306.936800,18.795480,342.343400
516,2026-08-14 21:50:40.521,145,Qdi_caomei(Clone),0.445934,1.300000,-1.260000,308.700400,17.263960,349.045900
517,2026-08-14 21:50:40.586,145,Qdi_caomei(Clone),0.450000,1.310000,-1.260000,306.453000,16.925080,353.010300
518,2026-08-14 21:50:40.651,145,Qdi_caomei(Clone),0.440000,1.350000,-1.240000,301.941500,12.014050,2.842837
519,2026-08-14 21:50:40.721,145,Qdi_caomei(Clone),0.421391,1.349304,-1.221392,303.695700,14.683490,0.898129
520,2026-08-14 21:50:40.791,145,Qdi_caomei(Clone),0.420000,1.360000,-1.206585,306.586400,16.543640,359.955900
521,2026-08-14 21:50:40.858,145,Qdi_caomei(Clone),0.420000,1.378950,-1.201049,310.490700,12.702700,5.458310
522,2026-08-14 21:50:40.916,91,haoliyou_caomei(Clone),0.580000,0.030000,-1.070000,89.313580,201.352000,82.163960
523,2026-08-14 21:50:40.916,145,Qdi_caomei(Clone),0.413258,1.390000,-1.180000,309.540600,11.628030,9.533032
524,2026-08-14 21:50:40.968,91,haoliyou_caomei(Clone),0.580000,0.030000,-1.070000,89.254280,200.266700,81.080280
525,2026-08-14 21:50:41.024,91,haoliyou_caomei(Clone),0.580000,0.030000,-1.070000,89.725890,95.125940,336.098700
526,2026-08-14 21:50:41.024,145,Qdi_caomei(Clone),0.400000,1.390000,-1.170000,310.563800,12.347030,10.943420
527,2026-08-14 21:50:41.088,145,Qdi_caomei(Clone),0.400000,1.390000,-1.180000,311.915900,13.486450,11.675060
528,2026-08-14 21:50:41.158,145,Qdi_caomei(Clone),0.380000,1.390000,-1.160000,311.645400,17.003640,11.081290
529,2026-08-14 21:50:41.210,145,Qdi_caomei(Clone),0.370000,1.390000,-1.160000,313.614600,21.557440,7.195323
530,2026-08-14 21:50:41.262,145,Qdi_caomei(Clone),0.370000,1.394570,-1.146290,313.477100,21.195580,8.805233
531,2026-08-14 21:50:41.327,145,Qdi_caomei(Clone),0.370000,1.406521,-1.130000,313.349400,21.134690,10.795430
532,2026-08-14 21:50:41.390,145,Qdi_caomei(Clone),0.360000,1.400000,-1.130000,311.958400,23.324160,9.934235
533,2026-08-14 21:50:41.445,145,Qdi_caomei(Clone),0.350000,1.390000,-1.130000,311.459200,29.745020,5.417463
534,2026-08-14 21:50:41.506,145,Qdi_caomei(Clone),0.342469,1.382469,-1.122469,312.269500,30.675310,5.060500
535,2026-08-14 21:50:41.562,145,Qdi_caomei(Clone),0.340000,1.390000,-1.120000,314.234000,30.808390,5.340559
536,2026-08-14 21:50:41.614,145,Qdi_caomei(Clone),0.330000,1.380000,-1.120000,314.237200,31.872460,4.371663
537,2026-08-14 21:50:41.675,145,Qdi_caomei(Clone),0.320000,1.385383,-1.104617,313.857500,33.073970,4.106502
538,2026-08-14 21:50:41.749,145,Qdi_caomei(Clone),0.315049,1.390000,-1.100000,313.646200,31.899150,7.611726
539,2026-08-14 21:50:41.810,145,Qdi_caomei(Clone),0.300000,1.396269,-1.090000,314.482100,32.726590,7.292438
540,2026-08-14 21:50:41.879,145,Qdi_caomei(Clone),0.294234,1.390000,-1.090000,315.121900,34.334310,6.875113
541,2026-08-14 21:50:41.943,145,Qdi_caomei(Clone),0.270000,1.390000,-1.078833,314.230300,34.600750,7.316810
542,2026-08-14 21:50:41.995,145,Qdi_caomei(Clone),0.270000,1.390000,-1.070000,314.270000,33.100200,8.823334
543,2026-08-14 21:50:42.046,145,Qdi_caomei(Clone),0.250000,1.390000,-1.053125,315.185500,30.687510,10.593820
544,2026-08-14 21:50:42.110,145,Qdi_caomei(Clone),0.250000,1.390000,-1.050000,315.350700,30.464500,11.312840
545,2026-08-14 21:50:42.162,145,Qdi_caomei(Clone),0.228973,1.394487,-1.028973,313.810400,32.663650,12.578420
546,2026-08-14 21:50:42.231,145,Qdi_caomei(Clone),0.210000,1.390000,-1.010000,312.917600,32.912640,12.755950
547,2026-08-14 21:50:42.294,145,Qdi_caomei(Clone),0.180000,1.391315,-0.970000,314.253000,33.872110,14.543280
548,2026-08-14 21:50:42.350,145,Qdi_caomei(Clone),0.170000,1.405009,-0.964991,313.625700,33.670150,18.552760
549,2026-08-14 21:50:42.421,145,Qdi_caomei(Clone),0.160000,1.400000,-0.960000,313.420100,36.160310,16.961110
550,2026-08-14 21:50:42.473,145,Qdi_caomei(Clone),0.130000,1.400000,-0.910000,313.954200,39.249160,14.926520
551,2026-08-14 21:50:42.522,145,Qdi_caomei(Clone),0.093274,1.400000,-0.900000,315.423700,44.354280,15.305910
552,2026-08-14 21:50:42.586,145,Qdi_caomei(Clone),0.086612,1.396612,-0.893223,315.685500,45.517950,15.043320
553,2026-08-14 21:50:42.642,145,Qdi_caomei(Clone),0.076755,1.390000,-0.876755,316.198500,51.506390,13.443740
554,2026-08-14 21:50:42.705,145,Qdi_caomei(Clone),0.050000,1.390000,-0.860000,317.244400,55.353780,12.081500
555,2026-08-14 21:50:42.759,145,Qdi_caomei(Clone),0.030000,1.380000,-0.820000,316.470200,60.644210,12.097950
556,2026-08-14 21:50:42.823,145,Qdi_caomei(Clone),0.010000,1.380000,-0.800000,317.127300,65.433910,11.619660
557,2026-08-14 21:50:42.885,145,Qdi_caomei(Clone),-0.008553,1.380000,-0.781447,317.853100,69.720550,10.864850
558,2026-08-14 21:50:42.939,145,Qdi_caomei(Clone),-0.027222,1.392701,-0.749167,317.096200,77.645710,11.794920
559,2026-08-14 21:50:43.054,145,Qdi_caomei(Clone),-0.050000,1.400000,-0.710000,314.329100,83.001690,18.061340
560,2026-08-14 21:50:43.109,145,Qdi_caomei(Clone),-0.060000,1.400000,-0.674597,312.974200,87.890260,18.658000
561,2026-08-14 21:50:43.179,145,Qdi_caomei(Clone),-0.050183,1.410000,-0.660000,313.758300,91.625310,17.406580
562,2026-08-14 21:50:43.240,145,Qdi_caomei(Clone),-0.049054,1.410796,-0.608557,313.446800,96.687290,17.017190
563,2026-08-14 21:50:43.357,145,Qdi_caomei(Clone),-0.048820,1.410000,-0.552792,311.107700,111.477800,12.690570
564,2026-08-14 21:50:43.410,145,Qdi_caomei(Clone),-0.050000,1.410000,-0.550000,311.000000,112.604200,12.396450
565,2026-08-14 21:50:43.466,145,Qdi_caomei(Clone),-0.060000,1.400000,-0.520000,311.013500,119.961500,11.175280
566,2026-08-14 21:50:43.524,145,Qdi_caomei(Clone),-0.069125,1.400000,-0.471751,311.336500,126.059100,9.173157
567,2026-08-14 21:50:43.588,145,Qdi_caomei(Clone),-0.070134,1.390000,-0.450000,312.751600,129.297500,7.725686
568,2026-08-14 21:50:43.647,145,Qdi_caomei(Clone),-0.076095,1.383905,-0.413905,313.163700,132.588500,6.021903
569,2026-08-14 21:50:43.703,145,Qdi_caomei(Clone),-0.090000,1.360000,-0.351095,313.445800,134.750700,6.720395
570,2026-08-14 21:50:43.758,145,Qdi_caomei(Clone),-0.107450,1.379833,-0.303052,312.951600,135.486000,9.057071
571,2026-08-14 21:50:43.877,145,Qdi_caomei(Clone),-0.110000,1.380000,-0.283374,312.702200,139.633300,7.022357
572,2026-08-14 21:50:43.943,145,Qdi_caomei(Clone),-0.110000,1.380000,-0.238636,312.785800,141.009700,7.076016
573,2026-08-14 21:50:44.008,145,Qdi_caomei(Clone),-0.120000,1.390000,-0.220000,312.325500,140.552300,8.855606
574,2026-08-14 21:50:44.059,145,Qdi_caomei(Clone),-0.130000,1.362803,-0.170172,310.852300,146.003600,4.707685
575,2026-08-14 21:50:44.129,145,Qdi_caomei(Clone),-0.139288,1.370000,-0.150712,308.739800,151.662000,2.176065
576,2026-08-14 21:50:44.178,145,Qdi_caomei(Clone),-0.147687,1.360000,-0.124627,309.414300,152.141300,2.518996
577,2026-08-14 21:50:44.245,145,Qdi_caomei(Clone),-0.160000,1.370000,-0.110000,309.809600,151.960200,3.231953
578,2026-08-14 21:50:44.308,145,Qdi_caomei(Clone),-0.162095,1.367905,-0.105811,308.589300,152.587600,3.584698
579,2026-08-14 21:50:44.365,145,Qdi_caomei(Clone),-0.190000,1.340000,-0.043677,311.104100,155.687900,2.259083
580,2026-08-14 21:50:44.426,145,Qdi_caomei(Clone),-0.200000,1.350000,-0.036616,313.876600,154.964600,4.273655
581,2026-08-14 21:50:44.494,145,Qdi_caomei(Clone),-0.217492,1.360000,-0.012509,313.071100,157.369100,5.891578
582,2026-08-14 21:50:44.544,145,Qdi_caomei(Clone),-0.230000,1.366050,0.022100,312.598900,161.903800,3.853005
583,2026-08-14 21:50:44.610,145,Qdi_caomei(Clone),-0.239023,1.360000,0.060000,313.548500,171.929000,355.501100
584,2026-08-14 21:50:44.663,145,Qdi_caomei(Clone),-0.240000,1.370000,0.060000,312.878700,171.416200,358.058500
585,2026-08-14 21:50:44.716,145,Qdi_caomei(Clone),-0.258453,1.380000,0.096907,312.232600,168.913700,3.227937
586,2026-08-14 21:50:44.786,145,Qdi_caomei(Clone),-0.260000,1.370000,0.121895,310.999300,171.839100,2.764756
587,2026-08-14 21:50:44.850,145,Qdi_caomei(Clone),-0.260000,1.370000,0.136389,309.067200,174.903000,1.406831
588,2026-08-14 21:50:44.917,145,Qdi_caomei(Clone),-0.270000,1.370000,0.180000,305.600600,175.543000,1.616185
589,2026-08-14 21:50:44.968,145,Qdi_caomei(Clone),-0.270000,1.360000,0.217617,309.302900,171.747300,7.131075
590,2026-08-14 21:50:45.029,145,Qdi_caomei(Clone),-0.270000,1.366584,0.246584,307.583100,173.163800,7.817393
591,2026-08-14 21:50:45.100,145,Qdi_caomei(Clone),-0.272626,1.350000,0.305252,305.450300,179.421000,1.550638
592,2026-08-14 21:50:45.151,145,Qdi_caomei(Clone),-0.290000,1.350000,0.361510,307.984000,177.002500,3.357349
593,2026-08-14 21:50:45.214,145,Qdi_caomei(Clone),-0.290000,1.346370,0.383630,310.484900,173.939200,4.042365
594,2026-08-14 21:50:45.285,145,Qdi_caomei(Clone),-0.300000,1.370000,0.392917,311.904400,163.356700,15.198720
595,2026-08-14 21:50:45.345,145,Qdi_caomei(Clone),-0.300000,1.367288,0.420000,306.495800,170.580200,4.444275
596,2026-08-14 21:50:45.399,145,Qdi_caomei(Clone),-0.310762,1.350000,0.450000,305.463500,174.800200,357.459100
597,2026-08-14 21:50:45.449,145,Qdi_caomei(Clone),-0.325113,1.350000,0.485338,306.606200,174.660900,359.497700
598,2026-08-14 21:50:45.518,145,Qdi_caomei(Clone),-0.340000,1.340000,0.513234,305.749300,173.888300,359.364600
599,2026-08-14 21:50:45.583,145,Qdi_caomei(Clone),-0.350000,1.340000,0.530000,307.340100,172.266200,1.651511
600,2026-08-14 21:50:45.636,145,Qdi_caomei(Clone),-0.374141,1.345859,0.562422,308.065700,171.310900,3.236402
601,2026-08-14 21:50:45.696,145,Qdi_caomei(Clone),-0.397457,1.349108,0.578455,308.817200,169.290100,5.002382
602,2026-08-14 21:50:45.799,145,Qdi_caomei(Clone),-0.429333,1.330333,0.641061,306.118700,176.860600,358.671900
603,2026-08-14 21:50:45.914,145,Qdi_caomei(Clone),-0.474667,1.330000,0.694667,304.630200,176.224100,0.364964
604,2026-08-14 21:50:45.969,145,Qdi_caomei(Clone),-0.480000,1.330000,0.700000,304.744500,181.831300,354.419700
605,2026-08-14 21:50:46.045,145,Qdi_caomei(Clone),-0.480000,1.330000,0.712684,304.541200,183.717300,352.176200
606,2026-08-14 21:50:46.103,145,Qdi_caomei(Clone),-0.490000,1.320000,0.740000,302.517900,183.836400,352.846100
607,2026-08-14 21:50:46.169,145,Qdi_caomei(Clone),-0.520000,1.310000,0.790000,302.100800,180.850300,358.953900
608,2026-08-14 21:50:46.231,145,Qdi_caomei(Clone),-0.530000,1.297469,0.822531,298.825500,187.230700,353.463200
609,2026-08-14 21:50:46.286,145,Qdi_caomei(Clone),-0.545341,1.280000,0.876023,297.994800,192.964300,348.383100
610,2026-08-14 21:50:46.337,145,Qdi_caomei(Clone),-0.550000,1.280000,0.890296,297.086200,194.091600,347.531800
611,2026-08-14 21:50:46.397,145,Qdi_caomei(Clone),-0.560000,1.269977,0.910023,297.002400,208.421900,332.531800
612,2026-08-14 21:50:46.455,145,Qdi_caomei(Clone),-0.560000,1.268862,0.911137,297.269300,209.114400,331.781500
613,2026-08-14 21:50:46.524,145,Qdi_caomei(Clone),-0.590000,1.210000,1.004160,297.139000,210.226100,330.139000
614,2026-08-14 21:50:46.582,145,Qdi_caomei(Clone),-0.600000,1.210266,1.010000,295.529200,209.692900,330.409800
615,2026-08-14 21:50:46.634,145,Qdi_caomei(Clone),-0.620102,1.209693,1.050204,293.187200,209.091600,330.217600
616,2026-08-14 21:50:46.699,145,Qdi_caomei(Clone),-0.620000,1.180000,1.070000,293.732000,210.197700,327.656300
617,2026-08-14 21:50:46.806,145,Qdi_caomei(Clone),-0.630000,1.200000,1.070000,292.018100,221.961000,316.803900
618,2026-08-14 21:50:46.872,145,Qdi_caomei(Clone),-0.630000,1.200000,1.065438,291.059300,229.861300,308.833400
619,2026-08-14 21:50:46.923,145,Qdi_caomei(Clone),-0.640000,1.190000,1.080000,291.284500,237.186300,301.721600
620,2026-08-14 21:50:46.974,145,Qdi_caomei(Clone),-0.640000,1.180000,1.080000,291.357400,239.251700,298.802000
621,2026-08-14 21:50:47.035,17,BaiChun_caomei(Clone),-0.760000,1.090000,1.230000,88.677070,134.970900,111.814700
622,2026-08-14 21:50:47.035,145,Qdi_caomei(Clone),-0.640000,1.186943,1.086943,290.719200,240.903300,297.976900
623,2026-08-14 21:50:47.093,145,Qdi_caomei(Clone),-0.640000,1.180000,1.100000,291.357000,242.685200,297.636400
624,2026-08-14 21:50:47.210,17,BaiChun_caomei(Clone),-0.760000,1.090000,1.230000,88.756990,135.746300,112.598000
625,2026-08-14 21:50:47.210,145,Qdi_caomei(Clone),-0.640000,1.180000,1.100000,291.824700,242.981400,297.018600
626,2026-08-14 21:50:47.262,145,Qdi_caomei(Clone),-0.640000,1.172824,1.100000,292.583300,247.173200,292.416900
627,2026-08-14 21:50:47.333,17,BaiChun_caomei(Clone),-0.760000,1.090000,1.230000,89.684720,254.589400,231.489100
628,2026-08-14 21:50:47.333,145,Qdi_caomei(Clone),-0.630000,1.170000,1.109816,295.327300,245.897500,292.614200
629,2026-08-14 21:50:47.382,17,BaiChun_caomei(Clone),-0.760000,1.090000,1.230000,89.737560,203.627700,180.393700
630,2026-08-14 21:50:47.382,145,Qdi_caomei(Clone),-0.630000,1.163720,1.110000,296.379600,242.962000,295.569000
631,2026-08-14 21:50:47.435,17,BaiChun_caomei(Clone),-0.760000,1.090000,1.230000,89.650020,205.903800,182.669700
632,2026-08-14 21:50:47.435,145,Qdi_caomei(Clone),-0.630000,1.160000,1.118869,297.497100,241.254500,295.685700
633,2026-08-14 21:50:47.486,145,Qdi_caomei(Clone),-0.626345,1.160000,1.120000,301.584600,236.352000,297.611900
634,2026-08-14 21:50:47.547,17,BaiChun_caomei(Clone),-0.760000,1.090000,1.230000,88.638150,303.783200,280.736100
635,2026-08-14 21:50:47.547,145,Qdi_caomei(Clone),-0.620000,1.156503,1.120000,302.861800,234.161300,299.453100
