序号,采集时间,发出时间,链路,延迟(毫秒),抖动(毫秒),丢包率(%),最小延迟,最大延迟,中位延迟,95百分位延迟,99百分位延迟,帧到达延迟,帧间隔（毫秒）,丢帧率(%),测量类型,时钟同步有效,时钟同步状态,时钟偏移(毫秒),同步RTT(毫秒),同步年龄(毫秒),偏移不确定度上界(毫秒),同步样本数
3757,2026-08-14 21:50:12.696,2026-08-14 21:50:12.665,PC<->VR 状态同步,31.15,2.07,0.00,26.83,37.10,31.04,34.31,36.55,-1.00,-1.00,-1.00,Mirror RTT,true,Not required,-13653.908,2.661,5199.4,1.412,16
3758,2026-08-14 21:50:12.698,2026-08-14 21:50:12.688,MoCap→PC,23.54,3.53,0.00,12.09,323.32,23.48,74.85,216.48,23.54,21.00,0.00,,false,,0.000,0.000,0.0,0.000,0
3759,2026-08-14 21:50:12.703,2026-08-14 21:50:12.700,EyeTracking→PC,3.06,0.92,0.00,0.55,15.39,1.80,3.34,5.79,3.06,11.00,0.00,Estimated VR->PC one-way delay,true,Ready,-13653.908,2.661,5208.2,1.412,16
3760,2026-08-14 21:50:12.712,2026-08-14 21:50:12.710,EyeTracking→PC,1.31,0.92,0.00,0.55,15.39,1.80,3.34,5.79,1.31,10.00,0.00,Estimated VR->PC one-way delay,true,Ready,-13653.908,2.661,5216.8,1.412,16
3761,2026-08-14 21:50:12.722,2026-08-14 21:50:12.699,MoCap→PC,48.63,3.62,0.00,12.09,323.32,23.49,74.85,216.48,48.63,11.00,0.00,,false,,0.000,0.000,0.0,0.000,0
3762,2026-08-14 21:50:12.722,2026-08-14 21:50:12.720,EyeTracking→PC,1.68,0.92,0.00,0.55,15.39,1.80,3.34,5.79,1.68,10.00,0.00,Estimated VR->PC one-way delay,true,Ready,-13653.908,2.661,5227.1,1.412,16
3763,2026-08-14 21:50:12.732,2026-08-14 21:50:12.730,EyeTracking→PC,1.94,0.92,0.00,0.55,15.39,1.80,3.34,5.79,1.94,10.00,0.00,Estimated VR->PC one-way delay,true,Ready,-13653.908,2.661,5236.7,1.412,16
3764,2026-08-14 21:50:12.744,2026-08-14 21:50:12.722,MoCap→PC,46.09,4.01,0.00,12.09,323.32,23.50,74.85,216.48,46.09,23.00,0.00,,false,,0.000,0.000,0.0,0.000,0
3765,2026-08-14 21:50:12.743,2026-08-14 21:50:12.741,EyeTracking→PC,1.47,0.92,0.00,0.55,15.39,1.80,3.34,5.79,1.47,11.00,0.00,Estimated VR->PC one-way delay,true,Ready,-13653.908,2.661,5248.2,1.412,16
3766,2026-08-14 21:50:12.753,2026-08-14 21:50:12.751,EyeTracking→PC,1.86,0.92,0.00,0.55,15.39,1.80,3.34,5.79,1.86,10.00,0.00,Estimated VR->PC one-way delay,true,Ready,-13653.908,2.661,5258.3,1.412,16
3767,2026-08-14 21:50:12.761,2026-08-14 21:50:12.745,MoCap→PC,33.58,4.18,0.00,12.09,323.32,23.51,74.85,216.48,33.58,23.00,0.00,,false,,0.000,0.000,0.0,0.000,0
3768,2026-08-14 21:50:12.764,2026-08-14 21:50:12.762,EyeTracking→PC,1.92,0.92,0.00,0.55,15.39,1.80,3.34,5.79,1.92,11.00,0.00,Estimated VR->PC one-way delay,true,Ready,-13653.908,2.661,5269.7,1.412,16
3769,2026-08-14 21:50:12.774,2026-08-14 21:50:12.761,MoCap→PC,28.11,4.18,0.00,12.09,323.32,23.52,74.85,216.48,28.11,16.00,0.00,,false,,0.000,0.000,0.0,0.000,0
3770,2026-08-14 21:50:12.774,2026-08-14 21:50:12.772,EyeTracking→PC,1.46,0.92,0.00,0.55,15.39,1.80,3.34,5.79,1.46,10.00,0.00,Estimated VR->PC one-way delay,true,Ready,-13653.908,2.661,5279.0,1.412,16
3771,2026-08-14 21:50:12.785,2026-08-14 21:50:12.782,EyeTracking→PC,2.63,0.92,0.00,0.55,15.39,1.80,3.34,5.79,2.63,10.00,0.00,Estimated VR->PC one-way delay,true,Ready,-13653.908,2.661,5289.6,1.412,16
3772,2026-08-14 21:50:12.791,2026-08-14 21:50:12.774,MoCap→PC,36.89,4.24,0.00,12.09,323.32,23.53,74.85,216.48,36.89,13.00,0.00,,false,,0.000,0.000,0.0,0.000,0
3773,2026-08-14 21:50:12.795,2026-08-14 21:50:12.793,EyeTracking→PC,1.33,0.92,0.00,0.55,15.39,1.80,3.34,5.79,1.33,11.00,0.00,Estimated VR->PC one-way delay,true,Ready,-13653.908,2.661,5300.3,1.412,16
3774,2026-08-14 21:50:12.806,2026-08-14 21:50:12.803,EyeTracking→PC,2.92,0.92,0.00,0.55,15.39,1.80,3.34,5.79,2.92,10.00,0.00,Estimated VR->PC one-way delay,true,Ready,-13653.908,2.661,5311.1,1.412,16
3775,2026-08-14 21:50:12.811,2026-08-14 21:50:12.791,MoCap→PC,41.42,4.19,0.00,12.09,323.32,23.54,74.85,216.48,41.42,17.00,0.00,,false,,0.000,0.000,0.0,0.000,0
3776,2026-08-14 21:50:12.816,2026-08-14 21:50:12.813,EyeTracking→PC,2.27,0.92,0.00,0.55,15.39,1.80,3.34,5.79,2.27,10.00,0.00,Estimated VR->PC one-way delay,true,Ready,-13653.908,2.661,5320.6,1.412,16
3777,2026-08-14 21:50:12.821,2026-08-14 21:50:12.811,MoCap→PC,22.72,4.24,0.00,12.09,323.32,23.54,74.85,216.48,22.72,20.00,0.00,,false,,0.000,0.000,0.0,0.000,0
3778,2026-08-14 21:50:12.826,2026-08-14 21:50:12.824,EyeTracking→PC,1.52,0.92,0.00,0.55,15.39,1.80,3.34,5.79,1.52,11.00,0.00,Estimated VR->PC one-way delay,true,Ready,-13653.908,2.661,5331.2,1.412,16
3779,2026-08-14 21:50:12.832,2026-08-14 21:50:12.821,MoCap→PC,22.51,4.46,0.00,12.09,323.32,23.54,74.85,216.48,22.51,10.00,0.00,,false,,0.000,0.000,0.0,0.000,0
3780,2026-08-14 21:50:12.836,2026-08-14 21:50:12.834,EyeTracking→PC,1.49,0.92,0.00,0.55,15.39,1.80,3.34,5.79,1.49,10.00,0.00,Estimated VR->PC one-way delay,true,Ready,-13653.908,2.661,5341.2,1.412,16
3781,2026-08-14 21:50:12.844,2026-08-14 21:50:12.832,MoCap→PC,25.68,4.46,0.00,12.09,323.32,23.55,74.85,216.48,25.68,11.00,0.00,,false,,0.000,0.000,0.0,0.000,0
3782,2026-08-14 21:50:12.846,2026-08-14 21:50:12.844,EyeTracking→PC,1.82,0.92,0.00,0.55,15.39,1.80,3.34,5.79,1.82,10.00,0.00,Estimated VR->PC one-way delay,true,Ready,-13653.908,2.661,5350.7,1.412,16
3783,2026-08-14 21:50:12.858,2026-08-14 21:50:12.855,EyeTracking→PC,2.70,0.92,0.00,0.55,15.39,1.80,3.34,5.79,2.70,11.00,0.00,Estimated VR->PC one-way delay,true,Ready,-13653.908,2.661,5362.6,1.412,16
3784,2026-08-14 21:50:12.860,2026-08-14 21:50:12.845,MoCap→PC,30.64,4.51,0.00,12.09,323.32,23.57,74.85,216.48,30.64,13.00,0.00,,false,,0.000,0.000,0.0,0.000,0
3785,2026-08-14 21:50:12.867,2026-08-14 21:50:12.865,EyeTracking→PC,1.63,0.92,0.00,0.55,15.39,1.80,3.34,5.79,1.63,10.00,0.00,Estimated VR->PC one-way delay,true,Ready,-13653.908,2.661,5372.8,1.412,16
3786,2026-08-14 21:50:12.871,2026-08-14 21:50:12.860,MoCap→PC,23.48,4.51,0.00,12.09,323.32,23.57,74.85,216.48,23.48,15.00,0.00,,false,,0.000,0.000,0.0,0.000,0
3787,2026-08-14 21:50:12.877,2026-08-14 21:50:12.875,EyeTracking→PC,2.08,0.92,0.00,0.55,15.39,1.80,3.34,5.79,2.08,10.00,0.00,Estimated VR->PC one-way delay,true,Ready,-13653.908,2.661,5382.5,1.412,16
3788,2026-08-14 21:50:12.884,2026-08-14 21:50:12.871,MoCap→PC,28.34,4.51,0.00,12.09,323.32,23.57,74.85,216.48,28.34,11.00,0.00,,false,,0.000,0.000,0.0,0.000,0
3789,2026-08-14 21:50:12.889,2026-08-14 21:50:12.887,EyeTracking→PC,1.38,0.58,0.00,0.55,15.39,1.80,3.34,5.79,1.38,12.00,0.00,Estimated VR->PC one-way delay,true,Ready,-13653.908,2.661,5394.1,1.412,16
3790,2026-08-14 21:50:12.896,2026-08-14 21:50:12.884,MoCap→PC,25.89,4.55,0.00,12.09,323.32,23.60,74.85,216.48,25.89,13.00,0.00,,false,,0.000,0.000,0.0,0.000,0
3791,2026-08-14 21:50:12.900,2026-08-14 21:50:12.897,EyeTracking→PC,2.92,0.58,0.00,0.55,15.39,1.80,3.34,5.75,2.92,10.00,0.00,Estimated VR->PC one-way delay,true,Ready,-13653.908,2.661,5404.7,1.412,16
3792,2026-08-14 21:50:12.910,2026-08-14 21:50:12.897,MoCap→PC,26.99,4.59,0.00,12.09,323.32,23.64,74.85,216.48,26.99,13.00,0.00,,false,,0.000,0.000,0.0,0.000,0
3793,2026-08-14 21:50:12.909,2026-08-14 21:50:12.907,EyeTracking→PC,1.74,0.57,0.00,0.55,15.39,1.80,3.34,5.75,1.74,10.00,0.00,Estimated VR->PC one-way delay,true,Ready,-13653.908,2.661,5414.9,1.412,16
3794,2026-08-14 21:50:12.919,2026-08-14 21:50:12.918,EyeTracking→PC,0.96,0.58,0.00,0.55,15.39,1.80,3.34,5.75,0.96,11.00,0.00,Estimated VR->PC one-way delay,true,Ready,-13653.908,2.661,5423.9,1.412,16
3795,2026-08-14 21:50:12.920,2026-08-14 21:50:12.910,MoCap→PC,22.21,4.56,0.00,12.09,323.32,23.64,74.85,216.48,22.21,13.00,0.00,,false,,0.000,0.000,0.0,0.000,0
3796,2026-08-14 21:50:12.930,2026-08-14 21:50:12.928,EyeTracking→PC,1.36,0.58,0.00,0.55,15.39,1.80,3.34,5.75,1.36,10.00,0.00,Estimated VR->PC one-way delay,true,Ready,-13653.908,2.661,5434.7,1.412,16
3797,2026-08-14 21:50:12.937,2026-08-14 21:50:12.921,MoCap→PC,33.89,4.67,0.00,12.09,323.32,23.66,74.85,216.48,33.89,11.00,0.00,,false,,0.000,0.000,0.0,0.000,0
3798,2026-08-14 21:50:12.940,2026-08-14 21:50:12.938,EyeTracking→PC,1.55,0.58,0.00,0.55,15.39,1.80,3.34,5.75,1.55,10.00,0.00,Estimated VR->PC one-way delay,true,Ready,-13653.908,2.661,5444.8,1.412,16
3799,2026-08-14 21:50:12.950,2026-08-14 21:50:12.937,MoCap→PC,25.82,4.64,0.00,12.09,323.32,23.68,74.85,216.48,25.82,16.00,0.00,,false,,0.000,0.000,0.0,0.000,0
3800,2026-08-14 21:50:12.951,2026-08-14 21:50:12.949,EyeTracking→PC,1.15,0.58,0.00,0.55,15.39,1.80,3.34,5.75,1.15,11.00,0.00,Estimated VR->PC one-way delay,true,Ready,-13653.908,2.661,5455.7,1.412,16
3801,2026-08-14 21:50:12.962,2026-08-14 21:50:12.959,EyeTracking→PC,2.53,0.58,0.00,0.55,15.39,1.80,3.34,5.75,2.53,10.00,0.00,Estimated VR->PC one-way delay,true,Ready,-13653.908,2.661,5466.7,1.412,16
3802,2026-08-14 21:50:12.967,2026-08-14 21:50:12.950,MoCap→PC,36.25,4.61,0.00,12.09,323.32,23.69,74.85,216.48,36.25,13.00,0.00,,false,,0.000,0.000,0.0,0.000,0
3803,2026-08-14 21:50:12.971,2026-08-14 21:50:12.969,EyeTracking→PC,1.81,0.57,0.00,0.55,15.39,1.80,3.34,5.75,1.81,10.00,0.00,Estimated VR->PC one-way delay,true,Ready,-13653.908,2.661,5476.2,1.412,16
3804,2026-08-14 21:50:12.977,2026-08-14 21:50:12.967,MoCap→PC,21.14,3.95,0.00,12.09,323.32,23.69,74.85,216.48,21.14,17.00,0.00,,false,,0.000,0.000,0.0,0.000,0
3805,2026-08-14 21:50:12.982,2026-08-14 21:50:12.980,EyeTracking→PC,1.28,0.58,0.00,0.55,15.39,1.80,3.34,5.75,1.28,11.00,0.00,Estimated VR->PC one-way delay,true,Ready,-13653.908,2.661,5486.3,1.412,16
3806,2026-08-14 21:50:12.990,2026-08-14 21:50:12.977,MoCap→PC,28.18,3.84,0.00,12.09,323.32,23.71,74.85,216.48,28.18,10.00,0.00,,false,,0.000,0.000,0.0,0.000,0
3807,2026-08-14 21:50:12.992,2026-08-14 21:50:12.990,EyeTracking→PC,1.28,0.58,0.00,0.55,15.39,1.80,3.34,5.75,1.28,10.00,0.00,Estimated VR->PC one-way delay,true,Ready,-13653.908,2.661,5496.3,1.412,16
3808,2026-08-14 21:50:13.004,2026-08-14 21:50:13.000,EyeTracking→PC,3.39,0.57,0.00,0.55,15.39,1.80,3.34,5.75,3.39,10.00,0.00,Estimated VR->PC one-way delay,true,Ready,-13653.908,2.661,5508.4,1.412,16
3809,2026-08-14 21:50:13.006,2026-08-14 21:50:12.990,MoCap→PC,34.72,3.77,0.00,12.09,323.32,23.71,74.85,216.48,34.72,13.00,0.00,,false,,0.000,0.000,0.0,0.000,0
3810,2026-08-14 21:50:13.014,2026-08-14 21:50:13.011,EyeTracking→PC,2.14,0.58,0.00,0.55,15.39,1.80,3.34,5.75,2.14,11.00,0.00,Estimated VR->PC one-way delay,true,Ready,-13653.908,2.661,5518.4,1.412,16
3811,2026-08-14 21:50:13.020,2026-08-14 21:50:13.007,MoCap→PC,26.97,3.30,0.00,12.09,323.32,23.72,74.85,216.48,26.97,17.00,0.00,,false,,0.000,0.000,0.0,0.000,0
3812,2026-08-14 21:50:13.023,2026-08-14 21:50:13.021,EyeTracking→PC,1.41,0.58,0.00,0.55,15.39,1.80,3.34,5.75,1.41,10.00,0.00,Estimated VR->PC one-way delay,true,Ready,-13653.908,2.661,5528.0,1.412,16
3813,2026-08-14 21:50:13.034,2026-08-14 21:50:13.020,MoCap→PC,29.89,2.62,0.00,12.09,323.32,23.73,74.85,216.48,29.89,13.00,0.00,,false,,0.000,0.000,0.0,0.000,0
3814,2026-08-14 21:50:13.033,2026-08-14 21:50:13.031,EyeTracking→PC,1.71,0.57,0.00,0.55,15.39,1.80,3.34,5.75,1.71,10.00,0.00,Estimated VR->PC one-way delay,true,Ready,-13653.908,2.661,5538.0,1.412,16
3815,2026-08-14 21:50:13.049,2026-08-14 21:50:13.046,EyeTracking→PC,2.37,1.16,0.00,0.55,15.39,1.80,3.34,5.75,2.37,15.00,0.00,Estimated VR->PC one-way delay,true,Ready,-13653.908,2.661,5554.6,1.412,16
3816,2026-08-14 21:50:12.061,2026-08-14 21:50:12.019,MoCap→VR,41.74,8.30,0.03,14.19,120.98,25.45,60.50,104.19,41.74,13.00,0.03,,false,,0.000,0.000,0.0,0.000,0
3817,2026-08-14 21:50:12.071,2026-08-14 21:50:12.038,MoCap→VR,33.20,8.28,0.03,14.19,120.98,25.45,60.50,104.19,33.20,19.00,0.03,,false,,0.000,0.000,0.0,0.000,0
3818,2026-08-14 21:50:12.091,2026-08-14 21:50:12.052,MoCap→VR,38.71,8.28,0.03,14.19,120.98,25.47,60.50,104.19,38.71,14.00,0.03,,false,,0.000,0.000,0.0,0.000,0
3819,2026-08-14 21:50:12.098,2026-08-14 21:50:12.068,MoCap→VR,30.47,4.15,0.03,14.19,120.98,25.47,60.50,104.19,30.47,16.00,0.03,,false,,0.000,0.000,0.0,0.000,0
3820,2026-08-14 21:50:12.132,2026-08-14 21:50:12.080,MoCap→VR,52.21,4.23,0.03,14.19,120.98,25.48,60.50,104.19,52.21,12.00,0.03,,false,,0.000,0.000,0.0,0.000,0
3821,2026-08-14 21:50:12.185,2026-08-14 21:50:12.101,MoCap→VR,84.03,4.29,0.03,14.19,120.98,25.49,60.53,104.19,84.03,21.00,0.03,,false,,0.000,0.000,0.0,0.000,0
3822,2026-08-14 21:50:12.178,2026-08-14 21:50:12.140,MoCap→VR,38.37,6.37,0.03,14.19,120.98,25.50,60.53,104.19,38.37,39.00,0.03,,false,,0.000,0.000,0.0,0.000,0
3823,2026-08-14 21:50:12.206,2026-08-14 21:50:12.156,MoCap→VR,50.12,6.34,0.03,14.19,120.98,25.52,60.53,104.19,50.12,16.00,0.03,,false,,0.000,0.000,0.0,0.000,0
3824,2026-08-14 21:50:12.248,2026-08-14 21:50:12.179,MoCap→VR,68.60,6.39,0.03,14.19,120.98,25.54,60.89,104.19,68.60,23.00,0.03,,false,,0.000,0.000,0.0,0.000,0
3825,2026-08-14 21:50:12.269,2026-08-14 21:50:12.209,MoCap→VR,60.11,6.78,0.03,14.19,120.98,25.54,60.89,104.19,60.11,30.00,0.03,,false,,0.000,0.000,0.0,0.000,0
3826,2026-08-14 21:50:12.258,2026-08-14 21:50:12.235,MoCap→VR,22.70,6.81,0.03,14.19,120.98,25.54,60.89,104.19,22.70,26.00,0.03,,false,,0.000,0.000,0.0,0.000,0
3827,2026-08-14 21:50:12.281,2026-08-14 21:50:12.243,MoCap→VR,37.71,7.13,0.03,14.19,120.98,25.56,60.89,104.19,37.71,8.00,0.03,,false,,0.000,0.000,0.0,0.000,0
3828,2026-08-14 21:50:12.297,2026-08-14 21:50:12.259,MoCap→VR,38.13,6.93,0.03,14.19,120.98,25.58,60.89,104.19,38.13,16.00,0.03,,false,,0.000,0.000,0.0,0.000,0
3829,2026-08-14 21:50:12.318,2026-08-14 21:50:12.277,MoCap→VR,40.82,6.93,0.03,14.19,120.98,25.58,60.89,104.19,40.82,18.00,0.03,,false,,0.000,0.000,0.0,0.000,0
3830,2026-08-14 21:50:12.332,2026-08-14 21:50:12.290,MoCap→VR,42.47,6.93,0.03,14.19,120.98,25.59,60.89,104.19,42.47,13.00,0.03,,false,,0.000,0.000,0.0,0.000,0
3831,2026-08-14 21:50:12.347,2026-08-14 21:50:12.309,MoCap→VR,38.48,6.86,0.03,14.19,120.98,25.60,60.89,104.19,38.48,19.00,0.03,,false,,0.000,0.000,0.0,0.000,0
3832,2026-08-14 21:50:12.354,2026-08-14 21:50:12.326,MoCap→VR,28.29,6.86,0.03,14.19,120.98,25.61,60.89,104.19,28.29,17.00,0.03,,false,,0.000,0.000,0.0,0.000,0
3833,2026-08-14 21:50:12.374,2026-08-14 21:50:12.337,MoCap→VR,37.32,7.02,0.03,14.19,120.98,25.64,60.89,104.19,37.32,11.00,0.03,,false,,0.000,0.000,0.0,0.000,0
3834,2026-08-14 21:50:12.391,2026-08-14 21:50:12.354,MoCap→VR,36.54,6.89,0.03,14.19,120.98,25.65,60.89,104.19,36.54,17.00,0.03,,false,,0.000,0.000,0.0,0.000,0
3835,2026-08-14 21:50:12.401,2026-08-14 21:50:12.370,MoCap→VR,31.18,6.90,0.03,14.19,120.98,25.66,60.89,104.19,31.18,16.00,0.03,,false,,0.000,0.000,0.0,0.000,0
3836,2026-08-14 21:50:12.416,2026-08-14 21:50:12.384,MoCap→VR,32.43,6.87,0.03,14.19,120.98,25.70,60.89,104.19,32.43,14.00,0.03,,false,,0.000,0.000,0.0,0.000,0
3837,2026-08-14 21:50:12.430,2026-08-14 21:50:12.397,MoCap→VR,33.30,6.96,0.03,14.19,120.98,25.73,60.89,104.19,33.30,13.00,0.03,,false,,0.000,0.000,0.0,0.000,0
3838,2026-08-14 21:50:12.441,2026-08-14 21:50:12.412,MoCap→VR,28.80,6.94,0.03,14.19,120.98,25.74,60.89,104.19,28.80,15.00,0.03,,false,,0.000,0.000,0.0,0.000,0
3839,2026-08-14 21:50:12.460,2026-08-14 21:50:12.423,MoCap→VR,37.20,7.09,0.03,14.41,120.98,25.76,60.89,104.19,37.20,11.00,0.03,,false,,0.000,0.000,0.0,0.000,0
3840,2026-08-14 21:50:12.475,2026-08-14 21:50:12.439,MoCap→VR,36.39,6.98,0.03,14.41,120.98,25.77,60.89,104.19,36.39,16.00,0.03,,false,,0.000,0.000,0.0,0.000,0
3841,2026-08-14 21:50:12.483,2026-08-14 21:50:12.455,MoCap→VR,28.26,6.96,0.03,14.41,120.98,25.78,60.89,104.19,28.26,16.00,0.03,,false,,0.000,0.000,0.0,0.000,0
3842,2026-08-14 21:50:12.500,2026-08-14 21:50:12.468,MoCap→VR,31.76,5.01,0.03,14.41,120.98,25.80,60.89,104.19,31.76,13.00,0.03,,false,,0.000,0.000,0.0,0.000,0
3843,2026-08-14 21:50:12.516,2026-08-14 21:50:12.482,MoCap→VR,34.41,5.04,0.03,14.41,120.98,25.80,60.89,104.19,34.41,14.00,0.03,,false,,0.000,0.000,0.0,0.000,0
3844,2026-08-14 21:50:12.526,2026-08-14 21:50:12.497,MoCap→VR,28.66,4.81,0.03,14.41,120.98,25.82,60.89,104.19,28.66,15.00,0.03,,false,,0.000,0.000,0.0,0.000,0
3845,2026-08-14 21:50:12.545,2026-08-14 21:50:12.508,MoCap→VR,37.30,3.67,0.03,14.41,120.98,25.85,60.89,104.19,37.30,11.00,0.03,,false,,0.000,0.000,0.0,0.000,0
3846,2026-08-14 21:50:12.561,2026-08-14 21:50:12.524,MoCap→VR,37.27,2.67,0.03,14.41,120.98,25.87,60.89,104.19,37.27,16.00,0.03,,false,,0.000,0.000,0.0,0.000,0
3847,2026-08-14 21:50:12.567,2026-08-14 21:50:12.541,MoCap→VR,25.81,2.28,0.03,14.41,120.98,25.87,60.89,104.19,25.81,17.00,0.03,,false,,0.000,0.000,0.0,0.000,0
3848,2026-08-14 21:50:12.586,2026-08-14 21:50:12.552,MoCap→VR,34.43,2.41,0.03,14.41,120.98,25.89,60.89,104.19,34.43,11.00,0.03,,false,,0.000,0.000,0.0,0.000,0
3849,2026-08-14 21:50:12.605,2026-08-14 21:50:12.567,MoCap→VR,37.73,2.29,0.03,14.41,120.98,25.91,60.89,104.19,37.73,15.00,0.03,,false,,0.000,0.000,0.0,0.000,0
3850,2026-08-14 21:50:12.614,2026-08-14 21:50:12.583,MoCap→VR,30.81,2.29,0.03,14.41,120.98,25.92,60.89,104.19,30.81,16.00,0.03,,false,,0.000,0.000,0.0,0.000,0
3851,2026-08-14 21:50:12.634,2026-08-14 21:50:12.595,MoCap→VR,38.69,2.12,0.03,14.41,120.98,25.95,60.89,104.19,38.69,12.00,0.03,,false,,0.000,0.000,0.0,0.000,0
3852,2026-08-14 21:50:12.651,2026-08-14 21:50:12.611,MoCap→VR,39.86,2.07,0.03,14.41,120.98,25.99,60.89,104.19,39.86,16.00,0.03,,false,,0.000,0.000,0.0,0.000,0
3853,2026-08-14 21:50:12.657,2026-08-14 21:50:12.629,MoCap→VR,27.62,2.08,0.03,14.41,120.98,25.99,60.89,104.19,27.62,18.00,0.03,,false,,0.000,0.000,0.0,0.000,0
3854,2026-08-14 21:50:12.708,2026-08-14 21:50:12.641,MoCap→VR,66.75,2.08,0.03,14.41,120.98,26.01,61.79,104.19,66.75,12.00,0.03,,false,,0.000,0.000,0.0,0.000,0
3855,2026-08-14 21:50:12.715,2026-08-14 21:50:12.667,MoCap→VR,48.07,3.28,0.03,14.41,120.98,26.04,61.79,104.19,48.07,26.00,0.03,,false,,0.000,0.000,0.0,0.000,0
3856,2026-08-14 21:50:12.714,2026-08-14 21:50:12.688,MoCap→VR,26.04,3.53,0.03,14.41,120.98,26.05,61.79,104.19,26.04,21.00,0.03,,false,,0.000,0.000,0.0,0.000,0
3857,2026-08-14 21:50:12.750,2026-08-14 21:50:12.699,MoCap→VR,51.04,3.62,0.03,14.41,120.98,26.06,61.79,104.19,51.04,11.00,0.03,,false,,0.000,0.000,0.0,0.000,0
3858,2026-08-14 21:50:12.772,2026-08-14 21:50:12.722,MoCap→VR,49.53,4.01,0.03,14.41,120.98,26.07,61.79,104.19,49.53,23.00,0.03,,false,,0.000,0.000,0.0,0.000,0
3859,2026-08-14 21:50:12.782,2026-08-14 21:50:12.745,MoCap→VR,37.26,4.18,0.03,14.41,120.98,26.08,61.79,104.19,37.26,23.00,0.03,,false,,0.000,0.000,0.0,0.000,0
3860,2026-08-14 21:50:12.792,2026-08-14 21:50:12.761,MoCap→VR,31.32,4.18,0.03,14.41,120.98,26.09,61.79,104.19,31.32,16.00,0.03,,false,,0.000,0.000,0.0,0.000,0
3861,2026-08-14 21:50:12.816,2026-08-14 21:50:12.774,MoCap→VR,41.53,4.24,0.03,14.41,120.98,26.14,61.79,104.19,41.53,13.00,0.03,,false,,0.000,0.000,0.0,0.000,0
3862,2026-08-14 21:50:12.834,2026-08-14 21:50:12.791,MoCap→VR,43.29,4.19,0.03,14.41,120.98,26.14,61.79,104.19,43.29,17.00,0.03,,false,,0.000,0.000,0.0,0.000,0
3863,2026-08-14 21:50:12.836,2026-08-14 21:50:12.811,MoCap→VR,25.36,4.24,0.03,14.41,120.98,26.14,61.79,104.19,25.36,20.00,0.03,,false,,0.000,0.000,0.0,0.000,0
3864,2026-08-14 21:50:12.847,2026-08-14 21:50:12.821,MoCap→VR,26.12,4.46,0.03,14.41,120.98,26.15,61.79,104.19,26.12,10.00,0.03,,false,,0.000,0.000,0.0,0.000,0
3865,2026-08-14 21:50:12.860,2026-08-14 21:50:12.832,MoCap→VR,27.84,4.46,0.03,14.41,120.98,26.19,61.79,104.19,27.84,11.00,0.03,,false,,0.000,0.000,0.0,0.000,0
3866,2026-08-14 21:50:12.878,2026-08-14 21:50:12.845,MoCap→VR,32.87,4.51,0.03,14.41,120.98,26.23,61.79,104.19,32.87,13.00,0.03,,false,,0.000,0.000,0.0,0.000,0
3867,2026-08-14 21:50:12.887,2026-08-14 21:50:12.860,MoCap→VR,27.21,4.51,0.03,14.41,120.98,26.25,61.79,104.19,27.21,15.00,0.03,,false,,0.000,0.000,0.0,0.000,0
3868,2026-08-14 21:50:12.903,2026-08-14 21:50:12.871,MoCap→VR,32.11,4.51,0.03,14.41,120.98,26.25,61.79,104.19,32.11,11.00,0.03,,false,,0.000,0.000,0.0,0.000,0
3869,2026-08-14 21:50:12.915,2026-08-14 21:50:12.884,MoCap→VR,31.23,4.55,0.03,14.41,120.98,26.26,61.79,104.19,31.23,13.00,0.03,,false,,0.000,0.000,0.0,0.000,0
3870,2026-08-14 21:50:12.926,2026-08-14 21:50:12.897,MoCap→VR,29.43,4.59,0.03,14.41,120.98,26.28,61.79,104.19,29.43,13.00,0.03,,false,,0.000,0.000,0.0,0.000,0
3871,2026-08-14 21:50:12.935,2026-08-14 21:50:12.910,MoCap→VR,25.23,4.56,0.03,14.41,120.98,26.28,61.79,104.19,25.23,13.00,0.03,,false,,0.000,0.000,0.0,0.000,0
3872,2026-08-14 21:50:12.957,2026-08-14 21:50:12.921,MoCap→VR,36.35,4.67,0.03,14.41,120.98,26.29,61.79,104.19,36.35,11.00,0.03,,false,,0.000,0.000,0.0,0.000,0
3873,2026-08-14 21:50:12.968,2026-08-14 21:50:12.937,MoCap→VR,31.20,4.64,0.03,14.41,120.98,26.31,61.79,104.19,31.20,16.00,0.03,,false,,0.000,0.000,0.0,0.000,0
3874,2026-08-14 21:50:12.990,2026-08-14 21:50:12.950,MoCap→VR,39.55,4.61,0.03,14.41,120.98,26.32,61.79,104.19,39.55,13.00,0.03,,false,,0.000,0.000,0.0,0.000,0
3875,2026-08-14 21:50:12.991,2026-08-14 21:50:12.967,MoCap→VR,24.18,3.95,0.03,14.41,120.98,26.32,61.79,104.19,24.18,17.00,0.03,,false,,0.000,0.000,0.0,0.000,0
3876,2026-08-14 21:50:13.008,2026-08-14 21:50:12.977,MoCap→VR,30.83,3.84,0.03,14.41,120.98,26.34,61.79,104.19,30.83,10.00,0.03,,false,,0.000,0.000,0.0,0.000,0
3877,2026-08-14 21:50:13.027,2026-08-14 21:50:12.990,MoCap→VR,36.88,3.77,0.03,14.41,120.98,26.36,61.79,104.19,36.88,13.00,0.03,,false,,0.000,0.000,0.0,0.000,0
