participant,scene,link,scheme,samples_n,ready_n,ready_pct,clock_valid_n,clock_valid_pct,mapping_age_ms_available_n,mapping_age_ms_missing_or_negative_n,mapping_age_ms_median,mapping_age_ms_p95,mapping_age_ms_p99,mapping_age_ms_max,uncertainty_ms_available_n,uncertainty_ms_missing_or_negative_n,uncertainty_ms_median,uncertainty_ms_p95,uncertainty_ms_p99,uncertainty_ms_max,sync_rtt_ms_available_n,sync_rtt_ms_missing_or_negative_n,sync_rtt_ms_median,sync_rtt_ms_p95,sync_rtt_ms_p99,sync_rtt_ms_max
P6,supermarket,EyeTracking→PC,GC_retained,28782,28782,100.0000000000,28782,100.0000000000,28782,0,4081.8000000000,8580.2000000000,8985.8000000000,9120.3000000000,28782,0,1.8640000000,1.9790000000,2.4170000000,2.8350000000,28782,0,3.4590000000,3.7620000000,3.8230000000,5.2160000000
P6,supermarket,MoCap→PC,GC_filtered,26375,0,0.0000000000,0,0.0000000000,26375,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,26375,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,26375,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000
P6,supermarket,MoCap→PC,GC_retained,26999,0,0.0000000000,0,0.0000000000,26999,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,26999,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,26999,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000
P6,supermarket,MoCap→VR,GC_filtered,26986,0,0.0000000000,0,0.0000000000,26986,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,26986,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,26986,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000
P6,supermarket,MoCap→VR,GC_retained,26986,0,0.0000000000,0,0.0000000000,26986,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,26986,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,26986,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000
P6,supermarket,PC<->VR 状态同步,GC_filtered,16159,0,0.0000000000,16159,100.0000000000,16159,0,4118.8000000000,8602.0100000000,8993.3140000000,9119.7000000000,16159,0,1.8640000000,1.9790000000,2.4170000000,2.8350000000,16159,0,3.4590000000,3.7620000000,3.8230000000,5.2160000000
P6,supermarket,PC<->VR 状态同步,GC_retained,16159,0,0.0000000000,16159,100.0000000000,16159,0,4118.8000000000,8602.0100000000,8993.3140000000,9119.7000000000,16159,0,1.8640000000,1.9790000000,2.4170000000,2.8350000000,16159,0,3.4590000000,3.7620000000,3.8230000000,5.2160000000
P6,street,EyeTracking→PC,GC_filtered,27577,27577,100.0000000000,27577,100.0000000000,27577,0,4119.4000000000,8589.7200000000,8999.6000000000,9127.3000000000,27577,0,1.9170000000,2.2290000000,2.3370000000,2.7250000000,27577,0,3.6650000000,4.0270000000,4.1940000000,4.5710000000
P6,street,EyeTracking→PC,GC_retained,28338,28338,100.0000000000,28338,100.0000000000,28338,0,4092.0000000000,8596.0150000000,8996.2520000000,9127.3000000000,28338,0,1.9170000000,2.2290000000,2.3370000000,2.7250000000,28338,0,3.6650000000,4.0270000000,4.1940000000,4.5710000000
P6,street,MoCap→PC,GC_filtered,26268,0,0.0000000000,0,0.0000000000,26268,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,26268,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,26268,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000
P6,street,MoCap→PC,GC_retained,27000,0,0.0000000000,0,0.0000000000,27000,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,27000,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,27000,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000
P6,street,MoCap→VR,GC_filtered,26990,0,0.0000000000,0,0.0000000000,26990,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,26990,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,26990,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000
P6,street,MoCap→VR,GC_retained,26990,0,0.0000000000,0,0.0000000000,26990,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,26990,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,26990,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000
P6,street,PC<->VR 状态同步,GC_filtered,16307,0,0.0000000000,16307,100.0000000000,16307,0,4110.6000000000,8597.6600000000,8994.3880000000,9122.5000000000,16307,0,1.9070000000,2.2290000000,2.3370000000,2.7250000000,16307,0,3.6650000000,4.0270000000,4.1940000000,4.5710000000
P6,street,PC<->VR 状态同步,GC_retained,16307,0,0.0000000000,16307,100.0000000000,16307,0,4110.6000000000,8597.6600000000,8994.3880000000,9122.5000000000,16307,0,1.9070000000,2.2290000000,2.3370000000,2.7250000000,16307,0,3.6650000000,4.0270000000,4.1940000000,4.5710000000
P7,supermarket,EyeTracking→PC,GC_filtered,27852,27852,100.0000000000,27852,100.0000000000,27852,0,4088.9500000000,8556.1450000000,8976.7980000000,9123.1000000000,27852,0,1.8780000000,2.7850000000,3.2140000000,6.4090000000,27852,0,3.6010000000,4.6410000000,5.4530000000,5.4530000000
P7,supermarket,EyeTracking→PC,GC_retained,28471,28471,100.0000000000,28471,100.0000000000,28471,0,4099.1000000000,8590.3500000000,9005.1000000000,9123.1000000000,28471,0,1.8780000000,2.7850000000,3.2140000000,6.4090000000,28471,0,3.6010000000,4.6410000000,5.4530000000,5.4530000000
P7,supermarket,MoCap→PC,GC_filtered,26265,0,0.0000000000,0,0.0000000000,26265,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,26265,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,26265,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000
P7,supermarket,MoCap→PC,GC_retained,26855,0,0.0000000000,0,0.0000000000,26855,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,26855,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,26855,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000
P7,supermarket,MoCap→VR,GC_filtered,26846,0,0.0000000000,0,0.0000000000,26846,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,26846,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,26846,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000
P7,supermarket,MoCap→VR,GC_retained,26846,0,0.0000000000,0,0.0000000000,26846,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,26846,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,26846,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000
P7,supermarket,PC<->VR 状态同步,GC_filtered,15288,0,0.0000000000,15288,100.0000000000,15288,0,4096.2000000000,8568.9600000000,8988.2260000000,9117.7000000000,15288,0,1.8780000000,2.7850000000,3.2140000000,6.4090000000,15288,0,3.6020000000,4.6410000000,5.4530000000,5.4530000000
P7,supermarket,PC<->VR 状态同步,GC_retained,15288,0,0.0000000000,15288,100.0000000000,15288,0,4096.2000000000,8568.9600000000,8988.2260000000,9117.7000000000,15288,0,1.8780000000,2.7850000000,3.2140000000,6.4090000000,15288,0,3.6020000000,4.6410000000,5.4530000000,5.4530000000
P7,street,EyeTracking→PC,GC_filtered,28298,28298,100.0000000000,28298,100.0000000000,28298,0,4066.3000000000,8587.4150000000,8984.3090000000,9107.1000000000,28298,0,1.8110000000,1.9350000000,2.1630000000,3.1770000000,28298,0,3.3940000000,3.7150000000,3.8150000000,4.3270000000
P7,street,EyeTracking→PC,GC_retained,28874,28874,100.0000000000,28874,100.0000000000,28874,0,4076.6000000000,8578.8750000000,8982.9810000000,9107.1000000000,28874,0,1.8100000000,1.9350000000,2.1630000000,3.1770000000,28874,0,3.3960000000,3.7150000000,3.8150000000,4.3270000000
P7,street,MoCap→PC,GC_filtered,26458,0,0.0000000000,0,0.0000000000,26458,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,26458,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,26458,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000
P7,street,MoCap→PC,GC_retained,27001,0,0.0000000000,0,0.0000000000,27001,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,27001,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,27001,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000
P7,street,MoCap→VR,GC_filtered,26993,0,0.0000000000,0,0.0000000000,26993,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,26993,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,26993,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000
P7,street,MoCap→VR,GC_retained,26993,0,0.0000000000,0,0.0000000000,26993,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,26993,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,26993,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000
P7,street,PC<->VR 状态同步,GC_filtered,16607,0,0.0000000000,16607,100.0000000000,16607,0,4051.6000000000,8589.2800000000,8985.9820000000,9107.5000000000,16607,0,1.8100000000,1.9350000000,2.1630000000,3.1770000000,16607,0,3.3940000000,3.7150000000,3.8150000000,4.3270000000
P7,street,PC<->VR 状态同步,GC_retained,16607,0,0.0000000000,16607,100.0000000000,16607,0,4051.6000000000,8589.2800000000,8985.9820000000,9107.5000000000,16607,0,1.8100000000,1.9350000000,2.1630000000,3.1770000000,16607,0,3.3940000000,3.7150000000,3.8150000000,4.3270000000
P8,supermarket,EyeTracking→PC,GC_filtered,27522,27522,100.0000000000,27522,100.0000000000,27522,0,4083.1000000000,8570.1850000000,8976.8110000000,9110.4000000000,27522,0,1.8530000000,1.9820000000,2.3450000000,2.5550000000,27522,0,3.5600000000,3.9030000000,4.1800000000,4.6900000000
P8,supermarket,EyeTracking→PC,GC_retained,28394,28394,100.0000000000,28394,100.0000000000,28394,0,4092.5500000000,8600.5350000000,9003.1840000000,9235.7000000000,28394,0,1.8530000000,1.9820000000,2.3450000000,2.5550000000,28394,0,3.5600000000,3.9030000000,4.1800000000,4.6900000000
P8,supermarket,MoCap→PC,GC_filtered,25931,0,0.0000000000,0,0.0000000000,25931,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,25931,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,25931,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000
P8,supermarket,MoCap→PC,GC_retained,26756,0,0.0000000000,0,0.0000000000,26756,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,26756,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,26756,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000
P8,supermarket,MoCap→VR,GC_filtered,26745,0,0.0000000000,0,0.0000000000,26745,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,26745,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,26745,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000
P8,supermarket,MoCap→VR,GC_retained,26745,0,0.0000000000,0,0.0000000000,26745,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,26745,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,26745,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000
P8,supermarket,PC<->VR 状态同步,GC_filtered,16882,0,0.0000000000,16882,100.0000000000,16882,0,4077.3500000000,8566.5650000000,8980.9570000000,9235.0000000000,16882,0,1.8530000000,1.9820000000,2.3450000000,2.5550000000,16882,0,3.5600000000,3.9030000000,4.1800000000,4.6900000000
P8,supermarket,PC<->VR 状态同步,GC_retained,16882,0,0.0000000000,16882,100.0000000000,16882,0,4077.3500000000,8566.5650000000,8980.9570000000,9235.0000000000,16882,0,1.8530000000,1.9820000000,2.3450000000,2.5550000000,16882,0,3.5600000000,3.9030000000,4.1800000000,4.6900000000
P8,street,EyeTracking→PC,GC_filtered,27838,27838,100.0000000000,27838,100.0000000000,27838,0,4087.6500000000,8566.9150000000,8967.3150000000,9099.6000000000,27838,0,1.7850000000,1.9240000000,1.9980000000,2.0310000000,27838,0,3.4500000000,3.7430000000,3.7880000000,3.8490000000
P8,street,EyeTracking→PC,GC_retained,28852,28852,100.0000000000,28852,100.0000000000,28852,0,4060.8000000000,8565.4000000000,8964.3000000000,9099.6000000000,28852,0,1.7850000000,1.9240000000,1.9980000000,2.0310000000,28852,0,3.4500000000,3.7430000000,3.7880000000,3.8490000000
P8,street,MoCap→PC,GC_filtered,25999,0,0.0000000000,0,0.0000000000,25999,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,25999,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,25999,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000
P8,street,MoCap→PC,GC_retained,26951,0,0.0000000000,0,0.0000000000,26951,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,26951,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,26951,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000
P8,street,MoCap→VR,GC_filtered,26940,0,0.0000000000,0,0.0000000000,26940,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,26940,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,26940,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000
P8,street,MoCap→VR,GC_retained,26940,0,0.0000000000,0,0.0000000000,26940,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,26940,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,26940,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000
P8,street,PC<->VR 状态同步,GC_filtered,16805,0,0.0000000000,16805,100.0000000000,16805,0,4078.0000000000,8558.4800000000,8962.6000000000,9096.4000000000,16805,0,1.7850000000,1.9240000000,1.9980000000,2.0310000000,16805,0,3.4500000000,3.7430000000,3.7880000000,3.8490000000
P8,street,PC<->VR 状态同步,GC_retained,16805,0,0.0000000000,16805,100.0000000000,16805,0,4078.0000000000,8558.4800000000,8962.6000000000,9096.4000000000,16805,0,1.7850000000,1.9240000000,1.9980000000,2.0310000000,16805,0,3.4500000000,3.7430000000,3.7880000000,3.8490000000
P9,supermarket,EyeTracking→PC,GC_filtered,27964,27964,100.0000000000,27964,100.0000000000,27964,0,4084.2000000000,8577.3700000000,8987.4370000000,9118.3000000000,27964,0,1.7890000000,1.8630000000,1.9380000000,2.5250000000,27964,0,3.4130000000,3.6390000000,3.8190000000,3.8200000000
P9,supermarket,EyeTracking→PC,GC_retained,28453,28453,100.0000000000,28453,100.0000000000,28453,0,4085.0000000000,8586.7400000000,8985.4960000000,9118.3000000000,28453,0,1.7890000000,1.8630000000,1.9380000000,2.5250000000,28453,0,3.4130000000,3.6390000000,3.8190000000,3.8200000000
P9,supermarket,MoCap→PC,GC_filtered,26139,0,0.0000000000,0,0.0000000000,26139,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,26139,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,26139,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000
P9,supermarket,MoCap→PC,GC_retained,26594,0,0.0000000000,0,0.0000000000,26594,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,26594,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,26594,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000
P9,supermarket,MoCap→VR,GC_filtered,26585,0,0.0000000000,0,0.0000000000,26585,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,26585,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,26585,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000
P9,supermarket,MoCap→VR,GC_retained,26585,0,0.0000000000,0,0.0000000000,26585,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,26585,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,26585,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000
P9,supermarket,PC<->VR 状态同步,GC_filtered,15719,0,0.0000000000,15719,100.0000000000,15719,0,4030.2000000000,8582.9900000000,8988.9460000000,9116.7000000000,15719,0,1.7940000000,1.8630000000,1.9380000000,2.5250000000,15719,0,3.4130000000,3.6390000000,3.8190000000,3.8200000000
P9,supermarket,PC<->VR 状态同步,GC_retained,15719,0,0.0000000000,15719,100.0000000000,15719,0,4030.2000000000,8582.9900000000,8988.9460000000,9116.7000000000,15719,0,1.7940000000,1.8630000000,1.9380000000,2.5250000000,15719,0,3.4130000000,3.6390000000,3.8190000000,3.8200000000
P9,street,EyeTracking→PC,GC_filtered,28313,28313,100.0000000000,28313,100.0000000000,28313,0,4091.7000000000,8577.7800000000,8978.3400000000,9116.9000000000,28313,0,1.8010000000,1.9080000000,2.0900000000,6.1060000000,28313,0,3.3280000000,3.7470000000,3.8920000000,4.1800000000
P9,street,EyeTracking→PC,GC_retained,28853,28853,100.0000000000,28853,100.0000000000,28853,0,4067.7000000000,8567.7800000000,8975.6440000000,9116.9000000000,28853,0,1.8010000000,1.9080000000,2.0900000000,6.1060000000,28853,0,3.3280000000,3.7470000000,3.8920000000,4.1800000000
P9,street,MoCap→PC,GC_filtered,26182,0,0.0000000000,0,0.0000000000,26182,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,26182,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,26182,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000
P9,street,MoCap→PC,GC_retained,26683,0,0.0000000000,0,0.0000000000,26683,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,26683,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,26683,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000
P9,street,MoCap→VR,GC_filtered,26672,0,0.0000000000,0,0.0000000000,26672,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,26672,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,26672,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000
P9,street,MoCap→VR,GC_retained,26672,0,0.0000000000,0,0.0000000000,26672,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,26672,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,26672,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000
P9,street,PC<->VR 状态同步,GC_filtered,16570,0,0.0000000000,16570,100.0000000000,16570,0,4091.9500000000,8580.1750000000,8980.4240000000,9113.6000000000,16570,0,1.8010000000,1.9080000000,2.0900000000,6.1060000000,16570,0,3.3280000000,3.7470000000,3.8920000000,4.1800000000
P9,street,PC<->VR 状态同步,GC_retained,16570,0,0.0000000000,16570,100.0000000000,16570,0,4091.9500000000,8580.1750000000,8980.4240000000,9113.6000000000,16570,0,1.8010000000,1.9080000000,2.0900000000,6.1060000000,16570,0,3.3280000000,3.7470000000,3.8920000000,4.1800000000
P10,supermarket,EyeTracking→PC,GC_filtered,28023,28023,100.0000000000,28023,100.0000000000,28023,0,4092.5000000000,8592.6900000000,8989.0000000000,9127.5000000000,28023,0,1.9110000000,2.0350000000,2.0690000000,2.9190000000,28023,0,3.6370000000,3.9260000000,4.0540000000,4.2710000000
P10,supermarket,EyeTracking→PC,GC_retained,28473,28473,100.0000000000,28473,100.0000000000,28473,0,4089.2000000000,8585.3200000000,8988.1560000000,9127.5000000000,28473,0,1.9110000000,2.0350000000,2.0690000000,2.9190000000,28473,0,3.6370000000,3.9260000000,4.0540000000,4.2710000000
P10,supermarket,MoCap→PC,GC_filtered,26063,0,0.0000000000,0,0.0000000000,26063,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,26063,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,26063,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000
P10,supermarket,MoCap→PC,GC_retained,26474,0,0.0000000000,0,0.0000000000,26474,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,26474,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,26474,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000
P10,supermarket,MoCap→VR,GC_filtered,26460,0,0.0000000000,0,0.0000000000,26460,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,26460,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,26460,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000
P10,supermarket,MoCap→VR,GC_retained,26460,0,0.0000000000,0,0.0000000000,26460,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,26460,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,26460,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000
P10,supermarket,PC<->VR 状态同步,GC_filtered,16302,0,0.0000000000,16302,100.0000000000,16302,0,4027.0500000000,8578.6600000000,8992.9970000000,9124.7000000000,16302,0,1.9110000000,2.0350000000,2.0690000000,2.9190000000,16302,0,3.6370000000,3.9260000000,4.0540000000,4.2710000000
P10,supermarket,PC<->VR 状态同步,GC_retained,16302,0,0.0000000000,16302,100.0000000000,16302,0,4027.0500000000,8578.6600000000,8992.9970000000,9124.7000000000,16302,0,1.9110000000,2.0350000000,2.0690000000,2.9190000000,16302,0,3.6370000000,3.9260000000,4.0540000000,4.2710000000
P10,street,EyeTracking→PC,GC_filtered,28461,28461,100.0000000000,28461,100.0000000000,28461,0,4130.8000000000,8569.4000000000,8971.9400000000,9111.9000000000,28461,0,1.8420000000,1.9380000000,1.9690000000,2.5160000000,28461,0,3.5860000000,3.7420000000,3.8020000000,3.8750000000
P10,street,EyeTracking→PC,GC_retained,28865,28865,100.0000000000,28865,100.0000000000,28865,0,4061.2000000000,8562.8800000000,8970.8800000000,9111.9000000000,28865,0,1.8420000000,1.9380000000,1.9690000000,2.5160000000,28865,0,3.5860000000,3.7420000000,3.8020000000,3.8750000000
P10,street,MoCap→PC,GC_filtered,26059,0,0.0000000000,0,0.0000000000,26059,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,26059,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,26059,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000
P10,street,MoCap→PC,GC_retained,26431,0,0.0000000000,0,0.0000000000,26431,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,26431,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,26431,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000
P10,street,MoCap→VR,GC_filtered,26424,0,0.0000000000,0,0.0000000000,26424,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,26424,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,26424,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000
P10,street,MoCap→VR,GC_retained,26424,0,0.0000000000,0,0.0000000000,26424,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,26424,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,26424,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000
P10,street,PC<->VR 状态同步,GC_filtered,17285,0,0.0000000000,17285,100.0000000000,17285,0,4091.0000000000,8563.2800000000,8975.5440000000,9112.2000000000,17285,0,1.8420000000,1.9380000000,1.9690000000,2.5160000000,17285,0,3.5330000000,3.7420000000,3.8020000000,3.8750000000
P10,street,PC<->VR 状态同步,GC_retained,17285,0,0.0000000000,17285,100.0000000000,17285,0,4091.0000000000,8563.2800000000,8975.5440000000,9112.2000000000,17285,0,1.8420000000,1.9380000000,1.9690000000,2.5160000000,17285,0,3.5330000000,3.7420000000,3.8020000000,3.8750000000
