frame,time_from_origin_s,centroid_x_m,centroid_y_m,centroid_z_m,valid
6911,76.788889,0.320299,0.858455,1.717772,1
6912,76.800000,0.320439,0.858598,1.717901,1
6913,76.811111,0.320233,0.858468,1.718211,1
6914,76.822222,0.319496,0.858014,1.718576,1
6915,76.833333,0.319010,0.857879,1.718681,1
6916,76.844444,0.318644,0.858013,1.719079,1
6917,76.855556,0.318862,0.858554,1.718928,1
6918,76.866667,0.318591,0.858512,1.719226,1
6919,76.877778,0.318404,0.858440,1.719344,1
6920,76.888889,0.318217,0.858471,1.719557,1
6921,76.900000,0.318006,0.858494,1.719741,1
6922,76.911111,0.317741,0.858516,1.719870,1
6923,76.922222,0.317586,0.858538,1.719966,1
6924,76.933333,0.317365,0.858558,1.720107,1
6925,76.944444,0.317142,0.858462,1.720266,1
6926,76.955556,0.316977,0.858424,1.720381,1
6927,76.966667,0.316965,0.858386,1.720448,1
6928,76.977778,0.316783,0.858418,1.720330,1
6929,76.988889,0.316721,0.858453,1.720367,1
6930,77.000000,0.316659,0.858506,1.720385,1
6931,77.011111,0.316533,0.858415,1.720353,1
6932,77.022222,0.316346,0.858298,1.720300,1
6933,77.033333,0.316262,0.858245,1.720312,1
6934,77.044444,0.316328,0.858284,1.720357,1
6935,77.055556,0.316333,0.858271,1.720269,1
6936,77.066667,0.316359,0.858247,1.720309,1
6937,77.077778,0.316377,0.858294,1.720268,1
6938,77.088889,0.316292,0.858317,1.720271,1
6939,77.100000,0.316290,0.858320,1.720063,1
6940,77.111111,0.316277,0.858336,1.719982,1
6941,77.122222,0.316263,0.858413,1.719962,1
6942,77.133333,0.316149,0.858410,1.719833,1
6943,77.144444,0.316172,0.858435,1.719663,1
6944,77.155556,0.316163,0.858424,1.719563,1
6945,77.166667,0.316156,0.858393,1.719659,1
6946,77.177778,0.316111,0.858377,1.719465,1
6947,77.188889,0.316120,0.858380,1.719333,1
6948,77.200000,0.316122,0.858378,1.719214,1
6949,77.211111,0.316069,0.858338,1.719060,1
6950,77.222222,0.316173,0.858350,1.718943,1
6951,77.233333,0.316215,0.858321,1.718854,1
6952,77.244444,0.316230,0.858290,1.718722,1
6953,77.255556,0.316231,0.858272,1.718725,1
6954,77.266667,0.316176,0.858270,1.718381,1
6955,77.277778,0.316303,0.858230,1.718352,1
6956,77.288889,0.316379,0.858236,1.718251,1
6957,77.300000,0.316313,0.858270,1.717964,1
6958,77.311111,0.316261,0.858357,1.717738,1
6959,77.322222,0.316345,0.858517,1.717658,1
6960,77.333333,0.316351,0.858497,1.717590,1
6961,77.344444,0.316386,0.858502,1.717396,1
6962,77.355556,0.316553,0.858411,1.717304,1
6963,77.366667,0.316645,0.858278,1.717265,1
6964,77.377778,0.316681,0.858229,1.717225,1
6965,77.388889,0.316723,0.858261,1.717093,1
6966,77.400000,0.316838,0.858268,1.716983,1
6967,77.411111,0.316805,0.858214,1.716893,1
6968,77.422222,0.316979,0.858221,1.716949,1
6969,77.433333,0.317169,0.858144,1.716740,1
6970,77.444444,0.317226,0.858087,1.716584,1
6971,77.455556,0.317266,0.858106,1.716407,1
6972,77.466667,0.317257,0.858180,1.716281,1
6973,77.477778,0.317419,0.858345,1.716107,1
6974,77.488889,0.317560,0.858473,1.716186,1
6975,77.500000,0.317756,0.858388,1.716192,1
6976,77.511111,0.317956,0.858268,1.716132,1
6977,77.522222,0.317995,0.858260,1.716040,1
6978,77.533333,0.318091,0.858249,1.715891,1
6979,77.544444,0.318224,0.858317,1.715813,1
6980,77.555556,0.318333,0.858387,1.715678,1
6981,77.566667,0.318417,0.858383,1.715668,1
6982,77.577778,0.318663,0.858388,1.715660,1
6983,77.588889,0.318947,0.858471,1.715586,1
6984,77.600000,0.319224,0.858609,1.715462,1
6985,77.611111,0.319410,0.858679,1.715358,1
6986,77.622222,0.319471,0.858700,1.715391,1
6987,77.633333,0.319636,0.858791,1.715206,1
6988,77.644444,0.319864,0.858923,1.715111,1
6989,77.655556,0.320160,0.859089,1.715036,1
6990,77.666667,0.321114,0.859475,1.714770,1
6991,77.677778,0.321312,0.859152,1.714697,1
6992,77.688889,0.321814,0.859157,1.714006,1
6993,77.700000,0.322291,0.859329,1.713876,1
6994,77.711111,0.322926,0.859599,1.713785,1
6995,77.722222,0.323624,0.859823,1.713805,1
6996,77.733333,0.324272,0.859970,1.713675,1
6997,77.744444,0.324969,0.860097,1.713370,1
6998,77.755556,0.325782,0.860244,1.713096,1
6999,77.766667,0.326546,0.860352,1.712974,1
7000,77.777778,0.327440,0.860356,1.712594,1
7001,77.788889,0.328265,0.860520,1.712072,1
7002,77.800000,0.329510,0.859782,1.712355,1
7003,77.811111,0.330165,0.859977,1.711687,1
7004,77.822222,0.331165,0.860005,1.711537,1
7005,77.833333,0.331960,0.860172,1.711286,1
7006,77.844444,0.332635,0.860604,1.710602,1
7007,77.855556,0.333342,0.861048,1.710006,1
7008,77.866667,0.334177,0.861307,1.709447,1
7009,77.877778,0.334906,0.861490,1.708945,1
7010,77.888889,0.335275,0.861819,1.708559,1
7011,77.900000,0.335764,0.861999,1.707820,1
7012,77.911111,0.336167,0.862295,1.707990,1
7013,77.922222,0.336816,0.862443,1.707740,1
7014,77.933333,0.337145,0.862544,1.707205,1
7015,77.944444,0.337528,0.862828,1.706984,1
7016,77.955556,0.337773,0.863198,1.706605,1
7017,77.966667,0.337938,0.863446,1.706454,1
7018,77.977778,0.337894,0.863755,1.706334,1
7019,77.988889,0.338494,0.864653,1.704429,1
7020,78.000000,0.338151,0.865246,1.703793,1
7021,78.011111,0.337748,0.865680,1.703690,1
7022,78.022222,0.337305,0.866043,1.703185,1
7023,78.033333,0.336783,0.866661,1.702702,1
7024,78.044444,0.335985,0.866784,1.702380,1
7025,78.055556,0.335234,0.866922,1.701841,1
7026,78.066667,0.334141,0.867006,1.701161,1
7027,78.077778,0.333177,0.867138,1.700604,1
7028,78.088889,0.332130,0.867037,1.699678,1
7029,78.100000,0.330981,0.866965,1.699544,1
7030,78.111111,0.329894,0.866696,1.698269,1
7031,78.122222,0.328599,0.866411,1.697913,1
7032,78.133333,0.327254,0.865465,1.697684,1
7033,78.144444,0.325905,0.864508,1.696822,1
7034,78.155556,0.324215,0.863524,1.696624,1
7035,78.166667,0.322530,0.862555,1.696650,1
7036,78.177778,0.320776,0.861663,1.696346,1
7037,78.188889,0.318720,0.860975,1.696742,1
7038,78.200000,0.316645,0.860365,1.697020,1
7039,78.211111,0.314759,0.859324,1.697407,1
7040,78.222222,0.312957,0.858700,1.697757,1
7041,78.233333,0.311053,0.858284,1.698286,1
7042,78.244444,0.309124,0.858107,1.699035,1
7043,78.255556,0.307053,0.858253,1.699503,1
7044,78.266667,0.304860,0.858572,1.699897,1
7045,78.277778,0.302106,0.858719,1.699640,1
7046,78.288889,0.299192,0.858910,1.699532,1
7047,78.300000,0.296412,0.858947,1.699227,1
7048,78.311111,0.293574,0.858990,1.699125,1
7049,78.322222,0.290607,0.859158,1.698925,1
7050,78.333333,0.287598,0.859086,1.698923,1
7051,78.344444,0.283059,0.859566,1.697559,1
7052,78.355556,0.280277,0.859940,1.697637,1
7053,78.366667,0.277165,0.859992,1.697510,1
7054,78.377778,0.274340,0.859298,1.697892,1
7055,78.388889,0.273849,0.858861,1.701984,1
7056,78.400000,0.271572,0.858669,1.699947,1
7057,78.411111,0.267445,0.857795,1.700202,1
7058,78.422222,0.263504,0.856996,1.700484,1
7059,78.433333,0.260086,0.856255,1.700768,1
7060,78.444444,0.256541,0.855696,1.701283,1
7061,78.455556,0.253827,0.855931,1.701835,1
7062,78.466667,0.250676,0.857234,1.702073,1
7063,78.477778,0.247632,0.858859,1.702323,1
7064,78.488889,0.244508,0.860386,1.702577,1
7065,78.500000,0.241996,0.861660,1.703108,1
7066,78.511111,0.238944,0.862608,1.703815,1
7067,78.522222,0.236632,0.863615,1.704434,1
7068,78.533333,0.234570,0.864504,1.705161,1
7069,78.544444,0.232845,0.865425,1.706004,1
7070,78.555556,0.231134,0.866477,1.707206,1
7071,78.566667,0.229291,0.867369,1.708416,1
7072,78.577778,0.227580,0.867861,1.709795,1
7073,78.588889,0.225927,0.868274,1.711057,1
7074,78.600000,0.224619,0.869234,1.712036,1
7075,78.611111,0.223544,0.870568,1.712775,1
7076,78.622222,0.222994,0.872041,1.713481,1
7077,78.633333,0.222829,0.873299,1.714055,1
7078,78.644444,0.223254,0.873914,1.714966,1
7079,78.655556,0.224025,0.874528,1.715783,1
7080,78.666667,0.225288,0.875093,1.716393,1
7081,78.677778,0.226203,0.875721,1.716815,1
7082,78.688889,0.224586,0.875995,1.718544,1
7083,78.700000,0.224304,0.876420,1.720810,1
7084,78.711111,0.224251,0.876665,1.722942,1
7085,78.722222,0.223692,0.877156,1.725259,1
7086,78.733333,0.222842,0.877407,1.727543,1
7087,78.744444,0.220813,0.877445,1.729062,1
7088,78.755556,0.218316,0.877762,1.731026,1
7089,78.766667,0.215484,0.877670,1.732352,1
7090,78.777778,0.212335,0.877963,1.734089,1
7091,78.788889,0.209372,0.878184,1.735191,1
7092,78.800000,0.206453,0.878414,1.736360,1
7093,78.811111,0.204699,0.878731,1.737269,1
7094,78.822222,0.202849,0.878800,1.737978,1
7095,78.833333,0.201697,0.878363,1.738003,1
7096,78.844444,0.200484,0.878126,1.738639,1
7097,78.855556,0.200537,0.876885,1.739621,1
7098,78.866667,0.199123,0.876829,1.740756,1
7099,78.877778,0.199024,0.875905,1.741282,1
7100,78.888889,0.194863,0.873310,1.744166,1
7101,78.900000,0.182433,0.874059,1.748257,1
7102,78.911111,0.180855,0.875047,1.747892,1
7103,78.922222,0.179441,0.875116,1.749075,1
7104,78.933333,0.179124,0.875663,1.750041,1
7105,78.944444,0.178633,0.876177,1.750493,1
7106,78.955556,0.178496,0.875455,1.748076,1
7107,78.966667,0.177887,0.875176,1.749212,1
7108,78.977778,0.176754,0.874822,1.750107,1
7109,78.988889,0.175046,0.874578,1.752417,1
7110,79.000000,0.173594,0.874304,1.753501,1
7111,79.011111,0.174354,0.875747,1.753272,1
7112,79.022222,0.174389,0.879431,1.756340,1
7113,79.033333,0.173301,0.881643,1.759149,1
7114,79.044444,0.172691,0.881368,1.760582,1
7115,79.055556,0.172763,0.877940,1.759951,1
7116,79.066667,0.174753,0.873801,1.757818,1
7117,79.077778,0.176763,0.869640,1.756020,1
7118,79.088889,0.178267,0.866754,1.753989,1
7119,79.100000,0.184033,0.864242,1.748780,1
7120,79.111111,0.180109,0.872360,1.759096,1
7121,79.122222,0.170369,0.890689,1.775120,1
7122,79.133333,0.151049,0.921268,1.786220,1
7123,79.144444,0.134942,0.947418,1.783837,1
7124,79.155556,0.132222,0.953832,1.783791,1
7125,79.166667,0.130027,0.957248,1.784870,1
7126,79.177778,0.128934,0.957616,1.787271,1
7127,79.188889,0.128195,0.957796,1.789522,1
7128,79.200000,0.127403,0.958117,1.792063,1
7129,79.211111,0.126121,0.958268,1.794694,1
7130,79.222222,0.124407,0.958504,1.797127,1
7131,79.233333,0.123090,0.958516,1.798630,1
7132,79.244444,0.122016,0.958153,1.800057,1
7133,79.255556,0.121072,0.957521,1.800511,1
7134,79.266667,0.120201,0.956462,1.801006,1
7135,79.277778,0.119314,0.956061,1.801795,1
7136,79.288889,0.118521,0.955845,1.802666,1
7137,79.300000,0.118023,0.955973,1.803615,1
7138,79.311111,0.117682,0.956108,1.802818,1
7139,79.322222,0.117056,0.955408,1.803974,1
7140,79.333333,0.116301,0.953887,1.804290,1
7141,79.344444,0.116102,0.953723,1.804851,1
7142,79.355556,0.116640,0.954157,1.805797,1
7143,79.366667,0.118478,0.954967,1.806301,1
7144,79.377778,0.118770,0.955837,1.806810,1
7145,79.388889,0.120446,0.957184,1.804384,1
7146,79.400000,0.122023,0.958314,1.804428,1
7147,79.411111,0.123500,0.959441,1.804720,1
7148,79.422222,0.124895,0.961115,1.805104,1
7149,79.433333,0.126156,0.961832,1.805330,1
7150,79.444444,0.127509,0.963456,1.806602,1
7151,79.455556,0.128728,0.963465,1.807236,1
7152,79.466667,0.130085,0.962179,1.808225,1
7153,79.477778,0.131356,0.962560,1.808398,1
7154,79.488889,0.133592,0.962918,1.808669,1
7155,79.500000,0.135145,0.963519,1.808053,1
7156,79.511111,0.136279,0.963184,1.807942,1
7157,79.522222,0.138953,0.964357,1.807440,1
7158,79.533333,0.140642,0.964355,1.806888,1
7159,79.544444,0.142146,0.964831,1.805769,1
7160,79.555556,0.142961,0.964484,1.804690,1
7161,79.566667,0.144499,0.964210,1.803898,1
7162,79.577778,0.146432,0.964351,1.803006,1
7163,79.588889,0.148301,0.964841,1.801821,1
7164,79.600000,0.150014,0.964623,1.800580,1
7165,79.611111,0.151839,0.964522,1.799167,1
7166,79.622222,0.153575,0.963756,1.798320,1
7167,79.633333,0.155713,0.964162,1.796992,1
7168,79.644444,0.157675,0.964087,1.795407,1
7169,79.655556,0.160295,0.963568,1.795716,1
7170,79.666667,0.162171,0.962971,1.794410,1
7171,79.677778,0.163495,0.959716,1.794238,1
7172,79.688889,0.165286,0.958803,1.792435,1
7173,79.700000,0.167418,0.958171,1.791503,1
7174,79.711111,0.169711,0.957806,1.790023,1
7175,79.722222,0.171581,0.956747,1.788667,1
7176,79.733333,0.173516,0.955681,1.787134,1
7177,79.744444,0.175346,0.954810,1.785694,1
7178,79.755556,0.176903,0.954203,1.783963,1
7179,79.766667,0.178530,0.953669,1.782060,1
7180,79.777778,0.179996,0.952487,1.780175,1
7181,79.788889,0.181685,0.952382,1.778064,1
7182,79.800000,0.183583,0.952912,1.775613,1
7183,79.811111,0.185240,0.952955,1.773344,1
7184,79.822222,0.186668,0.952983,1.771000,1
7185,79.833333,0.188191,0.952693,1.768613,1
7186,79.844444,0.189704,0.952407,1.766190,1
7187,79.855556,0.191432,0.951926,1.763877,1
7188,79.866667,0.193071,0.951544,1.761407,1
7189,79.877778,0.194647,0.951139,1.759037,1
7190,79.888889,0.196320,0.950411,1.756727,1
7191,79.900000,0.197684,0.949619,1.754011,1
7192,79.911111,0.199383,0.949144,1.751594,1
7193,79.922222,0.201049,0.948600,1.748710,1
7194,79.933333,0.202507,0.948294,1.745956,1
7195,79.944444,0.203805,0.947593,1.743206,1
7196,79.955556,0.205022,0.947076,1.740561,1
7197,79.966667,0.206264,0.947272,1.737915,1
7198,79.977778,0.207195,0.947363,1.735180,1
7199,79.988889,0.208197,0.947502,1.732637,1
7200,80.000000,0.209118,0.948076,1.729873,1
7201,80.011111,0.210033,0.948805,1.727273,1
7202,80.022222,0.210954,0.949543,1.724702,1
7203,80.033333,0.212301,0.951506,1.722170,1
7204,80.044444,0.212983,0.953448,1.720186,1
7205,80.055556,0.213684,0.954678,1.718194,1
7206,80.066667,0.214177,0.954946,1.716700,1
7207,80.077778,0.214437,0.955433,1.714713,1
7208,80.088889,0.214825,0.956111,1.712718,1
7209,80.100000,0.215133,0.956139,1.710969,1
7210,80.111111,0.215502,0.956313,1.709017,1
7211,80.122222,0.216626,0.956019,1.706583,1
7212,80.133333,0.216595,0.955895,1.705135,1
7213,80.144444,0.216540,0.956141,1.703157,1
7214,80.155556,0.216546,0.956327,1.701419,1
7215,80.166667,0.216387,0.955941,1.699819,1
7216,80.177778,0.216308,0.955779,1.698368,1
7217,80.188889,0.216186,0.955379,1.697142,1
7218,80.200000,0.216164,0.955063,1.695690,1
7219,80.211111,0.215702,0.953922,1.694557,1
7220,80.222222,0.214159,0.953508,1.692461,1
7221,80.233333,0.213886,0.953656,1.691358,1
7222,80.244444,0.213224,0.952788,1.690681,1
7223,80.255556,0.212723,0.952174,1.690475,1
7224,80.266667,0.211627,0.952013,1.690107,1
7225,80.277778,0.210864,0.952480,1.689691,1
7226,80.288889,0.209895,0.953028,1.688941,1
7227,80.300000,0.208911,0.953309,1.688201,1
7228,80.311111,0.207905,0.953856,1.687436,1
7229,80.322222,0.206931,0.954035,1.686931,1
7230,80.333333,0.206188,0.954799,1.686902,1
7231,80.344444,0.204993,0.954942,1.686741,1
7232,80.355556,0.203753,0.954679,1.687127,1
7233,80.366667,0.202523,0.954560,1.686940,1
7234,80.377778,0.201350,0.954433,1.686983,1
7235,80.388889,0.200117,0.954576,1.686672,1
7236,80.400000,0.198743,0.954072,1.686749,1
7237,80.411111,0.197601,0.953818,1.686605,1
7238,80.422222,0.196368,0.953451,1.686324,1
7239,80.433333,0.195246,0.953295,1.686196,1
7240,80.444444,0.194417,0.953518,1.686225,1
7241,80.455556,0.193423,0.953559,1.685974,1
7242,80.466667,0.192503,0.953555,1.685958,1
7243,80.477778,0.191542,0.953678,1.685768,1
7244,80.488889,0.190458,0.953383,1.685658,1
7245,80.500000,0.189577,0.953290,1.685671,1
7246,80.511111,0.188873,0.953466,1.685880,1
7247,80.522222,0.188069,0.953562,1.685899,1
7248,80.533333,0.187254,0.953540,1.685930,1
7249,80.544444,0.186630,0.953602,1.686142,1
7250,80.555556,0.185862,0.953753,1.686126,1
7251,80.566667,0.184968,0.953221,1.685978,1
7252,80.577778,0.184287,0.953424,1.685865,1
7253,80.588889,0.183164,0.952918,1.685496,1
7254,80.600000,0.182229,0.952364,1.685207,1
7255,80.611111,0.181563,0.952538,1.684832,1
7256,80.622222,0.180696,0.952071,1.684774,1
7257,80.633333,0.179977,0.951876,1.684743,1
7258,80.644444,0.179561,0.952322,1.684711,1
7259,80.655556,0.179089,0.952314,1.684761,1
7260,80.666667,0.178580,0.952329,1.684750,1
7261,80.677778,0.177965,0.951876,1.684751,1
7262,80.688889,0.177668,0.952317,1.684751,1
7263,80.700000,0.177328,0.953121,1.684675,1
7264,80.711111,0.176947,0.952976,1.684754,1
7265,80.722222,0.176691,0.953179,1.684773,1
7266,80.733333,0.176299,0.953193,1.684776,1
7267,80.744444,0.175927,0.953309,1.684618,1
7268,80.755556,0.175575,0.953294,1.684494,1
7269,80.766667,0.175211,0.953247,1.684494,1
7270,80.777778,0.174824,0.953103,1.684432,1
7271,80.788889,0.174523,0.953057,1.684442,1
7272,80.800000,0.174287,0.953307,1.684130,1
7273,80.811111,0.173815,0.952914,1.684200,1
7274,80.822222,0.173526,0.952963,1.684006,1
7275,80.833333,0.173158,0.953086,1.683872,1
7276,80.844444,0.173069,0.952702,1.684316,1
7277,80.855556,0.173032,0.953042,1.684349,1
7278,80.866667,0.172980,0.953387,1.684516,1
7279,80.877778,0.172807,0.953574,1.684495,1
7280,80.888889,0.172647,0.953882,1.684395,1
7281,80.900000,0.172386,0.953732,1.684377,1
7282,80.911111,0.172134,0.953703,1.684174,1
7283,80.922222,0.171910,0.954062,1.684007,1
7284,80.933333,0.171474,0.953645,1.683784,1
7285,80.944444,0.171247,0.953784,1.683558,1
7286,80.955556,0.171032,0.954071,1.683238,1
7287,80.966667,0.170682,0.954073,1.682986,1
7288,80.977778,0.170302,0.953585,1.682946,1
7289,80.988889,0.169914,0.953405,1.682863,1
7290,81.000000,0.169629,0.953635,1.682582,1
7291,81.011111,0.169239,0.953254,1.682452,1
7292,81.022222,0.168980,0.953418,1.682140,1
7293,81.033333,0.168641,0.953184,1.681924,1
7294,81.044444,0.168329,0.953328,1.681807,1
7295,81.055556,0.168032,0.953399,1.681621,1
7296,81.066667,0.167674,0.953241,1.681417,1
7297,81.077778,0.167265,0.952943,1.681279,1
7298,81.088889,0.167133,0.952936,1.680997,1
7299,81.100000,0.166721,0.952623,1.680893,1
7300,81.111111,0.166355,0.952424,1.680724,1
7301,81.122222,0.166189,0.952456,1.680441,1
7302,81.133333,0.165792,0.951911,1.680338,1
7303,81.144444,0.165558,0.951942,1.680195,1
7304,81.155556,0.165349,0.951778,1.680034,1
7305,81.166667,0.165193,0.951667,1.679873,1
7306,81.177778,0.164995,0.951696,1.679605,1
7307,81.188889,0.164841,0.951858,1.679384,1
7308,81.200000,0.164556,0.951772,1.678986,1
7309,81.211111,0.164258,0.951380,1.678513,1
7310,81.222222,0.163948,0.951175,1.678146,1
7311,81.233333,0.163746,0.950929,1.677855,1
7312,81.244444,0.163573,0.950836,1.677552,1
7313,81.255556,0.163475,0.950826,1.677324,1
7314,81.266667,0.163452,0.951060,1.677108,1
7315,81.277778,0.163282,0.950952,1.676961,1
7316,81.288889,0.163315,0.951089,1.676861,1
7317,81.300000,0.163295,0.951027,1.676746,1
7318,81.311111,0.163281,0.951128,1.676439,1
7319,81.322222,0.163240,0.950992,1.676439,1
7320,81.333333,0.163266,0.950893,1.676195,1
7321,81.344444,0.163238,0.951090,1.675999,1
7322,81.355556,0.163233,0.950894,1.675892,1
7323,81.366667,0.163222,0.950720,1.675683,1
7324,81.377778,0.163212,0.950962,1.675554,1
7325,81.388889,0.163114,0.950733,1.675406,1
7326,81.400000,0.163137,0.950733,1.675246,1
7327,81.411111,0.163314,0.951153,1.675058,1
7328,81.422222,0.163134,0.950775,1.674888,1
7329,81.433333,0.163203,0.951034,1.674728,1
7330,81.444444,0.163106,0.950666,1.674556,1
7331,81.455556,0.163069,0.950403,1.674418,1
7332,81.466667,0.163023,0.950450,1.674207,1
7333,81.477778,0.162961,0.950458,1.674003,1
7334,81.488889,0.162924,0.950463,1.673801,1
7335,81.500000,0.162918,0.950453,1.673664,1
7336,81.511111,0.162872,0.950384,1.673499,1
7337,81.522222,0.162831,0.950444,1.673320,1
7338,81.533333,0.162841,0.950450,1.673075,1
7339,81.544444,0.162845,0.950507,1.672977,1
7340,81.555556,0.162781,0.950475,1.672781,1
7341,81.566667,0.162785,0.950446,1.672562,1
7342,81.577778,0.162746,0.950646,1.672400,1
7343,81.588889,0.162707,0.950830,1.672141,1
7344,81.600000,0.162650,0.950809,1.671999,1
7345,81.611111,0.162571,0.950822,1.671833,1
7346,81.622222,0.162443,0.950663,1.671693,1
7347,81.633333,0.162339,0.950729,1.671483,1
7348,81.644444,0.162189,0.950560,1.671312,1
7349,81.655556,0.162071,0.950367,1.671291,1
7350,81.666667,0.162001,0.950414,1.671188,1
7351,81.677778,0.161926,0.950410,1.671065,1
7352,81.688889,0.161746,0.950355,1.670689,1
7353,81.700000,0.161669,0.950411,1.670604,1
7354,81.711111,0.161516,0.950315,1.670450,1
7355,81.722222,0.161336,0.950223,1.670230,1
7356,81.733333,0.161279,0.950483,1.670043,1
7357,81.744444,0.161027,0.950280,1.669841,1
7358,81.755556,0.160766,0.950160,1.669721,1
7359,81.766667,0.160561,0.950076,1.669586,1
7360,81.777778,0.160293,0.949858,1.669398,1
7361,81.788889,0.160029,0.949739,1.669287,1
7362,81.800000,0.159677,0.949621,1.669128,1
7363,81.811111,0.159325,0.949482,1.668937,1
7364,81.822222,0.159092,0.949655,1.668745,1
7365,81.833333,0.158655,0.949590,1.668671,1
7366,81.844444,0.158427,0.949889,1.668436,1
7367,81.855556,0.157854,0.949611,1.668341,1
7368,81.866667,0.157440,0.949739,1.668092,1
7369,81.877778,0.156927,0.949558,1.667873,1
7370,81.888889,0.156523,0.949960,1.667730,1
7371,81.900000,0.155962,0.949973,1.667650,1
7372,81.911111,0.155303,0.949912,1.667492,1
7373,81.922222,0.154723,0.949741,1.667421,1
7374,81.933333,0.154057,0.949789,1.667182,1
7375,81.944444,0.153316,0.949828,1.667241,1
7376,81.955556,0.152610,0.949839,1.667040,1
7377,81.966667,0.151898,0.950313,1.666750,1
7378,81.977778,0.150967,0.950053,1.666641,1
7379,81.988889,0.150149,0.950205,1.666417,1
7380,82.000000,0.149320,0.950531,1.666346,1
7381,82.011111,0.148421,0.950452,1.666083,1
7382,82.022222,0.147292,0.950213,1.665961,1
7383,82.033333,0.146202,0.950119,1.665795,1
7384,82.044444,0.145188,0.950589,1.665456,1
7385,82.055556,0.143996,0.950647,1.665169,1
7386,82.066667,0.142676,0.950694,1.664946,1
7387,82.077778,0.141629,0.950941,1.664600,1
7388,82.088889,0.140082,0.950578,1.664261,1
7389,82.100000,0.138857,0.951109,1.663959,1
7390,82.111111,0.137425,0.951156,1.663347,1
7391,82.122222,0.135947,0.951211,1.662904,1
7392,82.133333,0.134412,0.951607,1.662474,1
7393,82.144444,0.132942,0.951785,1.661728,1
7394,82.155556,0.131298,0.951710,1.661136,1
7395,82.166667,0.129704,0.951829,1.660654,1
7396,82.177778,0.127805,0.951273,1.660029,1
7397,82.188889,0.126088,0.951253,1.659224,1
7398,82.200000,0.124654,0.952226,1.658291,1
7399,82.211111,0.122924,0.952330,1.657672,1
7400,82.222222,0.121125,0.951975,1.656631,1
7401,82.233333,0.119313,0.952297,1.655705,1
7402,82.244444,0.117617,0.952303,1.654697,1
7403,82.255556,0.115915,0.952630,1.653779,1
7404,82.266667,0.114382,0.952887,1.652661,1
7405,82.277778,0.112942,0.953925,1.651177,1
7406,82.288889,0.111324,0.954116,1.649718,1
7407,82.300000,0.109792,0.954316,1.648277,1
7408,82.311111,0.108430,0.954738,1.646524,1
7409,82.322222,0.107179,0.955310,1.644870,1
7410,82.333333,0.106010,0.955761,1.643129,1
7411,82.344444,0.104765,0.956540,1.641216,1
7412,82.355556,0.103640,0.957353,1.639244,1
7413,82.366667,0.102468,0.957897,1.637203,1
7414,82.377778,0.101342,0.958586,1.635098,1
7415,82.388889,0.100415,0.959702,1.632748,1
7416,82.400000,0.099176,0.960055,1.630448,1
7417,82.411111,0.098137,0.960582,1.627970,1
7418,82.422222,0.096897,0.960616,1.625423,1
7419,82.433333,0.095930,0.961286,1.622646,1
7420,82.444444,0.095117,0.962322,1.619672,1
7421,82.455556,0.094082,0.962647,1.616628,1
7422,82.466667,0.093341,0.963560,1.613299,1
7423,82.477778,0.092559,0.963956,1.610250,1
7424,82.488889,0.091741,0.963991,1.606879,1
7425,82.500000,0.091265,0.964293,1.603830,1
7426,82.511111,0.090728,0.965015,1.599743,1
7427,82.522222,0.090182,0.965769,1.595994,1
7428,82.533333,0.089630,0.965439,1.592146,1
7429,82.544444,0.088961,0.964747,1.588207,1
7430,82.555556,0.088749,0.964823,1.584103,1
7431,82.566667,0.088351,0.963994,1.580482,1
7432,82.577778,0.088499,0.964575,1.576440,1
7433,82.588889,0.088364,0.964184,1.572344,1
7434,82.600000,0.088337,0.964115,1.567987,1
7435,82.611111,0.088227,0.963603,1.563807,1
7436,82.622222,0.088291,0.963142,1.559688,1
7437,82.633333,0.088333,0.961541,1.555631,1
7438,82.644444,0.088492,0.961207,1.551283,1
7439,82.655556,0.088403,0.960025,1.547363,1
7440,82.666667,0.088275,0.958580,1.543193,1
7441,82.677778,0.089097,0.958386,1.538458,1
7442,82.688889,0.089901,0.958344,1.534241,1
7443,82.700000,0.090228,0.957334,1.529838,1
7444,82.711111,0.090384,0.955939,1.525450,1
7445,82.722222,0.090577,0.954932,1.520652,1
7446,82.733333,0.090870,0.953228,1.515985,1
7447,82.744444,0.091296,0.951781,1.511636,1
7448,82.755556,0.091968,0.950465,1.507000,1
7449,82.766667,0.092866,0.949113,1.502521,1
7450,82.777778,0.094003,0.948094,1.497718,1
7451,82.788889,0.095209,0.946962,1.492728,1
7452,82.800000,0.096440,0.946159,1.487745,1
7453,82.811111,0.098056,0.946568,1.482659,1
7454,82.822222,0.100010,0.948797,1.477061,1
7455,82.833333,0.101888,0.951008,1.471536,1
7456,82.844444,0.103469,0.952031,1.466406,1
7457,82.855556,0.105156,0.952859,1.461548,1
7458,82.866667,0.106613,0.953224,1.456773,1
7459,82.877778,0.108042,0.953363,1.452025,1
7460,82.888889,0.108289,0.952400,1.446623,1
7461,82.900000,0.109272,0.952425,1.442092,1
7462,82.911111,0.110189,0.952723,1.437314,1
7463,82.922222,0.110999,0.953251,1.432651,1
7464,82.933333,0.111852,0.954007,1.427996,1
7465,82.944444,0.112296,0.954528,1.423141,1
7466,82.955556,0.112920,0.955155,1.418460,1
7467,82.966667,0.113403,0.955425,1.413518,1
7468,82.977778,0.113919,0.955971,1.408631,1
