frame,time_from_origin_s,centroid_x_m,centroid_y_m,centroid_z_m,valid
2350,26.111111,0.762190,0.864701,1.185246,1
2351,26.122222,0.763076,0.864999,1.185891,1
2352,26.133333,0.764284,0.865781,1.186123,1
2353,26.144444,0.765405,0.866585,1.185801,1
2354,26.155556,0.766362,0.867339,1.185331,1
2355,26.166667,0.767085,0.868128,1.185276,1
2356,26.177778,0.767839,0.868917,1.185407,1
2357,26.188889,0.768788,0.869880,1.185513,1
2358,26.200000,0.769886,0.871200,1.185602,1
2359,26.211111,0.770738,0.872897,1.185640,1
2360,26.222222,0.771511,0.874799,1.185564,1
2361,26.233333,0.771857,0.876339,1.185352,1
2362,26.244444,0.772045,0.877464,1.184948,1
2363,26.255556,0.772078,0.878519,1.185007,1
2364,26.266667,0.772208,0.878503,1.184918,1
2365,26.277778,0.772511,0.878379,1.184570,1
2366,26.288889,0.772879,0.878369,1.184314,1
2367,26.300000,0.773129,0.878424,1.184108,1
2368,26.311111,0.773151,0.878383,1.183887,1
2369,26.322222,0.773311,0.878377,1.183651,1
2370,26.333333,0.773476,0.878395,1.183435,1
2371,26.344444,0.773704,0.878378,1.183148,1
2372,26.355556,0.773956,0.878295,1.183043,1
2373,26.366667,0.774106,0.878293,1.182775,1
2374,26.377778,0.774237,0.878300,1.182539,1
2375,26.388889,0.774493,0.878256,1.182188,1
2376,26.400000,0.775104,0.877288,1.181783,1
2377,26.411111,0.775311,0.877199,1.181532,1
2378,26.422222,0.775135,0.877760,1.181263,1
2379,26.433333,0.775216,0.877921,1.180956,1
2380,26.444444,0.775397,0.878123,1.180671,1
2381,26.455556,0.775973,0.877337,1.180388,1
2382,26.466667,0.776165,0.877237,1.180092,1
2383,26.477778,0.776368,0.877141,1.179772,1
2384,26.488889,0.776538,0.877044,1.179455,1
2385,26.500000,0.776719,0.876996,1.179155,1
2386,26.511111,0.776807,0.876926,1.178911,1
2387,26.522222,0.776765,0.876973,1.178427,1
2388,26.533333,0.776949,0.876900,1.178103,1
2389,26.544444,0.777087,0.876855,1.177720,1
2390,26.555556,0.777320,0.877119,1.177363,1
2391,26.566667,0.777545,0.877037,1.177000,1
2392,26.577778,0.777690,0.877093,1.176646,1
2393,26.588889,0.777869,0.877055,1.176249,1
2394,26.600000,0.777938,0.877068,1.176096,1
2395,26.611111,0.778135,0.877373,1.175860,1
2396,26.622222,0.778013,0.877204,1.175419,1
2397,26.633333,0.777293,0.876817,1.173759,1
2398,26.644444,0.778899,0.877463,1.174358,1
2399,26.655556,0.778972,0.877419,1.174035,1
2400,26.666667,0.779086,0.877419,1.173567,1
2401,26.677778,0.778581,0.877191,1.171755,1
2402,26.688889,0.778564,0.877258,1.170981,1
2403,26.700000,0.778668,0.877442,1.169950,1
2404,26.711111,0.778858,0.877719,1.169155,1
2405,26.722222,0.779098,0.877865,1.168505,1
2406,26.733333,0.779505,0.878160,1.167910,1
2407,26.744444,0.779709,0.878229,1.167325,1
2408,26.755556,0.779785,0.878242,1.166968,1
2409,26.766667,0.779896,0.878327,1.166727,1
2410,26.777778,0.779807,0.878550,1.166608,1
2411,26.788889,0.780077,0.878821,1.166119,1
2412,26.800000,0.780296,0.878812,1.165800,1
2413,26.811111,0.780528,0.878745,1.165258,1
2414,26.822222,0.780747,0.878710,1.164771,1
2415,26.833333,0.780973,0.878730,1.164300,1
2416,26.844444,0.781134,0.878735,1.163840,1
2417,26.855556,0.781432,0.878806,1.163377,1
2418,26.866667,0.781639,0.879060,1.163099,1
2419,26.877778,0.781868,0.879121,1.162574,1
2420,26.888889,0.781996,0.879162,1.162092,1
2421,26.900000,0.782078,0.878544,1.159985,1
2422,26.911111,0.782599,0.878646,1.158780,1
2423,26.922222,0.783107,0.878709,1.157558,1
2424,26.933333,0.783439,0.878753,1.156568,1
2425,26.944444,0.783766,0.878640,1.155759,1
2426,26.955556,0.784055,0.878653,1.155081,1
2427,26.966667,0.784294,0.878586,1.154456,1
2428,26.977778,0.784601,0.878410,1.153798,1
2429,26.988889,0.784737,0.878375,1.153190,1
2430,27.000000,0.784940,0.878310,1.152577,1
2431,27.011111,0.785279,0.878148,1.151877,1
2432,27.022222,0.785684,0.877760,1.152107,1
2433,27.033333,0.784855,0.877375,1.154130,1
2434,27.044444,0.785125,0.877269,1.153596,1
2435,27.055556,0.785238,0.877099,1.153100,1
2436,27.066667,0.785406,0.877046,1.152690,1
2437,27.077778,0.785512,0.877010,1.152231,1
2438,27.088889,0.785781,0.876985,1.151751,1
2439,27.100000,0.785886,0.876945,1.151285,1
2440,27.111111,0.786080,0.876792,1.150808,1
2441,27.122222,0.786293,0.876720,1.150274,1
2442,27.133333,0.786442,0.876692,1.149737,1
2443,27.144444,0.786567,0.876617,1.149222,1
2444,27.155556,0.786999,0.876631,1.148471,1
2445,27.166667,0.787226,0.876494,1.147868,1
2446,27.177778,0.787417,0.876383,1.147345,1
2447,27.188889,0.787558,0.876323,1.146797,1
2448,27.200000,0.787693,0.876201,1.146188,1
2449,27.211111,0.787816,0.876177,1.145592,1
2450,27.222222,0.788006,0.876032,1.144955,1
2451,27.233333,0.788380,0.875163,1.144223,1
2452,27.244444,0.788535,0.874932,1.143623,1
2453,27.255556,0.788600,0.874825,1.143039,1
2454,27.266667,0.788558,0.874946,1.142527,1
2455,27.277778,0.788509,0.875200,1.141911,1
2456,27.288889,0.788493,0.875456,1.141427,1
2457,27.300000,0.788419,0.875546,1.141015,1
2458,27.311111,0.788092,0.875672,1.140604,1
2459,27.322222,0.787703,0.875929,1.140360,1
2460,27.333333,0.787336,0.875958,1.140240,1
2461,27.344444,0.786857,0.876095,1.139968,1
2462,27.355556,0.780029,0.861297,1.137631,1
2463,27.366667,0.779430,0.861375,1.137689,1
2464,27.377778,0.778745,0.861487,1.137530,1
2465,27.388889,0.777798,0.861417,1.137309,1
2466,27.400000,0.776608,0.861447,1.136885,1
2467,27.411111,0.775324,0.861475,1.136606,1
2468,27.422222,0.774185,0.861474,1.136138,1
2469,27.433333,0.773314,0.861492,1.136003,1
2470,27.444444,0.772544,0.861482,1.135879,1
2471,27.455556,0.771596,0.861461,1.135778,1
2472,27.466667,0.770532,0.861491,1.135575,1
2473,27.477778,0.769332,0.861514,1.135336,1
2474,27.488889,0.767952,0.861592,1.135013,1
2475,27.500000,0.766394,0.861696,1.134685,1
2476,27.511111,0.764594,0.861521,1.134313,1
2477,27.522222,0.762980,0.861243,1.133765,1
2478,27.533333,0.761263,0.861051,1.133249,1
2479,27.544444,0.759783,0.861048,1.132815,1
2480,27.555556,0.758211,0.860871,1.132501,1
2481,27.566667,0.756556,0.860677,1.132038,1
2482,27.577778,0.754968,0.860414,1.131889,1
2483,27.588889,0.753265,0.860089,1.131556,1
2484,27.600000,0.751769,0.859861,1.131561,1
2485,27.611111,0.750045,0.859463,1.131512,1
2486,27.622222,0.748284,0.858915,1.131720,1
2487,27.633333,0.746268,0.858088,1.131984,1
2488,27.644444,0.745377,0.859743,1.129722,1
2489,27.655556,0.742902,0.860002,1.129637,1
2490,27.666667,0.740891,0.860316,1.129769,1
2491,27.677778,0.739152,0.860506,1.129849,1
2492,27.688889,0.737468,0.860914,1.129881,1
2493,27.700000,0.735622,0.861296,1.130165,1
2494,27.711111,0.733710,0.861718,1.130705,1
2495,27.722222,0.731875,0.862123,1.131387,1
2496,27.733333,0.730059,0.862420,1.132320,1
2497,27.744444,0.728266,0.862541,1.133261,1
2498,27.755556,0.726633,0.862712,1.134312,1
2499,27.766667,0.724872,0.862544,1.135168,1
2500,27.777778,0.722819,0.861379,1.136544,1
2501,27.788889,0.720579,0.860178,1.137815,1
2502,27.800000,0.718428,0.859295,1.139006,1
2503,27.811111,0.716570,0.858536,1.140253,1
2504,27.822222,0.714894,0.858188,1.141500,1
2505,27.833333,0.713161,0.858194,1.142901,1
2506,27.844444,0.711240,0.858436,1.144355,1
2507,27.855556,0.709427,0.859034,1.146072,1
2508,27.866667,0.707918,0.859528,1.147835,1
2509,27.877778,0.705035,0.860233,1.150898,1
2510,27.888889,0.700388,0.860312,1.153460,1
2511,27.900000,0.696255,0.860260,1.156048,1
2512,27.911111,0.693339,0.860803,1.158612,1
2513,27.922222,0.692243,0.860921,1.160326,1
2514,27.933333,0.689886,0.860910,1.162132,1
2515,27.944444,0.684273,0.861472,1.163691,1
2516,27.955556,0.683405,0.862528,1.164694,1
2517,27.966667,0.680395,0.863686,1.165631,1
2518,27.977778,0.677864,0.864613,1.166256,1
2519,27.988889,0.675487,0.865408,1.166990,1
2520,28.000000,0.674644,0.866226,1.168361,1
2521,28.011111,0.672888,0.867079,1.169527,1
2522,28.022222,0.671344,0.867444,1.170094,1
2523,28.033333,0.668783,0.867839,1.171600,1
2524,28.044444,0.667654,0.867883,1.172622,1
2525,28.055556,0.665739,0.868258,1.174457,1
2526,28.066667,0.663753,0.868498,1.177245,1
2527,28.077778,0.661398,0.868825,1.179764,1
2528,28.088889,0.658461,0.869555,1.182591,1
2529,28.100000,0.655153,0.869974,1.184558,1
2530,28.111111,0.652524,0.870618,1.187775,1
2531,28.122222,0.650402,0.871060,1.190819,1
2532,28.133333,0.648064,0.871313,1.193647,1
2533,28.144444,0.646329,0.870855,1.196561,1
2534,28.155556,0.644383,0.871124,1.198806,1
2535,28.166667,0.642135,0.871136,1.201525,1
2536,28.177778,0.639710,0.871431,1.204108,1
2537,28.188889,0.637217,0.871554,1.206964,1
2538,28.200000,0.633788,0.871187,1.211790,1
2539,28.211111,0.630934,0.871431,1.214137,1
2540,28.222222,0.626890,0.872935,1.218698,1
2541,28.233333,0.623802,0.872963,1.220738,1
2542,28.244444,0.620684,0.873141,1.223104,1
2543,28.255556,0.617841,0.873133,1.225127,1
2544,28.266667,0.615824,0.872995,1.227260,1
2545,28.277778,0.613648,0.872360,1.229197,1
2546,28.288889,0.611200,0.871019,1.231866,1
2547,28.300000,0.609049,0.869727,1.235067,1
2548,28.311111,0.604447,0.870362,1.237644,1
2549,28.322222,0.603720,0.868806,1.240321,1
2550,28.333333,0.602422,0.867221,1.243069,1
2551,28.344444,0.601040,0.866040,1.245714,1
2552,28.355556,0.599782,0.865171,1.248765,1
2553,28.366667,0.598436,0.864790,1.252243,1
2554,28.377778,0.597216,0.864778,1.255711,1
2555,28.388889,0.596254,0.865052,1.258287,1
2556,28.400000,0.590615,0.864090,1.258664,1
2557,28.411111,0.589934,0.863570,1.258115,1
2558,28.422222,0.582879,0.864294,1.253697,1
2559,28.433333,0.581637,0.865044,1.255539,1
2560,28.444444,0.580954,0.866363,1.257748,1
2561,28.455556,0.579821,0.867465,1.262151,1
2562,28.466667,0.576742,0.868272,1.268310,1
2563,28.477778,0.575729,0.868523,1.272565,1
2564,28.488889,0.574748,0.868424,1.275902,1
2565,28.500000,0.573228,0.868413,1.279247,1
2566,28.511111,0.571597,0.868713,1.281875,1
2567,28.522222,0.570492,0.868850,1.285820,1
2568,28.533333,0.569004,0.868724,1.288694,1
2569,28.544444,0.567260,0.868681,1.291398,1
2570,28.555556,0.564936,0.869033,1.293199,1
2571,28.566667,0.563227,0.869192,1.294980,1
2572,28.577778,0.561687,0.869234,1.296574,1
2573,28.588889,0.560371,0.869293,1.298543,1
2574,28.600000,0.559237,0.869215,1.300669,1
2575,28.611111,0.558243,0.869238,1.303108,1
2576,28.622222,0.557391,0.869366,1.305480,1
2577,28.633333,0.556707,0.869616,1.307668,1
2578,28.644444,0.556095,0.869746,1.309968,1
2579,28.655556,0.555617,0.869848,1.312205,1
2580,28.666667,0.555156,0.870126,1.314454,1
2581,28.677778,0.554947,0.870643,1.316505,1
2582,28.688889,0.554589,0.870982,1.318647,1
2583,28.700000,0.554362,0.871043,1.320683,1
2584,28.711111,0.554098,0.870823,1.322782,1
2585,28.722222,0.554000,0.870439,1.324495,1
2586,28.733333,0.553533,0.869930,1.326262,1
2587,28.744444,0.553105,0.869231,1.327660,1
2588,28.755556,0.552899,0.868508,1.328930,1
2589,28.766667,0.552776,0.867974,1.330087,1
2590,28.777778,0.552741,0.867272,1.331055,1
2591,28.788889,0.552737,0.866618,1.331694,1
2592,28.800000,0.552840,0.865976,1.332316,1
2593,28.811111,0.553052,0.865390,1.332842,1
2594,28.822222,0.553237,0.865040,1.333329,1
2595,28.833333,0.553452,0.864868,1.333658,1
2596,28.844444,0.553762,0.864752,1.333940,1
2597,28.855556,0.553957,0.864678,1.334047,1
2598,28.866667,0.553842,0.864671,1.333406,1
2599,28.877778,0.554048,0.864944,1.333229,1
2600,28.888889,0.554058,0.865127,1.332942,1
2601,28.900000,0.554182,0.865402,1.332489,1
2602,28.911111,0.554305,0.865524,1.332097,1
2603,28.922222,0.554544,0.865514,1.331625,1
2604,28.933333,0.555096,0.865404,1.331259,1
2605,28.944444,0.555383,0.865246,1.330813,1
2606,28.955556,0.555442,0.864447,1.330442,1
2607,28.966667,0.555834,0.864258,1.329930,1
2608,28.977778,0.556246,0.863986,1.329329,1
2609,28.988889,0.556695,0.863712,1.328742,1
2610,29.000000,0.557231,0.863574,1.327910,1
2611,29.011111,0.557437,0.863388,1.327306,1
2612,29.022222,0.557752,0.863275,1.326501,1
2613,29.033333,0.558155,0.863136,1.325743,1
2614,29.044444,0.558421,0.862934,1.324903,1
2615,29.055556,0.558764,0.862736,1.324156,1
2616,29.066667,0.559296,0.862390,1.323499,1
2617,29.077778,0.559693,0.862185,1.322828,1
2618,29.088889,0.560012,0.862083,1.322023,1
2619,29.100000,0.558921,0.861356,1.320970,1
2620,29.111111,0.558929,0.860891,1.321064,1
2621,29.122222,0.557343,0.860124,1.320318,1
2622,29.133333,0.557316,0.860001,1.319847,1
2623,29.144444,0.556800,0.859966,1.318852,1
2624,29.155556,0.556312,0.859553,1.317557,1
2625,29.166667,0.555623,0.858405,1.316290,1
2626,29.177778,0.553146,0.856603,1.316230,1
2627,29.188889,0.552195,0.855939,1.315551,1
2628,29.200000,0.549764,0.854499,1.317345,1
2629,29.211111,0.549347,0.854072,1.316054,1
2630,29.222222,0.549070,0.853525,1.314540,1
2631,29.233333,0.548870,0.853105,1.313142,1
2632,29.244444,0.548747,0.852741,1.311771,1
2633,29.255556,0.548706,0.852518,1.310182,1
2634,29.266667,0.548691,0.852511,1.308677,1
2635,29.277778,0.548773,0.852626,1.307041,1
2636,29.288889,0.548722,0.852892,1.305531,1
2637,29.300000,0.548640,0.853294,1.303937,1
2638,29.311111,0.547629,0.854323,1.301282,1
2639,29.322222,0.547489,0.854936,1.299799,1
2640,29.333333,0.547393,0.855364,1.298499,1
2641,29.344444,0.547286,0.855754,1.297205,1
2642,29.355556,0.547269,0.856088,1.296093,1
2643,29.366667,0.547229,0.856256,1.294929,1
2644,29.377778,0.547141,0.856449,1.293651,1
2645,29.388889,0.547115,0.856280,1.292498,1
2646,29.400000,0.547041,0.855935,1.291350,1
2647,29.411111,0.546890,0.855489,1.290229,1
2648,29.422222,0.546933,0.854896,1.289282,1
2649,29.433333,0.547583,0.854626,1.288981,1
2650,29.444444,0.547574,0.854364,1.288708,1
2651,29.455556,0.547322,0.854355,1.288564,1
2652,29.466667,0.547008,0.854390,1.288443,1
2653,29.477778,0.546883,0.854361,1.288290,1
2654,29.488889,0.546681,0.854375,1.288152,1
2655,29.500000,0.546305,0.854489,1.288224,1
2656,29.511111,0.545972,0.854674,1.288313,1
2657,29.522222,0.545649,0.854867,1.288393,1
2658,29.533333,0.545228,0.854921,1.288609,1
2659,29.544444,0.544877,0.855002,1.288811,1
2660,29.555556,0.544425,0.855003,1.288952,1
2661,29.566667,0.544033,0.854978,1.289034,1
2662,29.577778,0.543648,0.854948,1.289168,1
2663,29.588889,0.543178,0.854860,1.289233,1
2664,29.600000,0.542785,0.854795,1.289346,1
2665,29.611111,0.542431,0.854697,1.289406,1
2666,29.622222,0.542091,0.854585,1.289558,1
2667,29.633333,0.541627,0.854519,1.289621,1
2668,29.644444,0.541266,0.854491,1.289663,1
2669,29.655556,0.541030,0.854454,1.289693,1
2670,29.666667,0.540803,0.854519,1.289716,1
2671,29.677778,0.540559,0.854546,1.289731,1
2672,29.688889,0.540335,0.854542,1.289834,1
2673,29.700000,0.540121,0.854543,1.289908,1
2674,29.711111,0.540053,0.854537,1.290062,1
2675,29.722222,0.539854,0.854462,1.290150,1
2676,29.733333,0.539690,0.854429,1.290281,1
2677,29.744444,0.539508,0.854299,1.290370,1
2678,29.755556,0.539413,0.854246,1.290467,1
2679,29.766667,0.539320,0.854207,1.290554,1
2680,29.777778,0.539283,0.854133,1.290655,1
2681,29.788889,0.539190,0.854113,1.290708,1
2682,29.800000,0.539010,0.854046,1.290746,1
2683,29.811111,0.538894,0.854000,1.290766,1
2684,29.822222,0.538740,0.853898,1.290910,1
2685,29.833333,0.538620,0.853854,1.291007,1
2686,29.844444,0.538515,0.853784,1.291034,1
2687,29.855556,0.538453,0.853794,1.291080,1
2688,29.866667,0.538258,0.853750,1.291125,1
2689,29.877778,0.538184,0.853745,1.291087,1
2690,29.888889,0.538067,0.853741,1.291076,1
2691,29.900000,0.537921,0.853761,1.291034,1
2692,29.911111,0.537764,0.853762,1.291027,1
2693,29.922222,0.537571,0.853767,1.291028,1
2694,29.933333,0.537372,0.853767,1.291027,1
2695,29.944444,0.537161,0.853768,1.291081,1
2696,29.955556,0.536908,0.853746,1.291137,1
2697,29.966667,0.536770,0.853798,1.291063,1
2698,29.977778,0.536671,0.853831,1.291046,1
2699,29.988889,0.536474,0.853838,1.291051,1
2700,30.000000,0.536275,0.853858,1.291072,1
2701,30.011111,0.536120,0.853913,1.291034,1
2702,30.022222,0.535976,0.853942,1.291054,1
2703,30.033333,0.535835,0.853971,1.291006,1
2704,30.044444,0.535680,0.854029,1.291012,1
2705,30.055556,0.535578,0.854074,1.291005,1
2706,30.066667,0.535365,0.854110,1.290932,1
2707,30.077778,0.535220,0.854102,1.290912,1
2708,30.088889,0.535086,0.854112,1.290918,1
2709,30.100000,0.534998,0.854103,1.290958,1
2710,30.111111,0.534852,0.854106,1.290905,1
2711,30.122222,0.534729,0.854093,1.290914,1
2712,30.133333,0.534645,0.854071,1.290969,1
2713,30.144444,0.534539,0.854061,1.290886,1
2714,30.155556,0.534473,0.854034,1.290880,1
2715,30.166667,0.534390,0.853987,1.290893,1
2716,30.177778,0.534324,0.853976,1.290911,1
2717,30.188889,0.534435,0.853966,1.291086,1
2718,30.200000,0.534415,0.853936,1.291164,1
2719,30.211111,0.534365,0.853968,1.291135,1
2720,30.222222,0.534302,0.853921,1.291220,1
2721,30.233333,0.534248,0.853911,1.291243,1
2722,30.244444,0.534253,0.853909,1.291208,1
2723,30.255556,0.534246,0.853852,1.291232,1
2724,30.266667,0.534277,0.853821,1.291208,1
2725,30.277778,0.534262,0.853778,1.291231,1
2726,30.288889,0.534247,0.853738,1.291255,1
2727,30.300000,0.534273,0.853705,1.291243,1
2728,30.311111,0.534295,0.853683,1.291321,1
2729,30.322222,0.534289,0.853671,1.291349,1
2730,30.333333,0.534316,0.853671,1.291385,1
2731,30.344444,0.534314,0.853639,1.291420,1
2732,30.355556,0.534375,0.853634,1.291437,1
2733,30.366667,0.534368,0.853618,1.291436,1
2734,30.377778,0.534447,0.853591,1.291455,1
2735,30.388889,0.534476,0.853613,1.291456,1
2736,30.400000,0.534469,0.853587,1.291467,1
2737,30.411111,0.534514,0.853573,1.291465,1
2738,30.422222,0.534555,0.853587,1.291443,1
2739,30.433333,0.534588,0.853565,1.291428,1
2740,30.444444,0.534613,0.853556,1.291418,1
2741,30.455556,0.534650,0.853536,1.291420,1
2742,30.466667,0.534783,0.853535,1.291390,1
2743,30.477778,0.534792,0.853522,1.291372,1
2744,30.488889,0.534826,0.853497,1.291312,1
2745,30.500000,0.534896,0.853503,1.291314,1
2746,30.511111,0.535010,0.853475,1.291342,1
2747,30.522222,0.534976,0.853469,1.291273,1
2748,30.533333,0.535045,0.853470,1.291240,1
2749,30.544444,0.534877,0.853457,1.291066,1
2750,30.555556,0.534942,0.853446,1.290979,1
2751,30.566667,0.535015,0.853456,1.290893,1
2752,30.577778,0.535030,0.853384,1.290843,1
2753,30.588889,0.535050,0.853415,1.290744,1
2754,30.600000,0.535082,0.853397,1.290686,1
2755,30.611111,0.535097,0.853384,1.290541,1
2756,30.622222,0.535123,0.853383,1.290426,1
2757,30.633333,0.535079,0.853338,1.290353,1
2758,30.644444,0.535134,0.853321,1.290360,1
2759,30.655556,0.535095,0.853341,1.290267,1
2760,30.666667,0.535084,0.853356,1.290145,1
2761,30.677778,0.535075,0.853361,1.290013,1
2762,30.688889,0.535004,0.853343,1.289988,1
2763,30.700000,0.534909,0.853356,1.289918,1
2764,30.711111,0.534856,0.853348,1.289869,1
2765,30.722222,0.534807,0.853337,1.289772,1
2766,30.733333,0.534770,0.853340,1.289618,1
2767,30.744444,0.534668,0.853316,1.289598,1
2768,30.755556,0.534535,0.853333,1.289430,1
2769,30.766667,0.534427,0.853328,1.289328,1
2770,30.777778,0.534337,0.853357,1.289237,1
2771,30.788889,0.534166,0.853317,1.289110,1
2772,30.800000,0.534068,0.853316,1.288928,1
2773,30.811111,0.534025,0.853306,1.288752,1
2774,30.822222,0.533925,0.853262,1.288588,1
2775,30.833333,0.533769,0.853287,1.288450,1
2776,30.844444,0.533719,0.853322,1.288311,1
2777,30.855556,0.533537,0.853352,1.288133,1
2778,30.866667,0.533456,0.853375,1.288022,1
2779,30.877778,0.533327,0.853376,1.287925,1
2780,30.888889,0.533363,0.853376,1.287826,1
2781,30.900000,0.533182,0.853410,1.287715,1
2782,30.911111,0.533075,0.853472,1.287455,1
2783,30.922222,0.532951,0.853486,1.287285,1
2784,30.933333,0.532817,0.853499,1.287064,1
2785,30.944444,0.532699,0.853502,1.286912,1
2786,30.955556,0.532616,0.853553,1.286692,1
2787,30.966667,0.532494,0.853560,1.286539,1
2788,30.977778,0.532379,0.853630,1.286328,1
2789,30.988889,0.532327,0.853666,1.286182,1
2790,31.000000,0.532224,0.853696,1.286009,1
2791,31.011111,0.532076,0.853738,1.285848,1
2792,31.022222,0.532005,0.853736,1.285709,1
2793,31.033333,0.531891,0.853714,1.285595,1
2794,31.044444,0.531780,0.853711,1.285511,1
2795,31.055556,0.531705,0.853727,1.285419,1
2796,31.066667,0.531639,0.853726,1.285325,1
2797,31.077778,0.531507,0.853740,1.285211,1
2798,31.088889,0.531442,0.853713,1.285101,1
2799,31.100000,0.531358,0.853727,1.285074,1
2800,31.111111,0.531234,0.853733,1.284972,1
2801,31.122222,0.531152,0.853722,1.284874,1
2802,31.133333,0.531112,0.853719,1.284834,1
2803,31.144444,0.531049,0.853677,1.284767,1
2804,31.155556,0.530778,0.853704,1.284606,1
2805,31.166667,0.530676,0.853745,1.284429,1
2806,31.177778,0.530585,0.853769,1.284372,1
2807,31.188889,0.530474,0.853794,1.284269,1
2808,31.200000,0.530344,0.853791,1.284215,1
2809,31.211111,0.530176,0.853791,1.284230,1
2810,31.222222,0.529972,0.853779,1.284214,1
2811,31.233333,0.529763,0.853798,1.284287,1
2812,31.244444,0.529613,0.853823,1.284223,1
2813,31.255556,0.529400,0.853775,1.284284,1
2814,31.266667,0.529274,0.853782,1.284270,1
2815,31.277778,0.529044,0.853730,1.284346,1
2816,31.288889,0.528902,0.853759,1.284275,1
2817,31.300000,0.528680,0.853753,1.284275,1
2818,31.311111,0.528465,0.853783,1.284355,1
2819,31.322222,0.528255,0.853819,1.284398,1
2820,31.333333,0.527994,0.853810,1.284377,1
2821,31.344444,0.527661,0.853775,1.284476,1
2822,31.355556,0.527416,0.853756,1.284403,1
2823,31.366667,0.527073,0.853697,1.284460,1
2824,31.377778,0.526880,0.853741,1.284469,1
2825,31.388889,0.526548,0.853805,1.284470,1
2826,31.400000,0.526229,0.853797,1.284524,1
2827,31.411111,0.525923,0.853812,1.284459,1
2828,31.422222,0.525619,0.853790,1.284520,1
2829,31.433333,0.525273,0.853741,1.284531,1
2830,31.444444,0.524975,0.853765,1.284449,1
2831,31.455556,0.524568,0.853767,1.284430,1
2832,31.466667,0.524223,0.853824,1.284359,1
2833,31.477778,0.523811,0.853854,1.284253,1
2834,31.488889,0.523483,0.853887,1.284279,1
2835,31.500000,0.523095,0.853903,1.284223,1
2836,31.511111,0.522735,0.853892,1.284159,1
2837,31.522222,0.522265,0.853840,1.284145,1
2838,31.533333,0.521826,0.853864,1.284116,1
2839,31.544444,0.521487,0.853962,1.284011,1
2840,31.555556,0.521109,0.853995,1.283889,1
2841,31.566667,0.520726,0.853997,1.283798,1
2842,31.577778,0.520313,0.853938,1.283760,1
2843,31.588889,0.519844,0.853930,1.283648,1
2844,31.600000,0.519422,0.853953,1.283489,1
2845,31.611111,0.518984,0.853925,1.283403,1
2846,31.622222,0.518585,0.853907,1.283350,1
2847,31.633333,0.518164,0.853919,1.283164,1
2848,31.644444,0.517742,0.853973,1.283093,1
2849,31.655556,0.517374,0.854055,1.283077,1
2850,31.666667,0.517080,0.854039,1.283066,1
2851,31.677778,0.516655,0.853990,1.283005,1
2852,31.688889,0.516268,0.853990,1.282906,1
2853,31.700000,0.515930,0.853998,1.282799,1
2854,31.711111,0.515533,0.853994,1.282702,1
2855,31.722222,0.515140,0.854007,1.282627,1
2856,31.733333,0.514813,0.854064,1.282386,1
2857,31.744444,0.514417,0.854053,1.282360,1
2858,31.755556,0.514087,0.854068,1.282253,1
2859,31.766667,0.513705,0.854050,1.282104,1
2860,31.777778,0.513428,0.854075,1.281935,1
2861,31.788889,0.513087,0.854067,1.281814,1
2862,31.800000,0.512759,0.854128,1.281701,1
2863,31.811111,0.512466,0.854163,1.281524,1
2864,31.822222,0.512188,0.854163,1.281345,1
2865,31.833333,0.511887,0.854144,1.281288,1
2866,31.844444,0.511545,0.854173,1.281114,1
2867,31.855556,0.511295,0.854156,1.280953,1
2868,31.866667,0.511056,0.854178,1.280866,1
2869,31.877778,0.510788,0.854201,1.280710,1
2870,31.888889,0.510556,0.854223,1.280565,1
2871,31.900000,0.510335,0.854183,1.280379,1
2872,31.911111,0.510177,0.854210,1.280212,1
2873,31.922222,0.510022,0.854177,1.280036,1
2874,31.933333,0.509890,0.854173,1.279938,1
2875,31.944444,0.509669,0.854102,1.279739,1
2876,31.955556,0.509502,0.854076,1.279559,1
2877,31.966667,0.509330,0.854067,1.279431,1
2878,31.977778,0.509159,0.854055,1.279217,1
2879,31.988889,0.509021,0.854050,1.279097,1
2880,32.000000,0.508865,0.854049,1.278952,1
2881,32.011111,0.508743,0.854078,1.278684,1
2882,32.022222,0.508654,0.854116,1.278464,1
2883,32.033333,0.508492,0.854143,1.278342,1
2884,32.044444,0.508300,0.854231,1.278045,1
2885,32.055556,0.508123,0.854300,1.277837,1
2886,32.066667,0.507913,0.854417,1.277620,1
2887,32.077778,0.507608,0.854540,1.277380,1
2888,32.088889,0.507219,0.854677,1.277094,1
2889,32.100000,0.506826,0.854828,1.276852,1
2890,32.111111,0.506323,0.855063,1.276510,1
2891,32.122222,0.505748,0.855271,1.276231,1
2892,32.133333,0.505113,0.855409,1.276003,1
2893,32.144444,0.504152,0.855531,1.275791,1
2894,32.155556,0.503237,0.855670,1.275585,1
2895,32.166667,0.502092,0.855819,1.275245,1
2896,32.177778,0.500817,0.855884,1.275072,1
2897,32.188889,0.499489,0.856081,1.274905,1
2898,32.200000,0.497978,0.856415,1.274689,1
2899,32.211111,0.496283,0.856856,1.274318,1
2900,32.222222,0.494379,0.857112,1.274234,1
2901,32.233333,0.492489,0.857474,1.273995,1
2902,32.244444,0.490311,0.857824,1.273749,1
2903,32.255556,0.488111,0.858156,1.273574,1
2904,32.266667,0.485692,0.858420,1.273509,1
2905,32.277778,0.483183,0.858815,1.273350,1
2906,32.288889,0.480631,0.859120,1.273081,1
2907,32.300000,0.477744,0.859242,1.272850,1
