序号,PC采集时间,PC时间戳(ms),录制相对时间(ms),Unity帧,网络对象ID,Quest位姿序号,PoseReadTime-QuestUnix(ms),PoseReadTime-PC时钟域(ms),PoseReadTime至PC观测延迟(ms),RenderPredicted-TrackingSpace位置X,RenderPredicted-TrackingSpace位置Y,RenderPredicted-TrackingSpace位置Z,RenderPredicted-TrackingSpace旋转X,RenderPredicted-TrackingSpace旋转Y,RenderPredicted-TrackingSpace旋转Z,RenderPredicted-Unity世界位置X,RenderPredicted-Unity世界位置Y,RenderPredicted-Unity世界位置Z,RenderPredicted-Unity世界旋转X,RenderPredicted-Unity世界旋转Y,RenderPredicted-Unity世界旋转Z,时钟同步有效,时钟同步状态,时钟偏移(ms),同步RTT(ms),同步年龄(ms),偏移不确定度上界(ms),同步样本数,RenderPredicted-TrackingSpace四元数X,RenderPredicted-TrackingSpace四元数Y,RenderPredicted-TrackingSpace四元数Z,RenderPredicted-TrackingSpace四元数W,RenderPredicted-Unity世界四元数X,RenderPredicted-Unity世界四元数Y,RenderPredicted-Unity世界四元数Z,RenderPredicted-Unity世界四元数W,PoseReadTime-OVR单调时钟(s),RawPoseSampleTime-OVR单调时钟(s),RawPoseSampleTime-QuestUnix估算(ms),PredictedDisplayTime代理-OVR单调时钟(s),PredictedDisplayTime代理-QuestUnix估算(ms),PredictionHorizon(ms),RawSampleAge(ms),QuestUnity帧,Quest采样阶段,RawPose有效,RenderPoseTime有效,Raw-TrackingSpace位置X,Raw-TrackingSpace位置Y,Raw-TrackingSpace位置Z,Raw-TrackingSpace四元数X,Raw-TrackingSpace四元数Y,Raw-TrackingSpace四元数Z,Raw-TrackingSpace四元数W,Raw-Unity世界位置X,Raw-Unity世界位置Y,Raw-Unity世界位置Z,Raw-Unity世界四元数X,Raw-Unity世界四元数Y,Raw-Unity世界四元数Z,Raw-Unity世界四元数W
381,2026-08-29 17:31:09.075,1787995869074.490,7861.814,27662,9,7443,1787995931338.980,1787995869041.380,33.104,0.102658,1.573830,-0.165734,354.677094,214.663620,2.205796,0.535488,1.731305,0.757439,354.677094,213.735718,2.205796,true,Ready,62297.601,3.787,6881.6,1.925,8,-0.0321847461,-0.9531229,-0.038590014,0.2983817,-0.0318712145,-0.955507934,-0.03884937,0.2906541,29583.350883670,,,29583.415691713,1787995931403.790,64.808,,5247,Update,false,true,,,,,,,,,,,,,,
382,2026-08-29 17:31:09.091,1787995869091.410,7878.732,27663,9,7445,1787995931360.190,1787995869062.590,28.813,0.105773,1.573784,-0.176887,354.645355,213.419876,2.728334,0.538784,1.731260,0.746338,354.645355,212.491974,2.728334,true,Ready,62297.601,3.787,6898.5,1.925,8,-0.03620363,-0.9561362,-0.037888214,0.288196564,-0.03589565,-0.9584387,-0.0381801352,0.28044486,29583.372091536,,,29583.443534163,1787995931431.640,71.443,,5248,Update,false,true,,,,,,,,,,,,,,
383,2026-08-29 17:31:09.107,1787995869107.350,7894.677,27664,9,7447,1787995931379.450,1787995869081.850,25.503,0.106813,1.573721,-0.182543,354.538086,213.158920,2.962428,0.539915,1.731197,0.740699,354.538086,212.231018,2.962428,true,Ready,62297.601,3.787,6914.5,1.925,8,-0.0383373871,-0.956665158,-0.03828237,0.28610602,-0.0380261466,-0.9589507,-0.0385915525,0.278350145,29583.391345497,,,29583.457457095,1787995931445.560,66.112,,5249,Update,false,true,,,,,,,,,,,,,,
384,2026-08-29 17:31:09.147,1787995869147.190,7934.515,27666,9,7449,1787995931401.240,1787995869103.640,43.551,0.109458,1.573869,-0.194214,354.398499,212.273819,3.301431,0.542749,1.731344,0.729073,354.398499,211.345901,3.301432,true,Ready,62297.601,3.787,6954.3,1.925,8,-0.0412134379,-0.9586635,-0.038921576,0.278838515,-0.04089693,-0.9608902,-0.03925403,0.271066636,29583.413136124,,,29583.485302972,1787995931473.400,72.167,,5250,Update,false,true,,,,,,,,,,,,,,
385,2026-08-29 17:31:09.162,1787995869162.080,7949.407,27667,9,7451,1787995931419.840,1787995869122.240,39.838,0.110764,1.573806,-0.200414,354.267700,212.037872,3.214183,0.544155,1.731282,0.722895,354.267700,211.109955,3.214183,true,Ready,62297.601,3.787,6969.2,1.925,8,-0.0407157764,-0.95920366,-0.04031283,0.2768493,-0.0403880142,-0.961414158,-0.0406412035,0.269073159,29583.431742896,,,29583.499225075,1787995931487.330,67.482,,5251,Update,false,true,,,,,,,,,,,,,,
386,2026-08-29 17:31:09.178,1787995869178.210,7965.534,27668,9,7453,1787995931443.190,1787995869145.590,32.619,0.113939,1.573863,-0.212912,354.196320,211.201675,3.080747,0.547532,1.731339,0.710450,354.196320,210.273788,3.080747,true,Ready,62297.601,3.787,6985.3,1.925,8,-0.03946765,-0.96121,-0.04152219,0.2698028,-0.03913014,-0.963363349,-0.0418404229,0.2620107,29583.455086440,,,29583.527070739,1787995931515.170,71.984,,5252,Update,false,true,,,,,,,,,,,,,,
387,2026-08-29 17:31:09.196,1787995869196.340,7983.670,27669,9,7455,1787995931465.660,1787995869168.060,28.288,0.117307,1.574500,-0.226276,354.144226,210.137863,2.864226,0.551116,1.731976,0.697143,354.144226,209.209946,2.864226,true,Ready,62297.601,3.787,7003.5,1.925,8,-0.0373769924,-0.9637202,-0.04281806,0.260793149,-0.037029054,-0.9658005,-0.0431193151,0.252980947,29583.477554203,,,29583.554923180,1787995931543.020,77.369,,5253,Update,false,true,,,,,,,,,,,,,,
388,2026-08-29 17:31:09.214,1787995869214.490,8001.822,27670,9,7457,1787995931485.740,1787995869188.140,26.355,0.119165,1.575076,-0.233311,354.105072,209.532837,2.590969,0.553087,1.732551,0.690138,354.105072,208.604904,2.590970,true,Ready,62297.601,3.787,7021.6,1.925,8,-0.034935493,-0.9651507,-0.04395435,0.2556009,-0.03457843,-0.9671889,-0.0442358,0.247777224,29583.497641653,,,29583.568837402,1787995931556.940,71.196,,5254,Update,false,true,,,,,,,,,,,,,,
389,2026-08-29 17:31:09.247,1787995869246.540,8033.871,27672,9,7459,1787995931506.520,1787995869208.920,37.628,0.122822,1.575466,-0.247141,354.002014,208.502716,2.260151,0.556968,1.732942,0.676369,354.002014,207.574799,2.260152,true,Ready,62297.601,3.787,7053.7,1.925,8,-0.0319661461,-0.967455447,-0.045849815,0.246791422,-0.0315938368,-0.9694222,-0.0461071655,0.238949388,29583.518414832,,,29583.596694219,1787995931584.800,78.279,,5255,Update,false,true,,,,,,,,,,,,,,
390,2026-08-29 17:31:09.263,1787995869263.160,8050.485,27673,9,7461,1787995931526.370,1787995869228.770,34.389,0.124555,1.575447,-0.254179,354.047272,208.053391,2.127845,0.558815,1.732922,0.669360,354.047272,207.125473,2.127845,true,Ready,62297.601,3.787,7070.3,1.925,8,-0.0305728056,-0.9684735,-0.0458728038,0.242940664,-0.0302003548,-0.970409036,-0.04611887,0.235090554,29583.538267751,,,29583.610606270,1787995931598.710,72.339,,5256,Update,false,true,,,,,,,,,,,,,,
391,2026-08-29 17:31:09.296,1787995869295.820,8083.150,27675,9,7463,1787995931569.260,1787995869271.650,24.169,0.127833,1.575027,-0.268145,354.104584,207.076965,2.788730,0.562318,1.732503,0.655449,354.104584,206.149063,2.788730,true,Ready,62297.601,3.787,7103.0,1.925,8,-0.0356612056,-0.970346153,-0.04429174,0.234936059,-0.03530139,-0.972216845,-0.04457906,0.227071017,29583.581157078,,,29583.638451031,1787995931626.550,57.294,,5257,Update,false,true,,,,,,,,,,,,,,
392,2026-08-29 17:31:09.328,1787995869328.250,8115.573,27677,9,7465,1787995931592.250,1787995869294.650,33.600,0.131297,1.574636,-0.282005,354.155975,206.190674,3.196889,0.566007,1.732111,0.641647,354.155975,205.262772,3.196889,true,Ready,62297.601,3.787,7135.4,1.925,8,-0.0386791751,-0.972027361,-0.0433198474,0.227574468,-0.03832713,-0.973838449,-0.0436316356,0.2196961,29583.604144112,,,29583.666292877,1787995931654.400,62.149,,5258,Update,false,true,,,,,,,,,,,,,,
393,2026-08-29 17:31:09.366,1787995869366.330,8153.661,27679,9,7467,1787995931622.830,1787995869325.220,41.110,0.134427,1.574761,-0.295754,354.072388,205.403427,3.480018,0.569359,1.732237,0.627950,354.072388,204.475525,3.480017,true,Ready,62297.601,3.787,7173.5,1.925,8,-0.0409449749,-0.9734287,-0.0437491536,0.221011683,-0.04058938,-0.9751866,-0.0440792739,0.213122219,29583.634722188,,,29583.694140020,1787995931682.240,59.418,,5259,Update,false,true,,,,,,,,,,,,,,
394,2026-08-29 17:31:09.381,1787995869381.940,8169.265,27680,9,7469,1787995931654.150,1787995869356.550,25.386,0.137193,1.574540,-0.309214,353.911530,204.716934,3.852616,0.572343,1.732015,0.614537,353.911530,203.789017,3.852616,true,Ready,62297.601,3.787,7189.1,1.925,8,-0.0441487655,-0.9745159,-0.0446629375,0.215348274,-0.0437856652,-0.9762279,-0.0450189672,0.207450122,29583.666051357,,,29583.721990522,1787995931710.090,55.939,,5260,Update,false,true,,,,,,,,,,,,,,
395,2026-08-29 17:31:09.420,1787995869419.760,8207.090,27682,9,7471,1787995931684.290,1787995869386.690,33.069,0.139575,1.574189,-0.322320,353.731323,204.363571,4.016218,0.574936,1.731665,0.601471,353.731323,203.435638,4.016219,true,Ready,62297.601,3.787,7226.9,1.925,8,-0.0457312427,-0.9750172,-0.0460300781,0.212441757,-0.0453570224,-0.976705551,-0.04639888,0.204539627,29583.696193183,,,29583.749828289,1787995931737.930,53.635,,5261,Update,false,true,,,,,,,,,,,,,,
396,2026-08-29 17:31:09.435,1787995869435.950,8223.280,27683,9,7473,1787995931702.240,1787995869404.640,31.316,0.140528,1.574162,-0.328595,353.580414,204.297424,4.036805,0.575991,1.731638,0.595212,353.580414,203.369507,4.036805,true,Ready,62297.601,3.787,7243.1,1.925,8,-0.0461539179,-0.975050449,-0.04730373,0.211917162,-0.04576937,-0.976734638,-0.04767591,0.204014868,29583.714135998,,,29583.763751898,1787995931751.850,49.616,,5262,Update,false,true,,,,,,,,,,,,,,
397,2026-08-29 17:31:09.452,1787995869452.160,8239.490,27684,9,7475,1787995931726.140,1787995869428.540,23.625,0.142516,1.573754,-0.340537,353.250061,204.095078,4.185243,0.578172,1.731230,0.583304,353.250061,203.167175,4.185243,true,Ready,62297.601,3.787,7259.3,1.925,8,-0.0479282252,-0.9751789,-0.04992691,0.210324585,-0.04752238,-0.976850152,-0.0503133833,0.202421278,29583.738038448,,,29583.791604027,1787995931779.710,53.566,,5263,Update,false,true,,,,,,,,,,,,,,
398,2026-08-29 17:31:09.487,1787995869486.830,8274.158,27686,9,7477,1787995931743.130,1787995869445.530,41.305,0.143362,1.573244,-0.345973,353.094849,204.051865,4.244615,0.579106,1.730720,0.577883,353.094849,203.123947,4.244616,true,Ready,62297.601,3.787,7294.0,1.925,8,-0.0486932881,-0.9751439,-0.0511583351,0.21001488,-0.04827745,-0.9768126,-0.05155096,0.20211181,29583.755025012,,,29583.805519676,1787995931793.620,50.495,,5264,Update,false,true,,,,,,,,,,,,,,
399,2026-08-29 17:31:09.504,1787995869504.900,8292.225,27687,9,7481,1787995931776.980,1787995869479.380,25.521,0.144495,1.572292,-0.356654,352.794647,203.931671,4.210043,0.580412,1.729768,0.567221,352.794647,203.003754,4.210043,true,Ready,62297.601,3.787,7312.0,1.925,8,-0.0488812961,-0.9752008,-0.0538299233,0.209037,-0.0484438166,-0.9768616,-0.05422398,0.201133519,29583.788874651,,,29583.833365131,1787995931821.470,44.490,,5266,Update,false,true,,,,,,,,,,,,,,
400,2026-08-29 17:31:09.523,1787995869523.720,8311.044,27688,9,7483,1787995931795.400,1787995869497.800,25.917,0.144954,1.571935,-0.367267,352.627319,203.665512,4.483101,0.581043,1.729411,0.556618,352.627319,202.737610,4.483101,true,Ready,62297.601,3.787,7330.9,1.925,8,-0.0513759926,-0.9754622,-0.054876443,0.206936181,-0.0509299561,-0.977106035,-0.05529067,0.1990307,29583.807298819,,,29583.861210129,1787995931849.310,53.911,,5267,Update,false,true,,,,,,,,,,,,,,
401,2026-08-29 17:31:09.557,1787995869556.790,8344.122,27690,9,7485,1787995931813.290,1787995869515.690,41.105,0.144737,1.572106,-0.372015,352.648132,203.484421,4.793184,0.580903,1.729582,0.551867,352.648132,202.556519,4.793185,true,Ready,62297.601,3.787,7363.9,1.925,8,-0.0538931042,-0.975658655,-0.05422415,0.205537289,-0.05345227,-0.9772911,-0.054658778,0.197630227,29583.825188561,,,29583.875131130,1787995931863.230,49.943,,5268,Update,false,true,,,,,,,,,,,,,,
402,2026-08-29 17:31:09.573,1787995869573.540,8360.870,27691,9,7487,1787995931830.500,1787995869532.900,40.640,0.144436,1.573337,-0.376672,352.834869,203.283813,4.969912,0.580676,1.730813,0.547205,352.834869,202.355896,4.969912,true,Ready,62297.601,3.787,7380.7,1.925,8,-0.05497977,-0.976048,-0.05241174,0.203864068,-0.0545535721,-0.977666855,-0.0528552234,0.195953846,29583.842401583,,,29583.889055407,1787995931877.160,46.654,,5269,Update,false,true,,,,,,,,,,,,,,
403,2026-08-29 17:31:09.591,1787995869590.530,8377.859,27692,9,7489,1787995931851.260,1787995869553.650,36.877,0.143543,1.575448,-0.386285,352.776917,203.025253,4.896142,0.579940,1.732924,0.537579,352.776917,202.097351,4.896142,true,Ready,62297.601,3.787,7397.7,1.925,8,-0.0543320067,-0.9765053,-0.0531596877,0.20164226,-0.05389978,-0.97810626,-0.0535979047,0.193728477,29583.863171637,,,29583.916905167,1787995931904.990,53.734,,5270,Update,false,true,,,,,,,,,,,,,,
404,2026-08-29 17:31:09.608,1787995869608.380,8395.704,27693,9,7491,1787995931868.590,1787995869570.990,37.385,0.142614,1.576400,-0.390593,352.768280,202.934311,4.676491,0.579080,1.733876,0.533257,352.768280,202.006393,4.676491,true,Ready,62297.601,3.787,7415.5,1.925,8,-0.05243238,-0.976762056,-0.0536614731,0.200766861,-0.05199615,-0.9783559,-0.05408429,0.192851,29583.880493722,,,29583.930824742,1787995931918.920,50.331,,5271,Update,false,true,,,,,,,,,,,,,,
405,2026-08-29 17:31:09.628,1787995869628.510,8415.838,27694,9,7493,1787995931886.600,1787995869589.000,39.513,0.141303,1.577169,-0.394683,352.854431,202.808273,4.601703,0.577836,1.734645,0.529146,352.854431,201.880371,4.601702,true,Ready,62297.601,3.787,7435.6,1.925,8,-0.05158932,-0.9770683,-0.0531142354,0.19963713,-0.05115754,-0.9786529,-0.0535302423,0.191718876,29583.898498203,,,29583.944742282,1787995931932.840,46.244,,5272,Update,false,true,,,,,,,,,,,,,,
406,2026-08-29 17:31:09.646,1787995869646.300,8433.623,27695,9,7495,1787995931907.040,1787995869609.440,36.857,0.138219,1.579255,-0.402797,353.044037,202.441315,4.680243,0.574884,1.736731,0.520983,353.044037,201.513412,4.680242,true,Ready,62297.601,3.787,7453.4,1.925,8,-0.0517720245,-0.97778,-0.0515249446,0.1964974,-0.0513531119,-0.9793391,-0.0519424826,0.18857348,29583.918936695,,,29583.972592405,1787995931960.700,53.656,,5273,Update,false,true,,,,,,,,,,,,,,
407,2026-08-29 17:31:09.663,1787995869663.710,8451.034,27696,9,7497,1787995931925.030,1787995869627.430,36.275,0.136144,1.580106,-0.406823,353.017181,202.263748,4.654761,0.572874,1.737581,0.516924,353.017181,201.335846,4.654760,true,Ready,62297.601,3.787,7470.8,1.925,8,-0.0515191853,-0.9780789,-0.05187796,0.19497709,-0.0510974228,-0.9796258,-0.0522934459,0.187050819,29583.936931645,,,29583.986512566,1787995931974.610,49.581,,5274,Update,false,true,,,,,,,,,,,,,,
408,2026-08-29 17:31:09.682,1787995869681.710,8469.039,27697,9,7499,1787995931943.110,1787995869645.510,36.203,0.133965,1.580689,-0.410785,352.908417,202.121124,4.422295,0.570760,1.738165,0.512927,352.908417,201.193222,4.422295,true,Ready,62297.601,3.787,7488.8,1.925,8,-0.04964922,-0.978359044,-0.05326457,0.193678573,-0.0492162928,-0.9798954,-0.0536648668,0.185750008,29583.955007949,,,29584.000431683,1787995931988.530,45.424,,5275,Update,false,true,,,,,,,,,,,,,,
409,2026-08-29 17:31:09.697,1787995869697.830,8485.159,27698,9,7501,1787995931962.540,1787995869664.940,32.894,0.129216,1.581103,-0.418742,352.640106,201.818375,4.070685,0.566140,1.738579,0.504894,352.640106,200.890472,4.070686,true,Ready,62297.601,3.787,7505.0,1.925,8,-0.046941407,-0.9788542,-0.05627586,0.19098188,-0.0464841835,-0.9803687,-0.05665413,0.183049381,29583.974437013,,,29584.028278606,1787995932016.380,53.842,,5276,Update,false,true,,,,,,,,,,,,,,
410,2026-08-29 17:31:09.714,1787995869714.150,8501.473,27699,9,7503,1787995931980.640,1787995869683.040,31.107,0.126285,1.580615,-0.422353,352.527435,201.637421,3.887527,0.563268,1.738090,0.501237,352.527435,200.709503,3.887528,true,Ready,62297.601,3.787,7521.3,1.925,8,-0.0454693362,-0.9791595,-0.0576162376,0.1893664,-0.04500131,-0.9806609,-0.05798254,0.181431472,29583.992539879,,,29584.042199297,1787995932030.300,49.659,,5277,Update,false,true,,,,,,,,,,,,,,
411,2026-08-29 17:31:09.731,1787995869731.280,8518.606,27700,9,7505,1787995931998.570,1787995869700.970,30.306,0.122934,1.580243,-0.425826,352.506653,201.405258,3.860550,0.559973,1.737718,0.497710,352.506653,200.477341,3.860552,true,Ready,62297.601,3.787,7538.4,1.925,8,-0.0451550856,-0.9795391,-0.0579300039,0.187372416,-0.04468453,-0.9810243,-0.0582937524,0.179434448,29584.010473944,,,29584.056125267,1787995932044.230,45.651,,5278,Update,false,true,,,,,,,,,,,,,,
412,2026-08-29 17:31:09.748,1787995869748.610,8535.932,27701,9,7507,1787995932017.990,1787995869720.390,28.217,0.116112,1.579481,-0.432454,352.552124,201.030289,3.721576,0.553260,1.736957,0.490972,352.552124,200.102402,3.721577,true,Ready,62297.601,3.787,7555.7,1.925,8,-0.04370514,-0.9802285,-0.05791139,0.184087753,-0.04323478,-0.981687069,-0.058263395,0.176144391,29584.029887383,,,29584.083966988,1787995932072.070,54.080,,5279,Update,false,true,,,,,,,,,,,,,,
413,2026-08-29 17:31:09.765,1787995869765.700,8553.031,27702,9,7509,1787995932036.180,1787995869738.580,27.127,0.112050,1.578966,-0.435551,352.617035,200.846939,3.668970,0.549249,1.736442,0.487810,352.617035,199.919037,3.668971,true,Ready,62297.601,3.787,7572.8,1.925,8,-0.04306122,-0.980581,-0.0575092249,0.1824812,-0.04259414,-0.9820266,-0.05785603,0.174535066,29584.048074989,,,29584.097889336,1787995932085.990,49.814,,5280,Update,false,true,,,,,,,,,,,,,,
414,2026-08-29 17:31:09.783,1787995869783.110,8570.433,27703,9,7511,1787995932054.330,1787995869756.730,26.375,0.107667,1.578391,-0.438523,352.648865,200.676331,3.671077,0.544915,1.735867,0.484767,352.648865,199.748413,3.671077,true,Ready,62297.601,3.787,7590.2,1.925,8,-0.04294443,-0.980869949,-0.057297308,0.181016564,-0.042479068,-0.9823037,-0.05764318,0.173068076,29584.066237647,,,29584.111819202,1787995932099.910,45.582,,5281,Update,false,true,,,,,,,,,,,,,,
415,2026-08-29 17:31:09.800,1787995869800.180,8587.509,27704,9,7513,1787995932073.800,1787995869776.200,23.981,0.098805,1.577232,-0.444283,352.678650,200.290497,3.696869,0.536147,1.734708,0.478865,352.678650,199.362595,3.696870,true,Ready,62297.601,3.787,7607.3,1.925,8,-0.0429270267,-0.9814821,-0.0571462,0.177720591,-0.04246289,-0.982889056,-0.0574919358,0.169767261,29584.085698691,,,29584.139655382,1787995932127.760,53.957,,5282,Update,false,true,,,,,,,,,,,,,,
